count_capitalized,count_dictionary_words,count_elongated,count_expressions,count_mentions,count_url,emoji_polarity_score,emoticon_polarity_score,negation,proportion_capitalized,subjectivity
0.0,0.0,0.0,0.0,0.009900990099009901,18.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.08,4.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.03225806451612903,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.04,8.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.02,24.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.011538461538461539,46.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0070921985815602835,22.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.030303030303030304,4.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.016666666666666666,7.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.029411764705882353,5.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.010101010101010102,13.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.019230769230769232,7.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.020958083832335328,52.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.017094017094017096,22.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.01694915254237288,10.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.005291005291005291,31.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.01818181818181818,11.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.007936507936507936,20.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.010416666666666666,16.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.016666666666666666,11.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.01020408163265306,18.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.015748031496062992,19.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.017543859649122806,8.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.013333333333333334,11.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.01,16.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.022222222222222223,6.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.017241379310344827,7.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.022222222222222223,7.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.023809523809523808,5.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.023809523809523808,7.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.019417475728155338,14.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.007874015748031496,20.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.027777777777777776,5.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.006622516556291391,23.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.008,46.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.058823529411764705,2.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.00980392156862745,34.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.010309278350515464,17.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.016666666666666666,8.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.02,7.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.02702702702702703,4.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.006756756756756757,26.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.011904761904761904,44.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.008333333333333333,14.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.012195121951219513,12.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.014925373134328358,8.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.006666666666666667,21.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.027777777777777776,5.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009345794392523364,35.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.01015228426395939,33.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.014084507042253521,12.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.013888888888888888,13.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.020833333333333332,10.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.02109704641350211,37.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.011111111111111112,17.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.038461538461538464,12.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.003484320557491289,51.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.006172839506172839,26.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.023255813953488372,18.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.01680672268907563,15.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.019230769230769232,7.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.031007751937984496,19.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.03225806451612903,4.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.03571428571428571,5.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.05084745762711865,6.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.04,8.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.047619047619047616,4.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.011494252873563218,14.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.021052631578947368,15.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.010638297872340425,12.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.023809523809523808,5.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.005952380952380952,28.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.02631578947368421,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.013793103448275862,23.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.01818181818181818,9.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.030303030303030304,7.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0136986301369863,12.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.009900990099009901,13.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.012345679012345678,12.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.006993006993006993,22.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.008264462809917356,15.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.011904761904761904,13.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0125,12.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.010638297872340425,14.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.011363636363636364,14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.012345679012345678,12.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.019230769230769232,7.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.058823529411764705,3.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.029411764705882353,5.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.022222222222222223,9.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0072992700729927005,23.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.007042253521126761,25.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.015625,11.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.009900990099009901,17.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009615384615384616,17.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.008547008547008548,13.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.01020408163265306,17.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.006622516556291391,23.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.01694915254237288,9.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.020833333333333332,8.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.011695906432748537,30.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.04,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.012987012987012988,14.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.009900990099009901,18.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015873015873015872,9.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0196078431372549,9.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.019230769230769232,9.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.027777777777777776,26.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.006711409395973154,23.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.020618556701030927,13.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.016483516483516484,29.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0136986301369863,10.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.015873015873015872,10.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.02040816326530612,6.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.007518796992481203,24.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.037383177570093455,15.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.047058823529411764,12.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.021505376344086023,15.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.047058823529411764,9.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.016129032258064516,10.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.08108108108108109,4.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.008403361344537815,22.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.017857142857142856,8.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.013986013986013986,22.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.008,16.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.03225806451612903,6.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.023809523809523808,19.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.030612244897959183,15.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.046511627906976744,14.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.023076923076923078,23.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.020833333333333332,7.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.012987012987012988,24.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.023076923076923078,19.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.013157894736842105,11.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.043478260869565216,3.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.009433962264150943,17.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.06451612903225806,3.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.013513513513513514,10.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.023529411764705882,9.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.023529411764705882,13.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.020833333333333332,9.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.013157894736842105,11.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.043478260869565216,3.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.018867924528301886,7.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.02631578947368421,5.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.02040816326530612,9.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.03125,20.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.012048192771084338,14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.045454545454545456,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.021739130434782608,16.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01818181818181818,7.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.041666666666666664,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.015151515151515152,13.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.023255813953488372,6.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015384615384615385,10.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.002898550724637681,54.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.006289308176100629,28.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.020833333333333332,9.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.02702702702702703,4.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.020833333333333332,8.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.018867924528301886,8.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.012195121951219513,14.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.03333333333333333,4.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.027777777777777776,4.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.047619047619047616,3.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.025,12.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.05263157894736842,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009615384615384616,18.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.027777777777777776,5.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.005988023952095809,29.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.026737967914438502,30.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.006535947712418301,49.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.07142857142857142,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,0.016877637130801686,30.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.010869565217391304,16.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.022727272727272728,6.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.01639344262295082,9.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.02564102564102564,5.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.03773584905660377,17.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.032504780114722756,70.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.020833333333333332,7.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.044715447154471545,35.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.03896103896103896,10.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.1,14.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.03125,16.0,0.0,0.0,0.0,0.0,1.0
7.0,0.0,0.0,0.0,0.7454545454545455,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.041025641025641026,20.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.06829268292682927,16.0,0.0,0.0,0.0,0.0,1.0
2.0,0.0,0.0,0.0,0.08656036446469248,36.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.005649717514124294,20.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.008403361344537815,15.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.03508771929824561,7.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,3.0,0.010169491525423728,48.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.02857142857142857,4.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.006578947368421052,25.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.022099447513812154,27.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.05,3.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.025,4.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,3.0,0.01084010840108401,64.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.037037037037037035,5.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01818181818181818,7.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.05194805194805195,6.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.02531645569620253,9.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009900990099009901,15.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.011235955056179775,24.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.006993006993006993,19.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.020833333333333332,6.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.03225806451612903,4.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.07792207792207792,8.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.02564102564102564,6.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.016666666666666666,8.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01818181818181818,9.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.013888888888888888,14.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.009708737864077669,14.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.023255813953488372,3.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01818181818181818,16.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.018518518518518517,6.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015544041450777202,30.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.023391812865497075,19.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.009433962264150943,15.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.012048192771084338,11.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.02631578947368421,6.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.010869565217391304,11.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.022222222222222223,6.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.012048192771084338,10.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.05,7.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.036585365853658534,12.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.020833333333333332,7.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.03225806451612903,6.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.025423728813559324,16.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.01818181818181818,8.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.03125,3.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.015151515151515152,10.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.015384615384615385,8.0,0.0,0.0,0.0,0.0,0.0
