sentence,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,subjectivity
"Ler 1984 é um ato de legítima defesa, onde a cada página aprendemos como as engrenagens realmente funcionam na história política da humanidade.",0.1025599999999999,2.564,0.05732,1.433,0.11028,2.757,0.09004,2.2510000000000003,0.0116,0.29,0.0
"Vivendo em uma sociedade distópica, Winston, o herói da história, vive uma vida de medo e sofrimento.",0.1446666666666666,3.0380000000000003,0.1465714285714285,3.078,0.1377619047619047,2.893,0.1713809523809523,3.599,0.0852857142857142,1.791,0.0
"Tudo é controlado minuciosamente pelo partido e tudo é vigiado pelo grande irmão, que é o único salvador e pessoa chave da ideologia.",0.1956799999999999,4.892,0.103,2.575,0.1002,2.505,0.15248,3.812,0.08512,2.128,0.0
"Eles enfrentaram os mistérios mais sinistros dos últimos sessenta anos, sempre em busca da verdade.",0.0424117647058823,0.721,0.0334705882352941,0.569,0.0504117647058823,0.857,0.0421176470588235,0.716,0.0,0.0,0.0
"Levanta algumas questões filosóficas mas não se aprofunda muito, deixa pra o leitor refletir depois.",0.0488235294117647,0.8300000000000001,0.0085294117647058,0.145,0.0383529411764705,0.6519999999999999,0.0397647058823529,0.676,0.0342941176470588,0.5830000000000001,0.0
Após uma guerra nuclear poucos seres humanos permaneceram na Terra.,0.1103636363636363,1.214,0.0748181818181818,0.823,0.0621818181818181,0.684,0.085,0.935,0.0132727272727272,0.146,0.0
Boa parte da população agora vive em Marte junto a androides contruídos para trabalhar em grandes explorações espaciais.,0.0635263157894737,1.207,0.0685263157894736,1.302,0.0183684210526315,0.349,0.0479473684210526,0.911,0.0065263157894736,0.124,0.0
Para suprir necessidades de afeto foram criadas versões mecânicas dos bichinhos de estimação.,0.1107857142857142,1.5510000000000002,0.2085,2.919,0.18,2.52,0.1665,2.331,0.0,0.0,0.0
"Deckard, entretanto, não tem condições financeiras para isso e por isso continua preso à Terra e se torna um caçador de androides.",0.12228,3.057,0.06492,1.623,0.1041199999999999,2.603,0.1089599999999999,2.724,0.03796,0.949,0.0
"Ao mesmo tempo pode-se perceber toda a crueldade que a Segunda Guerra Mundial espalhava, dividindo as pessoas entre o medo, a submissão e a sede de justiça.",0.0689666666666666,2.069,0.0599333333333333,1.798,0.0811,2.4330000000000003,0.0768666666666666,2.306,0.0531666666666666,1.595,0.0
Bruno não suspeita que esse menino é judeu e está trancado naquele terreno com seu povo.,0.150235294117647,2.554,0.0423529411764705,0.72,0.0,0.0,0.0801764705882353,1.363,0.0478235294117647,0.813,0.0
"Bruno não conta sobre o novo amigo para sua família e, à medida que os dias passam, a amizade secreta entre os dois cresce.",0.0352962962962963,0.953,0.0394444444444444,1.065,0.0301111111111111,0.813,0.0295925925925925,0.7989999999999999,0.0137407407407407,0.371,0.0
"Bruno observa por dias a cerca, e muitas perguntas se formam, ele não entende porque todos usam pijama listrado.",0.0089545454545454,0.1969999999999999,0.0036818181818181,0.081,0.0063636363636363,0.1399999999999999,0.0095454545454545,0.21,0.011,0.242,0.0
"Por conta do novo cargo do pai, a família acaba tendo que se mudar.",0.0611875,0.979,0.0170625,0.273,0.063,1.008,0.0576875,0.923,0.0493125,0.789,0.0
"A nova casa não agrada o menino; fica longe de Berlim e é um local muito isolado, repleto de soldados trabalhando.",0.2092916666666666,5.023,0.0983749999999999,2.361,0.1803333333333333,4.328,0.173625,4.167,0.05525,1.326,0.0
"A narrativa é feita em terceira pessoa, porém pelos olhos de Bruno, por isso toda a simplicidade e inocência.",0.173,3.806,0.1366818181818181,3.007,0.1653181818181818,3.637,0.1731363636363636,3.809,0.0442727272727272,0.974,0.0
Ele confunde o nome do local de sua nova residência e entende de maneira errônea o título de Führer.,0.14325,2.865,0.1666,3.3320000000000003,0.16795,3.359,0.1657,3.314,0.0453,0.906,0.0
"E essa inocência expõe ainda mais tudo aquilo que os nazistas fizeram de ruim, deixa tudo mais evidente.",0.0879,1.758,0.06605,1.321,0.0476,0.952,0.07815,1.5630000000000002,0.0489999999999999,0.98,0.0
"Norman é o racional, é quem limpa a sujeira e os protege das consequências dos atos da mãe.",0.0439,0.878,0.03095,0.619,0.0382,0.764,0.0377,0.754,0.0,0.0,0.0
"Quando ela está no meio da estrada a noite, começa um temporal e sua única opção é parar no motel mais próximo.",0.038,0.912,0.0095416666666666,0.229,0.0456666666666666,1.096,0.0292916666666666,0.703,0.0103333333333333,0.248,0.0
"Mas chegando lá, ela não está e ele também não tem nenhuma notícia.",0.1164,1.746,0.0968,1.452,0.0467999999999999,0.702,0.0866666666666666,1.2999999999999998,0.0,0.0,0.0
Então Lily e Sam se juntam com um detetive particular e vão em busca de Mary.,0.1921176470588235,3.266,0.1657647058823529,2.818,0.1617058823529411,2.749,0.1550588235294117,2.636,0.0690588235294117,1.174,0.0
"Norman Bates vive sozinho, tomando conta do Motel Bates numa estrada agora abandonada num local isolado.",0.0969444444444444,1.745,0.079,1.422,0.0612222222222222,1.102,0.0987777777777778,1.7780000000000002,0.0969444444444444,1.745,0.0
"Dado o sumiço de Mary, o roubo é notado e muitas pessoas estão interessadas em encontrá-la.",0.0820555555555555,1.477,0.0540555555555555,0.973,0.0972777777777777,1.751,0.0857777777777777,1.544,0.0238333333333333,0.429,0.0
"Um dia, Mary é encarregada pelo chefe de fazer um depósito no banco de uma grande quantidade de dinheiro.",0.3313809523809524,6.9590000000000005,0.3317142857142857,6.966,0.3762857142857143,7.902,0.3423809523809523,7.189999999999999,0.0068095238095238,0.143,0.0
Mas ela tem uma atitude impulsiva e foge com o dinheiro.,0.1491666666666666,1.79,0.1360833333333333,1.6330000000000002,0.1110833333333333,1.333,0.1296666666666666,1.556,0.0071666666666666,0.086,0.0
"Bates se dedica apenas a cuidar do motel da família, onde sofreu uma grande queda de clientes desde que uma nova rodovia foi criada.",0.0581538461538461,1.512,0.077,2.002,0.0643076923076923,1.6720000000000002,0.0656538461538461,1.707,0.0,0.0,0.0
O livro conta a história de cinco homens que estão numa taverna bebendo e contando histórias.,0.1404705882352941,2.388,0.0634117647058823,1.078,0.1351176470588235,2.297,0.126235294117647,2.146,0.0395882352941176,0.673,0.0
"As cinco histórias possuem traços em comum, assim como os seus narradores.",0.0098571428571428,0.138,0.0151428571428571,0.212,0.0,0.0,0.0067857142857142,0.095,0.0046428571428571,0.065,0.0
"Ele se apaixona por uma espanhola chamada Ângela, que mata o próprio marido e a própria filha para ficar com Bertram.",0.0467391304347826,1.075,0.0518260869565217,1.192,0.0869130434782608,1.999,0.0762173913043478,1.753,0.0433043478260869,0.996,0.0
"Os dois ficam juntos, mas depois de um tempo ela parte e ele vai para a Itália, viver aventuras no mar.",0.1087916666666666,2.611,0.0890833333333333,2.138,0.0918333333333333,2.204,0.0929583333333333,2.231,0.0081666666666666,0.1959999999999999,0.0
Ele conta que era aprendiz de um pintor.,0.1635555555555555,1.472,0.1192222222222222,1.073,0.2182222222222222,1.964,0.1628888888888889,1.466,0.0124444444444444,0.112,0.0
"A edição que li, tem 96 páginas e tem uma linguagem carregada do rebuscamento do período.",0.1922777777777777,3.461,0.1163333333333333,2.0940000000000003,0.1603888888888889,2.887,0.1684444444444444,3.032,0.0365,0.657,0.0
"Na narrativa é possível identificar a comparação entre campo e cidade, comum nas histórias do autor, assim como a relação entre a elite e a classe trabalhadora.",0.0644666666666666,1.934,0.0585666666666666,1.757,0.0687333333333333,2.0620000000000003,0.0686333333333333,2.059,0.0485,1.455,0.0
"É uma importante obra que marca a terceira fase de Queirós, mais pós-realista.",0.1108,1.662,0.1343333333333333,2.015,0.1207333333333333,1.811,0.1198666666666666,1.798,0.0063333333333333,0.095,0.0
"Mas o núcleo da ação se desenvolve no final do século, sendo, portanto, contemporânea à publicação da obra.",0.0555454545454545,1.222,0.0594545454545454,1.308,0.0053181818181818,0.1169999999999999,0.037590909090909,0.827,0.0139090909090909,0.306,0.0
"Ambos os personagens principais passam por muitas mudanças ao longo do enredo e tem suas ideologias/opiniões postas à prova e, por vezes, modificadas.",0.0376071428571428,1.053,0.0351785714285714,0.985,0.0268214285714285,0.751,0.0314642857142857,0.881,0.0051071428571428,0.143,0.0
"O texto reforça que uma das maiores capacidades do ser humano, é a de poder estar errado, de errar, e depois, a de poder corrigir ou permanecer errado.",0.1517575757575757,5.008,0.1493939393939393,4.93,0.1215151515151515,4.01,0.1558484848484848,5.143,0.0507272727272727,1.6740000000000002,0.0
"Os leitores encontrarão muitos pontos em comum com religiões ou filosofias, especialmente orientais, se já tiverem tido contato.",0.0065714285714285,0.138,0.010095238095238,0.212,0.0,0.0,0.0045238095238095,0.095,0.003095238095238,0.065,0.0
"Tem capa dura, as laterias das folhas em vermelho, folhas amareladas, notas sobre as fontes, curiosidades e muitas imagens.",0.052875,1.269,0.0808333333333333,1.94,0.0670833333333333,1.61,0.0638749999999999,1.5329999999999997,0.007375,0.177,0.0
"Um livro com muitas curiosidades sobre a morte, e como ela ""vira pó"" para aquele que são cremados.",0.0459545454545454,1.011,0.0043181818181818,0.095,0.0589545454545454,1.2970000000000002,0.038590909090909,0.849,0.0083636363636363,0.184,0.0
"Os pitiguaras, que vivem na costa cearense, são inimigos naturais dos tabajaras, que vivem mais para o interior.",0.0113636363636363,0.25,0.007590909090909,0.1669999999999999,0.0107727272727272,0.237,0.0093181818181818,0.205,0.0017727272727272,0.039,0.0
O livro trata da relação entre as novidades e modas das grandes cidades (no livro representadas por Paris) e os prazeres simples da vida no campo (as serras de Portugal).,0.0466571428571428,1.633,0.0740857142857142,2.593,0.0909142857142857,3.182,0.0770857142857142,2.698,0.0339714285714285,1.189,0.0
"O conto de Aia foi escrito pela canadense Margaret Atwood em 1985, mas voltou a ser um dos mais vendidos devido a série The Handmaid's Tale, que foi baseada no livro.",0.0526571428571428,1.843,0.0812857142857143,2.845,0.1004,3.514,0.0781142857142857,2.734,0.0,0.0,0.0
"As mudanças são bruscas e as mulheres são as mais prejudicadas pois perderam os direitos de trabalhar, de serem alfabetizadas, de votar e praticamente de serem livres.",0.0880666666666666,2.642,0.1417999999999999,4.254,0.1349999999999999,4.05,0.1205666666666666,3.617,0.0032333333333333,0.097,0.0
"E a última casta é a das Aias, que são mulheres de vermelho, em idade fértil, usadas exclusivamente para procriar.",0.0753333333333333,1.808,0.0875416666666666,2.101,0.075875,1.821,0.0774583333333333,1.859,0.0,0.0,0.0
"Isso porque devido a questões desconhecidas, muitas pessoas se tornaram inférteis.",0.0,0.0,0.0735384615384615,0.956,0.0612307692307692,0.796,0.0449230769230769,0.584,0.0,0.0,0.0
"E as mulheres que têm mais chances de engravidar são obrigadas a terem relações sexuais com os comandantes e quando dão a luz, são obrigadas a deixarem seus filhos.",0.0693548387096774,2.15,0.0558064516129032,1.73,0.0647419354838709,2.007,0.0710967741935483,2.204,0.0372903225806451,1.156,0.0
"A história é narrada através de uma Aia, que conta desde sua vida antes do golpe, quando ainda vivia com seu marido e filha, sobre o tempo que passou no Centro Vermelho, onde foi treinada para a vida de Aia.",0.1031777777777778,4.643000000000001,0.1171777777777777,5.273,0.1087333333333333,4.893000000000001,0.1134,5.103,0.0203333333333333,0.915,0.0
Até o seu cotidiano na casa do Comandante onde começa a descobrir que nem tudo é como se imagina.,0.1227999999999999,2.456,0.1024,2.048,0.13445,2.689,0.13065,2.613,0.04045,0.8089999999999999,0.0
"Se trata de uma distopia, um futuro não muito distante, onde tudo muda da noite pro dia e as mulheres são as principais vítimas.",0.1668518518518518,4.505,0.0812222222222222,2.193,0.1610740740740741,4.349,0.1497407407407407,4.043,0.0571481481481481,1.543,0.0
"Offred um dia foi casada com Luke, com quem teve uma filha, Hanna – os quais ela não faz ideia se estão vivos ou não.",0.0519642857142857,1.455,0.0219285714285714,0.614,0.0628214285714285,1.759,0.0455714285714285,1.2759999999999998,0.0,0.0,0.0
A região de Gilead é tomada por uma ditadura patriarcal fortemente fomentada por um aparato cristão distorcido,0.1483529411764706,2.522,0.0791764705882352,1.346,0.1109999999999999,1.887,0.1280588235294117,2.177,0.0569411764705882,0.968,0.0
"Regida por versões exageradas e distorcidas do Velho Testamento, a sociedade está agora dividia em castas masculinas e femininas.",0.0736190476190476,1.546,0.0798095238095238,1.6760000000000002,0.0360952380952381,0.758,0.0631428571428571,1.326,0.0,0.0,0.0
"Em 1985 o autor apresenta a vida ""atual"" dos antigos amigos do grupo de Bill Denbrough, chamado Clube dos Otários.",0.0845833333333333,2.03,0.1111666666666666,2.668,0.1209166666666666,2.902,0.1055416666666666,2.533,0.0,0.0,0.0
Zobrist um gênio cientista a frente do seu tempo cria um vírus que promete acabar com a superpopulação da Terra que em breve irá entrar em colapso.,0.1963928571428571,5.499,0.0742857142857142,2.08,0.1750357142857142,4.901,0.176,4.928,0.1037142857142857,2.904,0.0
A leitura era realizada nos intervalos do trabalho e atividades diárias fora de casa.,0.137,2.055,0.1236666666666666,1.855,0.1745333333333333,2.618,0.1644666666666666,2.467,0.0699333333333333,1.049,0.0
Mais uma vez Robert Langdon se viu na iminência de ter que resolver enigmas e mensagens para ajudar a encontrar algo que poderia afetar toda a humanidade.,0.17725,4.963,0.1401071428571428,3.922999999999999,0.1307857142857142,3.662,0.1457857142857142,4.082,0.0107857142857142,0.302,0.0
"A história começa com o renomado professor universitário de simbologia da Harvard, Robert Langdon acordando dentro do hospital, um pouco desorientado e com um ferimento na cabeça causado por um tiro de raspão na parte de trás da nuca.",0.2107142857142856,8.849999999999998,0.1281190476190476,5.381,0.2291904761904761,9.626,0.2051190476190476,8.615,0.0514523809523809,2.161,0.0
"Ao sentar na cama e observar pela janela do quarto, Robert percebeu que não estava em Massachusetts e sim, em Florença.",0.0636666666666666,1.528,0.0249583333333333,0.599,0.079375,1.905,0.0560416666666666,1.3450000000000002,0.0,0.0,0.0
"Não lembrança de nada das últimas trinta e seis horas, não tem a menor idéia de como saiu dos Estados Unidos e chegou até a Itália e porque estava numa cama de hospital.",0.1561142857142857,5.464000000000001,0.1416857142857143,4.9590000000000005,0.1719428571428571,6.018,0.1722,6.027000000000001,0.0553714285714285,1.938,0.0
Ferido e sem saber o que fazer Robert consegue fugir do hospital com ajuda da Dra. Brooks.,0.1222105263157894,2.322,0.0324210526315789,0.6159999999999999,0.0984210526315789,1.87,0.0982105263157894,1.866,0.0637894736842105,1.212,0.0
Esse objeto era tão importante que associava Robert ao trabalho de um cientista brilhante que afirmava que a humanidade estava em risco devido ao crescimento celerado da população.,0.1394827586206896,4.045,0.1734137931034482,5.029,0.2192758620689655,6.359,0.1854827586206896,5.378999999999999,0.0452758620689655,1.3130000000000002,0.0
"A teoria do cientista é extremamente radical, condenando a Organização Mundial da Saúde e os governantes mundiais, por estarem ignorando o alerta que a natureza está mostrando e a super população mundial consumindo mais do que o normal.",0.0608780487804878,2.496,0.0518780487804878,2.127,0.0748780487804878,3.07,0.075780487804878,3.107,0.0416585365853658,1.7080000000000002,0.0
A hora e vez de Augusto Matraga aponta para a tendência criada por Guimarães Rosa do regionalismo universalizante.,0.0480526315789473,0.913,0.0896315789473684,1.7029999999999998,0.073578947368421,1.398,0.0656842105263157,1.248,0.0142631578947368,0.271,0.0
"O tempo da narrativa está mais voltado ao psicológico, ou seja, indeterminado.",0.0637333333333333,0.956,0.0118,0.177,0.0585333333333333,0.878,0.0541333333333333,0.812,0.0441999999999999,0.6629999999999999,0.0
"O espaço Minas Gerais, mais especificamente o Norte de Minas, destacando-se nomes de vilarejos e lugares do sertão.",0.0889523809523809,1.868,0.1597619047619047,3.355,0.1839999999999999,3.864,0.1554285714285714,3.264,0.0553809523809523,1.163,0.0
"Fugindo da seca, vivem da exploração da terra e da exploração do patrão.",0.0101333333333333,0.152,0.0,0.0,0.0077333333333333,0.1159999999999999,0.0052666666666666,0.079,0.0020666666666666,0.031,0.0
"Diante das dificuldades da vida, o simples fato de não saber ler e nem contar, impõem o jugo da impotência.",0.1193043478260869,2.744,0.1161739130434782,2.672,0.1399565217391304,3.219,0.1215217391304347,2.795,0.0109130434782608,0.251,0.0
"Os personagens como Sinha Vitória(mãe), Fabiano(pai), Menino mais velho, Menino mais novo (filhos) e a Baleia (cachorra) são uma família que vivem na seca do Nordeste",0.1018,3.563,0.0283142857142857,0.991,0.0463142857142857,1.621,0.0664571428571428,2.326,0.0309714285714285,1.084,0.0
"É uma obra com grande significado sociológico, pois mostra a coisificação das pessoas. Vidas Secas é uma denúncia social.",0.0748181818181818,1.646,0.0453181818181818,0.997,0.120090909090909,2.642,0.1045454545454545,2.3000000000000003,0.0784090909090909,1.725,0.0
Foi uma obra muito importante para a segunda fase do modernismo por ser uma literatura regionalista com grande teor político e psicológico.,0.1734782608695652,3.99,0.1538260869565217,3.5380000000000003,0.1233478260869565,2.837,0.1582173913043478,3.639,0.0240434782608695,0.553,0.0
"Em Vidas Secas, o autor mostra a família de Fabiano migrando pela necessidade de sobrevivência, saindo de sua casa antes do dia amanhecer, fugindo das dívidas, da seca e da miséria.",0.1328333333333333,4.782,0.1430277777777777,5.148999999999999,0.2203055555555555,7.930999999999999,0.17875,6.4350000000000005,0.0417777777777777,1.504,0.0
A falta de instrução das pessoas e a dificuldade que enfrentam ao se relacionar até mesmo uns com os outros pela falta de vocabulário faz o livro ter diálogos curtos e simples.,0.1820909090909091,6.009,0.1462424242424242,4.8260000000000005,0.1789090909090909,5.904,0.1893939393939394,6.25,0.099090909090909,3.27,0.0
"1984 apresenta uma distopia onde o mundo fora dividido em 3 grandes estados: a Oceania, a Lestasia e a Eurasia.",0.0428260869565217,0.985,0.0,0.0,0.0393043478260869,0.904,0.0410434782608695,0.944,0.0409999999999999,0.943,0.0
"O Partido é o governo de Oceania e partilha dos seguintes lemas: ""Guerra é paz, Liberdade é escravidão e Ignorância é forca"".",0.064074074074074,1.73,0.1001851851851851,2.705,0.1006666666666666,2.718,0.0898518518518518,2.426,0.0091481481481481,0.247,0.0
"Naquele verão, eles enfrentaram pela primeira vez a Coisa, um ser sobrenatural e maligno que deixou terríveis marcas de sangue em Derry.",0.09324,2.331,0.04836,1.209,0.1345599999999999,3.364,0.11216,2.804,0.06064,1.516,0.0
"O Duplipensamento, um método responsável pelo autoconvencimento de que seu raciocínio esta errado e o que vale é a diretriz imposta pelo partido.",0.0755199999999999,1.888,0.07288,1.822,0.13472,3.3680000000000003,0.10488,2.622,0.03148,0.787,0.0
"Apesar de ter pré-adolescentes como protagonistas, It é um livro de TERROR para adultos, e como tal, vai se virar contra seus personagens sem piedade.",0.1251379310344827,3.629,0.1107586206896551,3.212,0.1884482758620689,5.464999999999999,0.1628965517241379,4.724,0.0853793103448275,2.476,0.0
"Guerra constante, falta de liberdade, onde pensar é crime, controle da mente, alteração do passado, incitação ao ódio etc.",0.170875,4.101,0.0952499999999999,2.286,0.1382499999999999,3.318,0.164875,3.957,0.11375,2.73,0.0
"Em “1984” o passado é alterado e destruído constantemente, todos os meios de registros como: livros, quadros, estátuas, ruas, edifícios, músicas, fotografias e invenções",0.0222941176470588,0.758,0.0309117647058823,1.051,0.027235294117647,0.926,0.0285882352941176,0.972,0.0052941176470588,0.18,0.0
"Os escritores românticos, tanto da prosa quanto da poesia, assimilaram os ideais nacionalistas do romantismo europeu e os adaptaram as condições peculiares de nossa realidade.",0.0476785714285714,1.335,0.0347499999999999,0.973,0.0599642857142857,1.6789999999999998,0.0565357142857142,1.5830000000000002,0.0314285714285714,0.8799999999999999,0.0
Ela produz uma bebida alucinógena que é dada aos guerreiros em rituais específicos.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martim é um guerreiro português que vive entre a tribo Pitiguara e tem a missão de fiscalizar a costa cearense contra as invasões estrangeiras.,0.13496,3.374,0.1000399999999999,2.501,0.11524,2.881,0.11528,2.882,0.00976,0.244,0.0
"O tema político é o centro da narrativa, que não é exposto de forma maniqueísta.",0.160235294117647,2.724,0.1672941176470588,2.844,0.1198235294117647,2.037,0.1444117647058823,2.455,0.0141764705882352,0.241,0.0
Nele não tem nenhum mistério a ser solucionado ou algo a ser descoberto como ponto central.,0.0575882352941176,0.979,0.0539411764705882,0.917,0.0962941176470588,1.6369999999999998,0.0848823529411764,1.443,0.053235294117647,0.905,0.0
"Barry cai morto no chão, e sua morte é diagnosticada por aneurisma cerebral.",0.0448666666666666,0.673,0.0,0.0,0.0688666666666666,1.033,0.0516666666666666,0.775,0.0413333333333333,0.62,0.0
"Isso desencadeia uma série de problemas para o vilarejo de Pagford, pois com a morte de Barry, há uma vaga de conselheiro em aberto.",0.1352962962962962,3.653,0.1743333333333333,4.707,0.2172222222222222,5.865,0.1876666666666666,5.067,0.036074074074074,0.974,0.0
"É realmente uma estória sobre como são os seres humanos, como eles vivem em sociedade, e com suas famílias.",0.008590909090909,0.189,0.0056363636363636,0.124,0.0184090909090909,0.405,0.0108636363636363,0.239,0.0,0.0,0.0
"O livro aborta muitos assuntos, dentre eles tem traição, violência, estupro, uso de drogas, depressão entre outros.",0.1088695652173913,2.5040000000000004,0.0909130434782608,2.091,0.124,2.8520000000000003,0.1189565217391304,2.736,0.0534347826086956,1.229,0.0
"É uma história adulta, contém palavrões, traição, drogas, estupro, violência doméstica além do cunho político que permeia a trama.",0.03548,0.887,0.0412,1.03,0.01024,0.256,0.0281599999999999,0.704,0.00992,0.248,0.0
