count_words,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,rule1,rule2,rule3,rule4,rule5,count_capitalized,count_dictionary_words,count_elongated,count_expressions,count_mentions,count_url,emoji_polarity_score,emoticon_polarity_score,negation,proportion_capitalized,subjectivity
20.0,0.0,0.0,0.0,0.0,0.025210084033613446,0.0,2.0,0.0,0.0,1.0,3.0,0.0,7.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,-0.04152173913043478,-0.955,0.007956521739130435,0.183,-0.0030869565217391294,-0.07099999999999998,-0.028695652173913046,-0.66,-0.05260869565217391,-1.21,0.05560869565217391,1.279,0.011086956521739131,0.255,0.01526086956521739,0.351,0.04078260869565218,0.9380000000000001,0.05260869565217391,1.21,3.0,3.0,3.0,3.0,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.012195121951219513,3.0,3.0,3.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03772222222222223,0.6790000000000002,-0.05055555555555555,-0.9099999999999999,0.0956111111111111,1.7209999999999999,0.07088888888888889,1.276,-0.07211111111111111,-1.298,0.1493888888888889,2.689,0.15144444444444444,2.726,0.12849999999999998,2.3129999999999997,0.14499999999999996,2.6099999999999994,0.07211111111111111,1.298,2.0,2.0,2.0,2.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.0,6.0,0.0,0.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.09496153846153846,-2.469,0.03642307692307692,0.947,-0.11015384615384619,-2.8640000000000008,-0.08469230769230768,-2.2019999999999995,0.06296153846153846,1.637,0.21573076923076925,5.609000000000001,0.11126923076923077,2.8930000000000002,0.2266923076923077,5.894,0.23223076923076924,6.038,0.16042307692307695,4.171,5.0,5.0,5.0,5.0,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.02197802197802198,3.0,2.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.04825,0.772,-0.0475625,-0.761,0.043875,0.702,0.052,0.832,-0.0101875,-0.163,0.052250000000000005,0.8360000000000001,0.0740625,1.185,0.065125,1.042,0.0645,1.032,0.0101875,0.163,1.0,1.0,1.0,1.0,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.04477611940298507,0.0,4.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,1.0,5.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.03166666666666667,0.855,-0.04229629629629629,-1.142,0.05659259259259259,1.528,0.0652962962962963,1.763,0.000259259259259259,0.006999999999999992,0.09714814814814814,2.6229999999999998,0.11377777777777777,3.0719999999999996,0.14207407407407405,3.8359999999999994,0.11677777777777777,3.153,0.006185185185185184,0.16699999999999998,1.0,1.0,1.0,1.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.008333333333333333,2.0,4.0,2.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.027727272727272732,0.6100000000000001,0.04672727272727273,1.028,0.030181818181818178,0.6639999999999999,0.06263636363636364,1.3780000000000001,-0.005227272727272727,-0.115,0.11018181818181817,2.424,0.13518181818181818,2.974,0.1250909090909091,2.7520000000000002,0.12518181818181817,2.7539999999999996,0.005227272727272727,0.115,4.0,4.0,4.0,4.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.007462686567164179,2.0,2.0,2.0,1.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06391304347826086,1.47,-0.07056521739130436,-1.6230000000000004,0.07508695652173912,1.7269999999999999,0.07704347826086955,1.7719999999999996,-0.0783913043478261,-1.8030000000000002,0.13704347826086954,3.1519999999999997,0.17056521739130434,3.9229999999999996,0.21691304347826088,4.989,0.19939130434782606,4.585999999999999,0.0783913043478261,1.8030000000000002,3.0,3.0,3.0,3.0,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.018018018018018018,0.0,4.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.031049999999999994,-0.6209999999999999,0.0018500000000000003,0.037000000000000005,-0.05034999999999999,-1.007,-0.026349999999999995,-0.5269999999999999,-0.0097,-0.194,0.04765,0.953,0.01195,0.23900000000000002,0.053149999999999996,1.063,0.03704999999999999,0.7409999999999999,0.0097,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,4.0,0.0,0.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.024181818181818183,0.532,-0.0005000000000000004,-0.01100000000000001,0.06454545454545454,1.42,0.05677272727272728,1.249,-0.005045454545454546,-0.111,0.03363636363636364,0.74,0.08795454545454545,1.935,0.09009090909090908,1.9819999999999998,0.07031818181818182,1.547,0.006500000000000001,0.14300000000000002,2.0,2.0,2.0,2.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.031914893617021274,0.0,3.0,0.0,0.0,1.0,3.0,0.0,7.0,0.0,0.0,2.0,5.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,-0.020060606060606063,-0.6620000000000001,-0.020121212121212123,-0.664,-0.01136363636363636,-0.3749999999999999,-0.02118181818181818,-0.699,0.013121212121212122,0.43300000000000005,0.08193939393939394,2.7039999999999997,0.047212121212121205,1.5579999999999998,0.07724242424242424,2.549,0.0906969696969697,2.9930000000000003,0.07942424242424242,2.621,4.0,4.0,4.0,4.0,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0136986301369863,1.0,2.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.022769230769230764,-0.29599999999999993,-0.06861538461538462,-0.892,-0.10176923076923076,-1.323,-0.04107692307692307,-0.5339999999999999,-0.07753846153846154,-1.008,0.10230769230769231,1.33,0.08107692307692307,1.054,0.23099999999999998,3.0029999999999997,0.16061538461538463,2.088,0.08,1.04,3.0,3.0,3.0,3.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.021666666666666664,-0.32499999999999996,-0.06486666666666667,-0.973,0.004799999999999997,0.07199999999999995,0.0008000000000000081,0.012000000000000122,0.038266666666666664,0.574,0.0906,1.359,0.06486666666666667,0.973,0.1072,1.608,0.10279999999999999,1.5419999999999998,0.0456,0.684,1.0,1.0,1.0,1.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,3.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004733333333333333,0.071,0.004666666666666667,0.07,0.0,0.0,0.0031333333333333335,0.047,0.0,0.0,0.004733333333333333,0.071,0.004666666666666667,0.07,0.0,0.0,0.0031333333333333335,0.047,0.0,0.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.023529411764705882,1.0,3.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.12164705882352941,2.068,-0.053647058823529416,-0.912,0.1008235294117647,1.714,0.13188235294117648,2.242,0.0022941176470588237,0.039,0.12164705882352941,2.068,0.1752941176470588,2.9799999999999995,0.1008235294117647,1.714,0.13188235294117648,2.242,0.0022941176470588237,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.007633587786259542,2.0,3.0,2.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.021320000000000002,0.533,-0.051719999999999995,-1.293,0.01756,0.43899999999999995,0.03024,0.756,0.0,0.0,0.07804,1.951,0.051719999999999995,1.293,0.09675999999999998,2.4189999999999996,0.07551999999999999,1.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.014285714285714285,1.0,3.0,1.0,0.0,1.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.026520000000000002,0.663,-0.003400000000000003,-0.08500000000000008,0.06756000000000001,1.689,0.05492000000000001,1.3730000000000002,-0.0037199999999999998,-0.093,0.026520000000000002,0.663,0.07443999999999999,1.8609999999999998,0.06756000000000001,1.689,0.05492000000000001,1.3730000000000002,0.0037199999999999998,0.093,1.0,1.0,1.0,1.0,0.04,0.04,0.04,0.04,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.006993006993006993,2.0,4.0,2.0,1.0,0.0,3.0,0.0,6.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.04096,1.024,-0.02052,-0.513,0.025479999999999996,0.6369999999999999,0.037399999999999996,0.9349999999999999,-0.00544,-0.136,0.10255999999999998,2.5639999999999996,0.05732,1.433,0.11028,2.757,0.09004000000000001,2.2510000000000003,0.011600000000000001,0.29000000000000004,2.0,2.0,2.0,2.0,0.08,0.08,0.08,0.08,1.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.019801980198019802,1.0,3.0,1.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.06961904761904762,1.462,0.04942857142857144,1.0380000000000003,0.05604761904761905,1.177,0.06233333333333333,1.309,-0.00995238095238095,-0.20899999999999996,0.14466666666666667,3.0380000000000003,0.14657142857142857,3.078,0.13776190476190478,2.8930000000000002,0.17138095238095238,3.599,0.08528571428571428,1.791,2.0,2.0,2.0,2.0,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.007518796992481203,2.0,3.0,2.0,3.0,2.0,1.0,0.0,6.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.06391999999999999,1.5979999999999996,-0.04580000000000001,-1.1450000000000002,0.04132,1.0330000000000001,0.04103999999999999,1.0259999999999998,0.05856,1.464,0.19567999999999997,4.8919999999999995,0.10300000000000001,2.575,0.1002,2.505,0.15248,3.812,0.08512,2.128,3.0,3.0,3.0,3.0,0.12,0.12,0.12,0.12,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.010101010101010102,1.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04241176470588235,0.721,-0.03347058823529411,-0.569,0.05041176470588235,0.857,0.04211764705882353,0.716,0.0,0.0,0.04241176470588235,0.721,0.03347058823529411,0.569,0.05041176470588235,0.857,0.04211764705882353,0.716,0.0,0.0,1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.04152941176470588,-0.706,0.008529411764705883,0.145,-0.03835294117647058,-0.6519999999999999,-0.035176470588235295,-0.598,0.03429411764705883,0.5830000000000001,0.04882352941176471,0.8300000000000001,0.008529411764705883,0.145,0.03835294117647058,0.6519999999999999,0.039764705882352945,0.676,0.03429411764705883,0.5830000000000001,1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0
10.0,0.0,0.0,0.0,0.0,0.029850746268656716,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05963636363636365,0.6560000000000001,-0.07481818181818181,-0.823,0.05236363636363636,0.576,0.05790909090909091,0.637,-0.0076363636363636364,-0.084,0.11036363636363636,1.214,0.07481818181818181,0.823,0.062181818181818185,0.684,0.085,0.935,0.013272727272727275,0.14600000000000002,1.0,1.0,1.0,1.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.016666666666666666,3.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0635263157894737,1.207,0.06505263157894736,1.236,0.01836842105263158,0.349,0.047947368421052634,0.911,-0.00368421052631579,-0.07,0.0635263157894737,1.207,0.06852631578947369,1.302,0.01836842105263158,0.349,0.047947368421052634,0.911,0.006526315789473684,0.124,2.0,2.0,2.0,2.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,1.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.010752688172043012,1.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.11078571428571429,1.5510000000000002,-0.2085,-2.919,0.18,2.52,0.1665,2.331,0.0,0.0,0.11078571428571429,1.5510000000000002,0.2085,2.919,0.18,2.52,0.1665,2.331,0.0,0.0,2.0,2.0,2.0,2.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.015384615384615385,1.0,4.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.012759999999999994,-0.31899999999999984,-0.06492,-1.623,0.024919999999999994,0.6229999999999999,0.013040000000000001,0.326,-0.03548,-0.887,0.12228,3.057,0.06492,1.623,0.10411999999999999,2.6029999999999998,0.10895999999999999,2.7239999999999998,0.03796,0.9490000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0
27.0,0.0,0.0,0.0,0.0,0.02564102564102564,1.0,3.0,1.0,0.0,1.0,7.0,0.0,7.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.04576666666666666,1.3729999999999998,-0.011066666666666669,-0.3320000000000001,0.05216666666666667,1.565,0.03493333333333334,1.048,-0.04736666666666667,-1.421,0.06896666666666666,2.069,0.05993333333333333,1.798,0.0811,2.4330000000000003,0.07686666666666667,2.306,0.05316666666666667,1.595,3.0,3.0,3.0,3.0,0.1,0.1,0.1,0.1,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.011363636363636364,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.053647058823529416,0.912,0.042352941176470586,0.72,0.0,0.0,0.016058823529411764,0.27299999999999996,-0.0478235294117647,-0.813,0.15023529411764705,2.554,0.042352941176470586,0.72,0.0,0.0,0.0801764705882353,1.363,0.0478235294117647,0.813,1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,1.0,0.0
24.0,0.0,0.0,0.0,0.0,0.008130081300813009,2.0,5.0,2.0,0.0,1.0,5.0,0.0,5.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0352962962962963,0.9530000000000001,0.03944444444444444,1.065,0.027666666666666666,0.747,0.02959259259259259,0.7989999999999999,-0.01374074074074074,-0.371,0.0352962962962963,0.9530000000000001,0.03944444444444444,1.065,0.03011111111111111,0.813,0.02959259259259259,0.7989999999999999,0.01374074074074074,0.371,2.0,2.0,2.0,2.0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,1.0,0.0,0.0,1.0,1.0,24.0,0.0,0.0,0.0,1.0,0.0
