count_words,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,count_named_entities,count_number_date_time,future_tense,rule1,rule2,rule3,rule4,rule5,count_capitalized,count_dictionary_words,count_elongated,count_expressions,count_mentions,count_url,emoji_polarity_score,emoticon_polarity_score,negation,proportion_capitalized,subjectivity
20.0,0.0,0.0,0.0,0.0,0.025210084033613446,0.0,2.0,0.0,0.0,1.0,3.0,0.0,7.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.05560869565217391,1.279,0.011086956521739131,0.255,0.01526086956521739,0.351,0.04078260869565218,0.9380000000000001,0.05260869565217391,1.21,3.0,3.0,3.0,3.0,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.012195121951219513,3.0,3.0,3.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1493888888888889,2.689,0.15144444444444444,2.726,0.12849999999999998,2.3129999999999997,0.14499999999999996,2.6099999999999994,0.07211111111111111,1.298,2.0,2.0,2.0,2.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.0,6.0,0.0,0.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.21573076923076925,5.609000000000001,0.11126923076923077,2.8930000000000002,0.2266923076923077,5.894,0.23223076923076924,6.038,0.16042307692307695,4.171,5.0,5.0,5.0,5.0,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.02197802197802198,3.0,2.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.052250000000000005,0.8360000000000001,0.0740625,1.185,0.065125,1.042,0.0645,1.032,0.0101875,0.163,1.0,1.0,1.0,1.0,0.0625,0.0625,0.0625,0.0625,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.04477611940298507,0.0,4.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,1.0,5.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.09714814814814814,2.6229999999999998,0.11377777777777777,3.0719999999999996,0.14207407407407405,3.8359999999999994,0.11677777777777777,3.153,0.006185185185185184,0.16699999999999998,1.0,1.0,1.0,1.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.008333333333333333,2.0,4.0,2.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11018181818181817,2.424,0.13518181818181818,2.974,0.1250909090909091,2.7520000000000002,0.12518181818181817,2.7539999999999996,0.005227272727272727,0.115,4.0,4.0,4.0,4.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.007462686567164179,2.0,2.0,2.0,1.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13704347826086954,3.1519999999999997,0.17056521739130434,3.9229999999999996,0.21691304347826088,4.989,0.19939130434782606,4.585999999999999,0.0783913043478261,1.8030000000000002,3.0,3.0,3.0,3.0,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.018018018018018018,0.0,4.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.04765,0.953,0.01195,0.23900000000000002,0.053149999999999996,1.063,0.03704999999999999,0.7409999999999999,0.0097,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,4.0,0.0,0.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.03363636363636364,0.74,0.08795454545454545,1.935,0.09009090909090908,1.9819999999999998,0.07031818181818182,1.547,0.006500000000000001,0.14300000000000002,2.0,2.0,2.0,2.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.031914893617021274,0.0,3.0,0.0,0.0,1.0,3.0,0.0,7.0,0.0,0.0,2.0,5.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.08193939393939394,2.7039999999999997,0.047212121212121205,1.5579999999999998,0.07724242424242424,2.549,0.0906969696969697,2.9930000000000003,0.07942424242424242,2.621,4.0,4.0,4.0,4.0,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0136986301369863,1.0,2.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10230769230769231,1.33,0.08107692307692307,1.054,0.23099999999999998,3.0029999999999997,0.16061538461538463,2.088,0.08,1.04,3.0,3.0,3.0,3.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0906,1.359,0.06486666666666667,0.973,0.1072,1.608,0.10279999999999999,1.5419999999999998,0.0456,0.684,1.0,1.0,1.0,1.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,3.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004733333333333333,0.071,0.004666666666666667,0.07,0.0,0.0,0.0031333333333333335,0.047,0.0,0.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.023529411764705882,1.0,3.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.12164705882352941,2.068,0.1752941176470588,2.9799999999999995,0.1008235294117647,1.714,0.13188235294117648,2.242,0.0022941176470588237,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.007633587786259542,2.0,3.0,2.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.07804,1.951,0.051719999999999995,1.293,0.09675999999999998,2.4189999999999996,0.07551999999999999,1.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.014285714285714285,1.0,3.0,1.0,0.0,1.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.026520000000000002,0.663,0.07443999999999999,1.8609999999999998,0.06756000000000001,1.689,0.05492000000000001,1.3730000000000002,0.0037199999999999998,0.093,1.0,1.0,1.0,1.0,0.04,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.006993006993006993,2.0,4.0,2.0,1.0,0.0,3.0,0.0,6.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.10255999999999998,2.5639999999999996,0.05732,1.433,0.11028,2.757,0.09004000000000001,2.2510000000000003,0.011600000000000001,0.29000000000000004,2.0,2.0,2.0,2.0,0.08,0.08,0.08,0.08,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.019801980198019802,1.0,3.0,1.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.14466666666666667,3.0380000000000003,0.14657142857142857,3.078,0.13776190476190478,2.8930000000000002,0.17138095238095238,3.599,0.08528571428571428,1.791,2.0,2.0,2.0,2.0,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.007518796992481203,2.0,3.0,2.0,3.0,2.0,1.0,0.0,6.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.19567999999999997,4.8919999999999995,0.10300000000000001,2.575,0.1002,2.505,0.15248,3.812,0.08512,2.128,3.0,3.0,3.0,3.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.010101010101010102,1.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04241176470588235,0.721,0.03347058823529411,0.569,0.05041176470588235,0.857,0.04211764705882353,0.716,0.0,0.0,1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.04882352941176471,0.8300000000000001,0.008529411764705883,0.145,0.03835294117647058,0.6519999999999999,0.039764705882352945,0.676,0.03429411764705883,0.5830000000000001,1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0
10.0,0.0,0.0,0.0,0.0,0.029850746268656716,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11036363636363636,1.214,0.07481818181818181,0.823,0.062181818181818185,0.684,0.085,0.935,0.013272727272727275,0.14600000000000002,1.0,1.0,1.0,1.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.016666666666666666,3.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0635263157894737,1.207,0.06852631578947369,1.302,0.01836842105263158,0.349,0.047947368421052634,0.911,0.006526315789473684,0.124,2.0,2.0,2.0,2.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.010752688172043012,1.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.11078571428571429,1.5510000000000002,0.2085,2.919,0.18,2.52,0.1665,2.331,0.0,0.0,2.0,2.0,2.0,2.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.015384615384615385,1.0,4.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.12228,3.057,0.06492,1.623,0.10411999999999999,2.6029999999999998,0.10895999999999999,2.7239999999999998,0.03796,0.9490000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0
27.0,0.0,0.0,0.0,0.0,0.02564102564102564,1.0,3.0,1.0,0.0,1.0,7.0,0.0,7.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.06896666666666666,2.069,0.05993333333333333,1.798,0.0811,2.4330000000000003,0.07686666666666667,2.306,0.05316666666666667,1.595,3.0,3.0,3.0,3.0,0.1,0.1,0.1,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.011363636363636364,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.15023529411764705,2.554,0.042352941176470586,0.72,0.0,0.0,0.0801764705882353,1.363,0.0478235294117647,0.813,1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,1.0,0.0
24.0,0.0,0.0,0.0,0.0,0.008130081300813009,2.0,5.0,2.0,0.0,1.0,5.0,0.0,5.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0352962962962963,0.9530000000000001,0.03944444444444444,1.065,0.03011111111111111,0.813,0.02959259259259259,0.7989999999999999,0.01374074074074074,0.371,2.0,2.0,2.0,2.0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0,0.0,0.0,0.0,1.0,0.0
19.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,5.0,0.0,1.0,0.0,0.008954545454545453,0.19699999999999998,0.003681818181818182,0.081,0.006363636363636363,0.13999999999999999,0.009545454545454546,0.21000000000000002,0.011,0.242,1.0,1.0,1.0,1.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0
14.0,0.0,0.0,0.0,0.0,0.014925373134328358,1.0,3.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.061187500000000006,0.9790000000000001,0.0170625,0.273,0.063,1.008,0.0576875,0.923,0.0493125,0.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.017543859649122806,3.0,2.0,3.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.20929166666666665,5.023,0.09837499999999999,2.3609999999999998,0.18033333333333335,4.328,0.173625,4.167,0.05525,1.326,3.0,3.0,3.0,3.0,0.125,0.125,0.125,0.125,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0
19.0,0.0,0.0,0.0,0.0,0.01834862385321101,1.0,4.0,1.0,1.0,2.0,3.0,0.0,5.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17300000000000001,3.806,0.13668181818181815,3.0069999999999997,0.1653181818181818,3.6369999999999996,0.17313636363636362,3.8089999999999997,0.04427272727272727,0.974,2.0,2.0,2.0,2.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.02,2.0,4.0,2.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.14325000000000002,2.865,0.16660000000000003,3.3320000000000003,0.16795,3.359,0.16570000000000001,3.314,0.0453,0.906,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.009615384615384616,1.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0879,1.758,0.06605,1.321,0.0476,0.9520000000000001,0.07815000000000001,1.5630000000000002,0.048999999999999995,0.9799999999999999,2.0,2.0,2.0,2.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.01098901098901099,1.0,3.0,1.0,2.0,1.0,2.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0439,0.878,0.03095,0.619,0.0382,0.764,0.0377,0.754,0.0,0.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.009009009009009009,2.0,4.0,2.0,2.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.038,0.9119999999999999,0.009541666666666667,0.229,0.04566666666666667,1.096,0.029291666666666664,0.703,0.010333333333333333,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1164,1.746,0.0968,1.452,0.046799999999999994,0.702,0.08666666666666666,1.2999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0
16.0,0.0,0.0,0.0,0.0,0.05194805194805195,1.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.19211764705882353,3.266,0.16576470588235295,2.818,0.16170588235294117,2.749,0.15505882352941175,2.6359999999999997,0.06905882352941176,1.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
