sentence,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,subjectivity
Café bem ruinzinho.,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
Fica longe do centro mas perto do aeroporto.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Estacionamento meio estranho sem segurança.,1.0,1.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0
Mas o hotel é limpo só que o bom é ficar nos quartos para os fundos os da frente sao barulhentos devido ao movimentosdos carros e do trem na rua.,2.0,1.0,1.0,0.0,0.064516129032258,0.032258064516129,0.032258064516129,0.0,1.0
"Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno.",5.0,5.0,0.0,0.0,0.081967213114754,0.081967213114754,0.0,0.0,1.0
"Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Não tem elevador.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Muito próximo do aeroporto e bom para quem vai ficar apenas uma noite e vai embarcar no dia seguinte.,2.0,2.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0
Os quartos voltados à Av.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Farrapos são muito barulhentos.,1.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0
"A/C não funcionava muito bem, antigo e barulhento.",2.0,2.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0
"TV antiga, sem controle e péssima imagem.O hotel oferece transporte gratuito para o aeroporto, mas é disputado e para usá-lo é preciso sair com tempo.",2.0,0.0,2.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,1.0
"Para quem precisar de pegar avião bem cedo como eu tive que fazer, este é o melhor hotel de Porto Alegre, bem baratinho e muito perto do aeroporto, os quartos são equipados com ar-condicionado e tv, de manhã é oferecido um café da manhã reforçado, fica a dica.",6.0,6.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,1.0
"Hotel feito somente para dormir, antes de uma viagem, café da manha bem simples, lanches até de madrugada, preço justo pelo serviço prestado.",3.0,3.0,0.0,0.0,0.1071428571428571,0.1071428571428571,0.0,0.0,1.0
Chuveiro demora demais a aquecer.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cafezinho sempre quentinho na recepção, internet muito ruim.",2.0,1.0,1.0,0.0,0.2,0.1,0.1,0.0,1.0
"Camas de mola, haja coluna amigos.",1.0,1.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0
"Recepcionistas atenciosos, além disso o hotel possui translado gratuito para o aeroporto, em 5 min.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Você chegá-la.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ótimo preço e pertinho do aeroporto e com serviço de transfer gratuito do aeroporto ao hotel, o que é até bom porque dependendo do horário que se chega, os taxistas são um pouco resistentes em levá-lo.",2.0,2.0,0.0,0.0,0.0512820512820512,0.0512820512820512,0.0,0.0,1.0
"Não espere muito, principalmente pelo valor cobrado.",3.0,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
"Diária de R$ 99 direto no hotel, pelo booking estava R$89 descobri depois.Perto do aeroporto, é muito cômodo pra mim com uma TV a cabo reduzida, internet no quarto que todo dia tem que pedir p resetar e tem transfer do aeroporto p hotel - os taxistas não querem te levar por ser perto.Solicite os quartos dos fundos, mais silenciosos.",4.0,2.0,2.0,0.0,0.0571428571428571,0.0285714285714285,0.0285714285714285,0.0,1.0
"O que nao gosto e que o povo do Sul fuma demais e em qualquer lugar, algumas áreas do hotel cheiram forte de cigarro.",1.0,1.0,0.0,0.0,0.0384615384615384,0.0384615384615384,0.0,0.0,1.0
"Considero bom o café da manha, com boa variedade de opções.",3.0,3.0,0.0,0.0,0.2307692307692307,0.2307692307692307,0.0,0.0,0.0
"O hotel fica bem próximo ao aeroporto e tem serviço de transfer grátis pra chegada e saída do aeroporto, basta ligar pra recepção e o carro está disponível, o trajeto leva apenas 5 minutos.",2.0,2.0,0.0,0.0,0.054054054054054,0.054054054054054,0.0,0.0,1.0
"O quarto é bem simples, a roupa de cama e banho também.",2.0,2.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,1.0
"Não tem comércio e restaurantes próximos, então o hotel oferece uma cozinha com pratos bem gostosos que podem ser solicitados.",1.0,1.0,0.0,0.0,0.0454545454545454,0.0454545454545454,0.0,0.0,1.0
"O café da manha é ótimo e tem várias opções de pães, bolos, iogurte, cereais, frutas, suco, etc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O hotel fica perto do ponto de metro e próximo ao aeroporto.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Dá para ir de metro até lá, mas o hotel possui transfer gratuito, tanto para ida e para a chegada.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Os quartos que ficam em frente a avenida Farrapos apresenta um pouco de barulho, mas nada que incomode, principalmente e noite.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"o quarto é bem simples, mas possui cama confortável.",2.0,2.0,0.0,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0,1.0
"O banheiro é igualmente simples, mas limpo e funcionando.",1.0,1.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0
"O hotel fica próximo do aeroporto e tem transfer gratuito, entretanto a av.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Farrapos tem trânsito contínuo e o quarto não tem isolamento acústico, o que é terrível para dormir.",1.0,0.0,1.0,0.0,0.0526315789473684,0.0,0.0526315789473684,0.0,1.0
"Quarto bem simples, mas com cama confortável.",2.0,2.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,1.0
"Banheiro igualmente simples, mas tudo limpo e funcionando.",1.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0
"Café da manhã simples, mas com boa variedade.",2.0,2.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0
Equipe foi muito simpática no atendimento.,1.0,1.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,1.0
Para pernoite acho ótima opção pelo valor.,1.0,1.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0
O hotel expressinho esta localizado ao lado do Hotel expresso e compartilha um excelente cafe da manhã.,2.0,2.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,1.0
"Como a proposta é a simplicidade ele não possui elevador, somente escada para acesso aos quartos, que são limpos e organizados.",1.0,1.0,0.0,0.0,0.0416666666666666,0.0416666666666666,0.0,0.0,1.0
A equipe de atendimento é atenciosa.,1.0,1.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,1.0
"Sinceramente, as únicas coisas boas no hotel são a proximidade do aeroporto, pra quem precisa ficar perto dele, e o transfer gratuito para o aeroporto.",3.0,3.0,0.0,0.0,0.1034482758620689,0.1034482758620689,0.0,0.0,1.0
"Porque o resto... O hotel é muito simples, não tem elevador, o quarto é mais simples ainda, o banheiro horrível, o pessoal da recepção não é muito simpático, só vale mesmo para quem vai pegar um vôo muito cedo e não quer correr o risco de se atrasar.",7.0,6.0,1.0,0.0,0.1272727272727272,0.109090909090909,0.0181818181818181,0.0,1.0
Hotel muito ruim.,2.0,1.0,1.0,0.0,0.5,0.25,0.25,0.0,1.0
"Apesar de barato, mesmo assim não vale a pena, nem para pernoitar para o dia seguinte, pois não dá para descansar, visto que o barulho da rua chegava todo no meu quarto, Só vale mesmo pelo transfer gratis",2.0,0.0,2.0,0.0,0.0465116279069767,0.0,0.0465116279069767,0.0,1.0
"O quarto e as instalações são simples, o café da manhã tem boa variedade e o transfer é gratuito.",2.0,2.0,0.0,0.0,0.0952380952380952,0.0952380952380952,0.0,0.0,1.0
"Também consegui antecipar o check in, o que ajudou bastante.",3.0,3.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
"O atendimento é muito bom, foram muito atenciosos.",3.0,3.0,0.0,0.0,0.3,0.3,0.0,0.0,1.0
"Hotel simples, com banheiros antigos.",1.0,1.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,1.0
"Tem quarto com duas camas de solteiro, que obviamente será para duas pessoas, mas falta toalha para um dos hospedes, pois só há uma toalha de banho.",2.0,0.0,2.0,0.0,0.064516129032258,0.0,0.064516129032258,0.0,1.0
"O café da manhã Até que é gostoso, bem variado.Mas nos quartos da frente não se consegue dormir bem, pois o trânsito de carros, começa cedo, faz muito barulho e as janelas sem isolamento acústico, parece até estar aberta, pelo tanto de som que se ouve.",6.0,5.0,1.0,0.0,0.109090909090909,0.0909090909090909,0.0181818181818181,0.0,1.0
"Hotel com ótima localização, conta com transfer aeroporto-hotel-aeroporto, porém o quarto é muito pequeno e mal cuidado.",3.0,2.0,1.0,0.0,0.15,0.1,0.05,0.0,1.0
"Cama estava arrumada, porém não trocaram os lençóis, pois haviam cabelos no mesmo.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Outro problema é acústica do hotel, quarto extremamente barulhento.",2.0,0.0,2.0,0.0,0.1818181818181818,0.0,0.1818181818181818,0.0,1.0
"Aconselho procurar outros hotéis e deixar esse como última alternativa, ou então a hospedagem deve ser unicamente baseada na proximidade do aeroporto.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cobram muito caro pelo que oferecem.,2.0,2.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0
"Fiquei hospedada lá pela localização, é perto do aeroporto e eles fazem o serviço de transfer.Porém essa boa localização foi a pior coisa, pois é muito barulho, não deu mesmo pra dormir a noite, não vale a pena!!!!",4.0,2.0,2.0,4.0,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.0833333333333333,1.0
"Ele fica em frente a linha de trem e avenida muito movimentada.E também tive uma péssima experiência com o chuveiro rsrs ele demora a esquentar, cheguei lá meia noite e tive que tomar banho gelado.",2.0,2.0,0.0,0.0,0.0512820512820512,0.0512820512820512,0.0,0.0,0.0
No dia seguinte fui perguntar e eles me disseram que demora uns 10 min.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a esquentar.,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
"Já o café da manhã é ótimo, o atendimento também, nada a reclamar disso.",1.0,0.0,1.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.0,1.0
"Porém não vale a pena pra mim, lá não fico mais.",1.0,0.0,1.0,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0
"O hotel é bem simples, mas tem a vantagem de ficar bem próximo ao Aeroporto Salgado Filho e ainda possui translado gratuito do aeroporto, basta ligar para o hotel quando desembarcar.O quarto não é dos melhores, mas pelo menos é limpinho.",5.0,5.0,0.0,0.0,0.1063829787234042,0.1063829787234042,0.0,0.0,1.0
"O café da manhã conta com bastante variedade, e eu achei muito bom para o padrão do hotel.",3.0,3.0,0.0,0.0,0.15,0.15,0.0,0.0,1.0
"Além disso, o hospede pode usar a academia que fica no Hotel Express, ao lado.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Tentei achar um hotel para passar a noite para embarcar pela manhã só consegui esse hotel, como todos sabem em cima da hora o valor é fora da realidade, paguei valor como se fosse um hotel no minimo 3 estrelas, mais esse hotel parece hotel de beira de estrada ou em frente de rodoviária.",4.0,3.0,1.0,0.0,0.0689655172413793,0.0517241379310344,0.0172413793103448,0.0,1.0
"O quarto de bom tamanho, mais muito antigo, faltava uma reforma, mais o mais importante o café da manhã com bolos e pães amanhecidos, leite aguado, não recomendo.",3.0,3.0,0.0,0.0,0.088235294117647,0.088235294117647,0.0,0.0,1.0
"Muito caro, no que se oferece, uma velharia, acredito tudo que não prestava do seu primo rico (Expresso Aeroporto), colocaram la.",4.0,4.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,1.0
"No banheiro cheios de cabelo no box, um lugar tenebrosoPraticamente um espelunca....não recomendo.....de forma nenhuma.",1.0,1.0,0.0,0.0,0.0476190476190476,0.0476190476190476,0.0,0.0,0.0
"Hotel pequeno, sem serviço de quarto, recepção ruim.",1.0,0.0,1.0,0.0,0.0909090909090909,0.0,0.0909090909090909,0.0,1.0
"quarto pequeno, antigo.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Ar condicionado caído aos pedaços, banheiro com porta de PVC sem ducha higiênica, toalhas velhas e utensílios de banho horríveis.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acesso aos quartos por escadas.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Porta com fechadura à chave.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Café da manhã compartilhado com o Hotel Expresso, horrível.",1.0,1.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,1.0
Já é a terceira vez que me hospedo no Expressinho.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Não vejo nada demais.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pelo preço cobrado, não posso reclamar nada e ainda tem o transfer de/para o aeroporto.",2.0,1.0,1.0,0.0,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.0,1.0
"É ideal para quem busca uma opção barata, limpa e prática para conexões longas em Porto Alegre.",2.0,2.0,0.0,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0,0.0
"Nas três vezes encontrei os quartos limpos e organizados, chuveiro também funcionando mto bem.",1.0,1.0,0.0,0.0,0.0625,0.0625,0.0,0.0,1.0
"Atendimento ok, sem brilho, mas eficiente.",3.0,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0
"Na ultima vez, devido aeroporto fechado com nevoeiro, dei no-show e cheguei só na manhã do dia seguinte, mesmo assim foi me honrada a reserva e ainda me deram desconto.",2.0,1.0,1.0,0.0,0.0588235294117647,0.0294117647058823,0.0294117647058823,0.0,1.0
Internet wireless tbm funcionou legal.,1.0,1.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0
"Desvantagens: se pegar quarto com frente para a avenida e Trensurb, se prepare para o barulho, que realmente é alto, opte pelos quartos de fundo.",1.0,1.0,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0,0.0,1.0
"Não tem elevador, então quem vem com mta bagagem sofre.",1.0,0.0,1.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0
"Café-da-manhã compartilhado com o vizinho Express, eu gostei, bom.",3.0,3.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
Tivemos uma série de problemas com este hotel desde o momento da reserva.,1.0,0.0,1.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,1.0
"Os funcionários em geral são destreinados e desorganizados, não passam direito a informação entre si.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nossa reserva foi debitada duas vezes e ainda assim tivemos a reserva cancelada !,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0714285714285714,0.0
O que não teria acontecido se fossem organizados e prestassem bastante atenção a tudo que foi acordado entre entre o estabelecimento e cliente.,2.0,2.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,1.0
"Após muito aborrecimento, ligações interurbanas e várias trocas de e-mails com um dos gerentes, resolveram esse problema.",2.0,1.0,1.0,0.0,0.1,0.05,0.05,0.0,1.0
"Na verdade, causaram mais problemas do que isso, só estou resumindo o que aconteceu.",3.0,1.0,2.0,0.0,0.1764705882352941,0.0588235294117647,0.1176470588235294,0.0,0.0
Ficamos no terceiro andar sem elevador e tivemos que carregar as malas sozinhos.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nos colocaram num quarto para fumantes, mesmo sem ser solicitado, com forte cheiro de cigarro.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Reclamamos e resolveram, mas para isso tivemos que subir e descer os 3 lances de escada.",1.0,0.0,1.0,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0
"O ar-condicionado é muito barulhento, a ponto de não termos ouvido o despertador.",1.0,1.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0
"Por sorte, acordamos sozinhos, ou perderíamos o voo.",2.0,1.0,1.0,0.0,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0,0.0
A limpeza é ruim.,1.0,0.0,1.0,0.0,0.2,0.0,0.2,0.0,1.0
"Veja debaixo da cama, está imunda.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O cobertor é sujo e nos coçamos a noite toda.,1.0,0.0,1.0,0.0,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0
"A agua demora muito a aquecer, minha esposa tomou banho frio numa noite fria porque, após tanto esperar, achou que não havia agua quente.",2.0,2.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0
"O hotel é muito mal localizado, numa avenida famosa por prostituição e com barulho de carros e metrô (que na verdade é um trem de superfície).",4.0,3.0,1.0,0.0,0.1333333333333333,0.1,0.0333333333333333,0.0,1.0
Moradores da região me alertaram que não é seguro sair de noite.,1.0,1.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0
"Nota fiscal foi dada apenas por uma diária, com metade do valor (60 reais, em vez de 120 por diária).",2.0,2.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0
"Não tivemos tempo de reclamar disso, pois poucas horas depois partiria nosso voo e estávamos com pressa.",2.0,0.0,2.0,0.0,0.1052631578947368,0.0,0.1052631578947368,0.0,0.0
"Diferente do que fariam numa gestão profissional, não recebemos absolutamente nenhuma compensação pelo aborrecimento.",1.0,1.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0
"Após muita discussão, se limitaram a cobrar o valor correto e nos colocar no pior quarto do hotel.",3.0,2.0,1.0,0.0,0.15,0.1,0.05,0.0,1.0
"De positivo, só o transfer gratuito, tirando o fato de que não fazem reservas e você tem que fazer ligações interurbanas assim que chegar no aeroporto.",1.0,0.0,1.0,0.0,0.0344827586206896,0.0,0.0344827586206896,0.0,1.0
"Não usufruímos do café da manhã, então não posso avaliá-lo.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
É o pior hotel em que já me hospedei e não o recomendo a ninguém.,1.0,0.0,1.0,0.0,0.0625,0.0,0.0625,0.0,1.0
Não pense que irá economizar se hospedando nele.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
De bom o hotel só tem a localização que é perto do aeroporto.Não possui elevador e os quartos são virados para uma avenida supermovimentado e também para a linha de metrô.,2.0,1.0,1.0,0.0,0.0588235294117647,0.0294117647058823,0.0294117647058823,0.0,1.0
O barulho é ensurdecedor.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O quarto não tem um piso adequado para o frio, tampouco as paredes do quarto.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"O lençol é fino demais e estava rasgado, o coberto fedia a mofo e o banheiro é hipergelado e pequeno.",2.0,1.0,1.0,0.0,0.0909090909090909,0.0454545454545454,0.0454545454545454,0.0,0.0
O ar condicionado/aquecedor era velho e não funcionava direito.,1.0,1.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0
O estacionamento é fora do hotel e cobrado a parte.,1.0,1.0,1.0,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,1.0
O wi-fi é péssimo e só funcionava no lobby do hotel.,1.0,0.0,1.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,1.0
"O hotel Expressinho é básico para quem precisa passar uma noite em Porto Alegre: o valor é barato, o hotel é limpo, o café da manhã é muito bom.",5.0,5.0,0.0,0.0,0.1515151515151515,0.1515151515151515,0.0,0.0,1.0
"No mais possui um banheiro simples e um quarto também, quando estivemos era inverno e o ar-condicionado novo ajudou bastante em esquentar o ambiente!",4.0,4.0,0.0,1.0,0.1538461538461538,0.1538461538461538,0.0,0.0384615384615384,1.0
"No mais tem um traslado gratuito para o Aeroporto de 15 em 15 minutos, o que ajudou a escolhê-lo!",1.0,1.0,0.0,1.0,0.0476190476190476,0.0476190476190476,0.0,0.0476190476190476,1.0
"O Hotel Juliz é extremamente simples, fica numa casa bem antiga, o que lhe dá um aspecto de pensão, em que os aposentos da casa foram transformados em pequenos quartos para pernoite.",3.0,2.0,1.0,0.0,0.0833333333333333,0.0555555555555555,0.0277777777777777,0.0,1.0
"Alguns quartos tem banheiro individual, nos demais o banheiro é coletivo.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Entretanto o custo é bem mais baixo do que hotéis tradicionais.,2.0,1.0,1.0,0.0,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0,0.0
É uma boa relação custo-benefício ficar no Juliz.,1.0,1.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,1.0
"Os quartos não são dos melhores, mas dá para ter uma razoável noite de sono, ainda mais para quem, como eu, ficou somente uma diária.",1.0,1.0,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0,0.0,1.0
"Ponto positivo para a rede Wi-Fi, que funciona perfeitamente.A recepção fechar a noite é um ponto negativo.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
