sentence,count_capitalized,count_dictionary_words,count_elongated,count_expressions,count_mentions,count_url,emoji_polarity_score,emoticon_polarity_score,negation,proportion_capitalized,subjectivity
"""Ótima opção para quem está a passeio pela cidade e quer experimentar um tacacá e ouvir boa música.""",0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0
"""O tacacá não é um dos melhores, mas a música compensa.""",0.0,0.0,0.0,0.0,0.0178571428571428,10.0,0.0,0.0,0.0,1.0,0.0
"""Comida muito boa.""",0.0,0.0,0.0,0.0,0.0526315789473684,2.0,0.0,0.0,0.0,0.0,1.0
"""Casa muito linda, grande e elegante.""",0.0,0.0,0.0,0.0,0.0263157894736842,6.0,0.0,0.0,0.0,0.0,1.0
"""Buffet variado de pratos quentes e frios.""",0.0,0.0,0.0,0.0,0.0232558139534883,6.0,0.0,0.0,0.0,0.0,1.0
"""Churrascaria perfeita, Fanatástica!""",0.0,0.0,0.0,0.0,0.054054054054054,1.0,0.0,0.0,0.0,0.0,1.0
"""Imperdivel!""",0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0
"""Excelente comida, excelente atendimento.""",0.0,0.0,0.0,0.0,0.0238095238095238,3.0,0.0,0.0,0.0,0.0,1.0
"""Pouca tempo de espera se consideramos que era uma data festiva.""",0.0,0.0,0.0,0.0,0.0153846153846153,10.0,0.0,0.0,0.0,0.0,1.0
"""Eu recomendo o Banzeiro, um lugar perfeito para comer uma comida tipica da região e boa qualidade.""",0.0,0.0,0.0,0.0,0.02,14.0,0.0,0.0,0.0,0.0,1.0
"""Manaus esta de parabéns!""",0.0,0.0,0.0,0.0,0.0384615384615384,4.0,0.0,0.0,0.0,0.0,0.0
"""Ótimo lugar para ir comemorar aniversarios, confraternizações e tudo mais.""",0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
"""O preço é mais salgado mas é justo.""",0.0,0.0,0.0,0.0,0.027027027027027,7.0,0.0,0.0,0.0,0.0,1.0
"""Ambiente bem amplo.""",0.0,0.0,0.0,0.0,0.0476190476190476,2.0,0.0,0.0,0.0,0.0,1.0
"""Atendimento muito eficaz!""",0.0,0.0,0.0,0.0,0.037037037037037,3.0,0.0,0.0,0.0,0.0,1.0
"""Recomendo!""",0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0
"""Variação no cardipio 100% regional, comida quentinha e muito saborosa, tambaqui assado sem espinha juntamente com a farofa de castanha e aquele suco de cupuaçu, melhor degustação que já tive.""",0.0,0.0,0.0,0.0,0.005181347150259,27.0,0.0,0.0,0.0,0.0,1.0
"""Sim, em Manaus tem opções todos os dias da semana, e no Armando começa na segunda feira!!!""",0.0,0.0,0.0,0.0,0.0326086956521739,16.0,0.0,0.0,0.0,0.0,0.0
"""Tem música ao vivo, bolinho de bacalhau, bebidas geladas, bom atendimento, gente de todas as partes do mundo!!!""",0.0,0.0,0.0,0.0,0.0088495575221238,17.0,0.0,0.0,0.0,0.0,1.0
"""É sem sombra de dúvidas um dos melhores bares da cidade, sem frescura!!!""",0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
"""A melhor coisa dessa padaria é a possibilidade de montar seu próprio sanduíche com as opções da casa.""",0.0,0.0,0.0,0.0,0.0097087378640776,17.0,0.0,0.0,0.0,0.0,0.0
"""Apesar de não ser um lanche pra matar a fome (ainda mais porque não é tão barato assim), é uma ótima opção para acompanhar um cafezinho.""",0.0,0.0,0.0,0.0,0.0072463768115942,25.0,0.0,0.0,0.0,1.0,1.0
"""Cafezinho esse que aliás, é muito bom.""",0.0,0.0,0.0,0.0,0.025,6.0,0.0,0.0,0.0,0.0,1.0
"""O lugar é adoravel, oferece um excelente serviço e o lugar perfeito para um jantarzinho a dois... Para quem gosta de massa este é um ótimo restaurante...""",0.0,0.0,0.0,0.0,0.0129032258064516,24.0,0.0,0.0,0.0,0.0,1.0
"""Um lugar aconchegante, seguro, tem estacionamento, atendimento é bom, os preços são moderados, cardápio variado, sopas, vale a pena conhecer.""",0.0,0.0,0.0,0.0,0.0069930069930069,18.0,0.0,0.0,0.0,0.0,1.0
"""A melhor peixaria da cidade!""",0.0,0.0,0.0,0.0,0.0333333333333333,4.0,0.0,0.0,0.0,0.0,1.0
"""Ambiente agradável e culinária apurada, tendo como principais ingredientes os belos peixes de água doce da região.""",0.0,0.0,0.0,0.0,0.0086206896551724,16.0,0.0,0.0,0.0,0.0,1.0
"""O preço é um pouco acima da média, mas vale cada centavo que custa.""",0.0,0.0,0.0,0.0,0.0144927536231884,13.0,0.0,0.0,0.0,0.0,1.0
"""Recomendo""",0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0
"""Comemos um prato Camarões Beira mar!""",0.0,0.0,0.0,0.0,0.0789473684210526,5.0,0.0,0.0,0.0,0.0,0.0
"""É excepcional, mas poderia vim um pouco mais...""",0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
"""Serve três pessoas.""",0.0,0.0,0.0,0.0,0.0476190476190476,2.0,0.0,0.0,0.0,0.0,0.0
"""Vem como acompanhamento batata cozida e arroz com brócolis!""",0.0,0.0,0.0,0.0,0.0163934426229508,7.0,0.0,0.0,0.0,0.0,0.0
"""Coco Bambu sempre tem fila!""",0.0,0.0,0.0,0.0,0.0689655172413793,3.0,0.0,0.0,0.0,0.0,0.0
"""É bom ligar antes para fazer a reserva.""",0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
"""Ligue o quanto antes porque o horário para agendar reserva é limitado.""",0.0,0.0,0.0,0.0,0.0138888888888888,11.0,0.0,0.0,0.0,0.0,1.0
"""Hamburgueria artesanal com tempero diferenciado, de primeira qualidade, fora o atendimento no qual diferencia por serem bilíngues,.""",0.0,0.0,0.0,0.0,0.0075187969924812,15.0,0.0,0.0,0.0,0.0,1.0
"""Recomendo quem quer saciar a fome..""",0.0,0.0,0.0,0.0,0.027027027027027,5.0,0.0,0.0,0.0,0.0,0.0
"""Os pratos são bem servidos, por isso atenção, o pedido para uma pessoa geralmente vem com dois filés ou postas, dependendo do seu apetite e do seu bolso...peça o que lhe for melhor.""",0.0,0.0,0.0,0.0,0.0054644808743169,32.0,0.0,0.0,0.0,0.0,1.0
"""Uma excelente descoberta que fiz em terras manauaras ao localizar este simpático restaurante de peixe amazônico próximo ao hotel em que estive hospedado (Blue Tree Premium).""",0.0,0.0,0.0,0.0,0.0228571428571428,21.0,0.0,0.0,0.0,0.0,1.0
"""Como já disse o cardápio principal é de peixe amazônico.""",0.0,0.0,0.0,0.0,0.0172413793103448,9.0,0.0,0.0,0.0,0.0,0.0
"""Experimentei o 'Tambaqui na Telha'.""",0.0,0.0,0.0,0.0,0.081081081081081,2.0,0.0,0.0,0.0,0.0,0.0
"""No jantar em que estive havia música ao vivo com um ótimo cantor de MPB.""",1.0,0.0,0.0,0.0,0.054054054054054,14.0,0.0,0.0,0.0,0.0,0.0
"""Local agradável, vale a visita e excelente custo benefício (1 prato serve 3).""",0.0,0.0,0.0,0.0,0.0126582278481012,10.0,0.0,0.0,0.0,0.0,1.0
"""ótimo restaurante e ótimo atendimento, fomos atendidos pelo sr. Pedro Jacks muito atencioso, gostei de mais.""",0.0,0.0,0.0,0.0,0.0181818181818181,15.0,0.0,0.0,0.0,0.0,1.0
"""Excelente peixe, para quem esta localizado no Distrito Industrial, excelente pedida para almoço.""",0.0,0.0,0.0,0.0,0.0306122448979591,10.0,0.0,0.0,0.0,0.0,1.0
"""dica Matrinxã recheada.""",0.0,0.0,0.0,0.0,0.04,2.0,0.0,0.0,0.0,0.0,0.0
"""É um restaurante executivo com buffet gostoso e serviço a la carte bem no centrinho da cidade mas é bem pequeno.""",0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0
"""Funciona para almoço e jantar.""",0.0,0.0,0.0,0.0,0.03125,4.0,0.0,0.0,0.0,0.0,0.0
"""Nota 10 restaurante com comidas típicas e variadas para todos gostos atendimento nota mil super recomendo fantástico voltaria com certeza!!!""",0.0,0.0,0.0,0.0,0.0070422535211267,18.0,0.0,0.0,0.0,0.0,1.0
"""Comparativamente ao Coco Bambu de Brasília, achei os pratos melhores servidos de camarão.""",0.0,0.0,0.0,0.0,0.0439560439560439,10.0,0.0,0.0,0.0,0.0,0.0
"""Lugar novo , dentro do shopping Ponta Negra.""",0.0,0.0,0.0,0.0,0.0652173913043478,4.0,0.0,0.0,0.0,0.0,1.0
"""Serviço bom.""",0.0,0.0,0.0,0.0,0.0714285714285714,1.0,0.0,0.0,0.0,0.0,1.0
"""Som ao vivo agradavel.""",0.0,0.0,0.0,0.0,0.0416666666666666,2.0,0.0,0.0,0.0,0.0,1.0
"""Pratos dão até para três pessoas.""",0.0,0.0,0.0,0.0,0.0285714285714285,5.0,0.0,0.0,0.0,0.0,0.0
"""Muito bom, recomendo atendimento 100% Agradeço o Ricardo José pelo excelente atendimento e o prato de camarão show!!!""",0.0,0.0,0.0,0.0,0.0336134453781512,15.0,0.0,0.0,0.0,0.0,1.0
"""O atendimento foi ótimo, a entrada (banana pacová com patê de algum peixe) foi uma delícia e o tambaqui, em si, um espetáculo!""",0.0,0.0,0.0,0.0,0.0078125,22.0,0.0,0.0,0.0,0.0,1.0
"""Recomendo!""",0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0
"""O preço também é ótimo!""",0.0,0.0,0.0,0.0,0.04,4.0,0.0,0.0,0.0,0.0,1.0
"""Comida regional chique demais.""",0.0,0.0,0.0,0.0,0.03125,3.0,0.0,0.0,0.0,0.0,1.0
"""Ambiente frequentado pela elite de Manaus.""",0.0,0.0,0.0,0.0,0.0454545454545454,5.0,0.0,0.0,0.0,0.0,0.0
"""Encontrei até jogador de vôlei (Nalbert).""",0.0,0.0,0.0,0.0,0.0465116279069767,4.0,0.0,0.0,0.0,0.0,0.0
"""E vi um peixe tambaqui de 40 Kg!!!""",0.0,0.0,0.0,0.0,0.0555555555555555,6.0,0.0,0.0,0.0,0.0,0.0
"""Pratos usando produtos regionais mas com inovações.""",0.0,0.0,0.0,0.0,0.0188679245283018,6.0,0.0,0.0,0.0,0.0,0.0
"""Ambiente agradável com decoração lembrando a Amazônia como parede imitando escamas de pirarucu e casa de pau-a-pique.""",0.0,0.0,0.0,0.0,0.0168067226890756,16.0,0.0,0.0,0.0,0.0,1.0
"""Melhor rodízio de pizza de manaus (de terça a quinta-feira), a pizza com massa fininha, bem recheada e com vários sabores, muito bom!!""",0.0,0.0,0.0,0.0,0.0073529411764705,21.0,0.0,0.0,0.0,0.0,1.0
"""O rodízio tem um preço acima dos concorrentes, mas vale o cobrado pela qualidade oferecida.""",0.0,0.0,0.0,0.0,0.010752688172043,14.0,0.0,0.0,0.0,0.0,1.0
"""O serviço é bom, sempre tem um garçom por perto e o bacana é que possui um estacionamento gratuito bem em frente.""",0.0,0.0,0.0,0.0,0.008695652173913,21.0,0.0,0.0,0.0,0.0,1.0
"""O gergelim na borda é a marca registrada da pizzaria e vai muito bem com os sabores salgados.""",0.0,0.0,0.0,0.0,0.0105263157894736,17.0,0.0,0.0,0.0,0.0,0.0
"""Para beber uma dica é o mate que fazem, que acompanha bem a pizza.""",0.0,0.0,0.0,0.0,0.0147058823529411,14.0,0.0,0.0,0.0,0.0,0.0
"""Já na sobremesa, as pizzas de cupuaçu e de mm's já fazem valer o rodízio, por serem sensacionais.""",0.0,0.0,0.0,0.0,0.0101010101010101,17.0,0.0,0.0,0.0,0.0,1.0
"""Manaus tem peixarias muito boas e a Choupana, sem dúvida está entre as melhores!""",0.0,0.0,0.0,0.0,0.024390243902439,13.0,0.0,0.0,0.0,0.0,0.0
"""A comida é ótima, saborosa e bem preparada.""",0.0,0.0,0.0,0.0,0.0222222222222222,7.0,0.0,0.0,0.0,0.0,1.0
"""O ambiente é agradabilíssimo!""",0.0,0.0,0.0,0.0,0.032258064516129,3.0,0.0,0.0,0.0,0.0,1.0
"""Recomendo!""",0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0
"""Coco bambu é maravilhoso em qualquer lugar!""",0.0,0.0,0.0,0.0,0.0222222222222222,6.0,0.0,0.0,0.0,0.0,1.0
"""Camarão internacional para duas pessoas serve tranquilo para três!""",0.0,0.0,0.0,0.0,0.0147058823529411,8.0,0.0,0.0,0.0,0.0,0.0
"""De sobremesa a cocada ao forno com sorvete é espetacular!""",0.0,0.0,0.0,0.0,0.0169491525423728,9.0,0.0,0.0,0.0,0.0,1.0
"""Sem duvidas, o Restaurante Banzeiro é uma das melhores peixarias de Manaus!""",0.0,0.0,0.0,0.0,0.0519480519480519,10.0,0.0,0.0,0.0,0.0,1.0
"""A criatividade na elaboração dos pratos é fantástica!""",0.0,0.0,0.0,0.0,0.0181818181818181,7.0,0.0,0.0,0.0,0.0,1.0
