pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,rule1,rule2,rule3,rule4,rule5,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,count_dictionary_words,count_named_entities,count_number_date_time,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.17647058823529413,0.17647058823529413,0.0,0.0,0.09241176470588233,1.5709999999999997,0.008882352941176475,0.15100000000000008,0.03470588235294118,0.59,0.076,1.292,-0.003941176470588235,-0.067,0.09241176470588233,1.5709999999999997,0.10476470588235295,1.7810000000000001,0.03470588235294118,0.59,0.076,1.292,0.003941176470588235,0.067,15.0,1.0,0.0,16.0,1.0,0.0625,1.0,0.011764705882352941,0.0
0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.15816666666666668,0.9490000000000001,-0.12466666666666666,-0.748,0.1495,0.897,0.16233333333333333,0.974,-0.020666666666666667,-0.124,0.15816666666666668,0.9490000000000001,0.19966666666666666,1.198,0.1755,1.053,0.171,1.026,0.020666666666666667,0.124,5.0,0.0,0.0,5.0,0.0,0.0,1.0,0.045454545454545456,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.136,1.768,-0.19384615384615383,-2.52,0.19899999999999998,2.5869999999999997,0.1716923076923077,2.232,-0.013846153846153845,-0.18,0.1583076923076923,2.058,0.19384615384615383,2.52,0.21223076923076922,2.759,0.19276923076923078,2.5060000000000002,0.013846153846153845,0.18,12.0,0.0,0.0,12.0,1.0,0.08333333333333333,1.0,0.015384615384615385,0.0
1.0,4.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.14578260869565218,3.353,-0.19,-4.37,0.19808695652173913,4.556,0.18986956521739132,4.367,-0.012869565217391306,-0.29600000000000004,0.14578260869565218,3.353,0.23852173913043478,5.486,0.20286956521739127,4.6659999999999995,0.18986956521739132,4.367,0.012869565217391306,0.29600000000000004,19.0,0.0,0.0,21.0,1.0,0.047619047619047616,1.0,0.00909090909090909,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,2.0,2.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.049107142857142856,1.375,-0.062214285714285715,-1.742,0.029035714285714286,0.8130000000000001,0.046035714285714284,1.289,-0.0021785714285714286,-0.061,0.049107142857142856,1.375,0.062214285714285715,1.742,0.03446428571428571,0.965,0.04932142857142857,1.381,0.0021785714285714286,0.061,22.0,2.0,0.0,25.0,5.0,0.2,5.0,0.03164556962025317,0.0
1.0,3.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04238888888888889,0.763,-0.04933333333333333,-0.888,0.051055555555555555,0.919,0.050777777777777776,0.9139999999999999,0.0,0.0,0.04238888888888889,0.763,0.05877777777777778,1.058,0.05972222222222222,1.075,0.05366666666666667,0.966,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,1.0,0.010638297872340425,0.0
1.0,3.0,0.0,1.0,1.0,8.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10075,2.418,-0.07537500000000001,-1.8090000000000002,0.14279166666666668,3.427,0.13466666666666668,3.232,-0.0075,-0.18,0.11283333333333334,2.708,0.167875,4.029,0.14995833333333333,3.5989999999999998,0.14608333333333334,3.5060000000000002,0.0075,0.18,21.0,1.0,0.0,22.0,2.0,0.09090909090909091,2.0,0.015748031496062992,0.0
1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,-0.06688888888888889,-0.602,0.015333333333333334,0.138,-0.06255555555555554,-0.563,-0.06266666666666668,-0.5640000000000001,0.04877777777777778,0.43900000000000006,0.10377777777777779,0.934,0.015333333333333334,0.138,0.06877777777777777,0.619,0.07888888888888888,0.71,0.07411111111111111,0.667,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.0,-0.08226315789473684,-1.563,0.04568421052631579,0.8680000000000001,-0.1853157894736842,-3.521,-0.09668421052631578,-1.8369999999999997,0.07557894736842105,1.436,0.18657894736842104,3.545,0.05294736842105263,1.006,0.1853157894736842,3.521,0.16678947368421052,3.169,0.07557894736842105,1.436,16.0,0.0,1.0,17.0,1.0,0.058823529411764705,1.0,0.008849557522123894,0.0
0.0,3.0,1.0,1.0,4.0,4.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.0,0.055461538461538465,1.4420000000000002,0.04042307692307692,1.051,0.10926923076923076,2.8409999999999997,0.08019230769230769,2.085,0.03126923076923077,0.8130000000000001,0.126,3.276,0.12234615384615385,3.181,0.11726923076923076,3.049,0.1321923076923077,3.437,0.0465,1.209,22.0,2.0,0.0,24.0,2.0,0.08333333333333333,2.0,0.017857142857142856,0.0
2.0,2.0,3.0,2.0,3.0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.11428571428571428,0.11428571428571428,0.0,0.02857142857142857,0.03045714285714286,1.066,-0.06411428571428571,-2.2439999999999998,0.032428571428571425,1.1349999999999998,0.03951428571428572,1.383,0.012885714285714287,0.45100000000000007,0.11485714285714284,4.02,0.07422857142857142,2.598,0.12277142857142853,4.296999999999999,0.10825714285714284,3.7889999999999997,0.018714285714285715,0.655,29.0,0.0,0.0,31.0,1.0,0.03225806451612903,1.0,0.0064516129032258064,0.0
0.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08011764705882353,1.362,-0.0006470588235294124,-0.01100000000000001,0.10782352941176471,1.833,0.10058823529411764,1.71,0.0,0.0,0.08011764705882353,1.362,0.11382352941176471,1.935,0.10782352941176471,1.833,0.10058823529411764,1.71,0.0,0.0,13.0,0.0,1.0,15.0,1.0,0.06666666666666667,1.0,0.014705882352941176,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16529999999999997,1.6529999999999998,-0.0901,-0.901,0.0963,0.963,0.11950000000000001,1.195,-0.0078,-0.078,0.16529999999999997,1.6529999999999998,0.1045,1.045,0.0963,0.963,0.11950000000000001,1.195,0.0078,0.078,7.0,3.0,0.0,10.0,6.0,0.6,6.0,0.07692307692307693,0.0
1.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.15,0.05,0.1,0.0,0.007449999999999998,0.14899999999999997,-0.02175,-0.43499999999999994,0.060050000000000006,1.201,0.028700000000000003,0.5740000000000001,0.04045,0.8089999999999999,0.09895000000000001,1.979,0.07555,1.5110000000000001,0.060050000000000006,1.201,0.0917,1.834,0.05695,1.139,16.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,1.0,0.0,0.0,4.0,0.0,6.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.0,0.031041666666666665,0.745,0.00033333333333333365,0.008000000000000007,0.034999999999999996,0.84,0.036083333333333335,0.8660000000000001,-0.03929166666666666,-0.943,0.09520833333333334,2.285,0.08141666666666666,1.954,0.034999999999999996,0.84,0.08366666666666667,2.008,0.03929166666666666,0.943,19.0,0.0,0.0,22.0,1.0,0.045454545454545456,1.0,0.009615384615384616,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018857142857142857,0.132,0.0,0.0,-0.02514285714285715,-0.17600000000000005,-0.0019999999999999857,-0.013999999999999901,0.0,0.0,0.2214285714285714,1.5499999999999998,0.0,0.0,0.2577142857142857,1.8039999999999998,0.1597142857142857,1.1179999999999999,0.0,0.0,5.0,1.0,0.0,6.0,2.0,0.3333333333333333,2.0,0.05,0.0
0.0,6.0,1.0,0.0,1.0,5.0,0.0,8.0,0.0,4.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.030303030303030304,0.0,0.030303030303030304,0.0,-0.014121212121212118,-0.46599999999999986,-0.08845454545454545,-2.919,-0.008818181818181826,-0.29100000000000026,0.015030303030303033,0.4960000000000001,0.020606060606060607,0.68,0.10812121212121212,3.568,0.08845454545454545,2.919,0.16154545454545452,5.3309999999999995,0.12624242424242424,4.1659999999999995,0.020606060606060607,0.68,29.0,1.0,0.0,32.0,2.0,0.0625,2.0,0.012121212121212121,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,11.0,4.0,0.36363636363636365,4.0,0.06779661016949153,0.0
0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.038533333333333336,0.5780000000000001,-0.109,-1.635,0.026000000000000002,0.39,0.05686666666666667,0.8530000000000001,-0.003,-0.045,0.15826666666666667,2.374,0.109,1.635,0.16346666666666668,2.452,0.14433333333333334,2.165,0.003,0.045,12.0,1.0,0.0,13.0,3.0,0.23076923076923078,3.0,0.04054054054054054,0.0
0.0,3.0,2.0,0.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0679090909090909,1.494,0.0017727272727272743,0.039000000000000035,0.03818181818181818,0.84,0.06436363636363636,1.416,-0.003227272727272727,-0.071,0.0679090909090909,1.494,0.09022727272727273,1.985,0.03818181818181818,0.84,0.06436363636363636,1.416,0.003227272727272727,0.071,18.0,0.0,0.0,19.0,1.0,0.05263157894736842,1.0,0.008928571428571428,0.0
3.0,1.0,4.0,2.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.0,0.032499999999999994,0.9099999999999999,-0.06699999999999999,-1.876,0.09,2.52,0.07410714285714286,2.075,-0.04175,-1.169,0.09835714285714285,2.754,0.1415,3.9619999999999997,0.09,2.52,0.11846428571428572,3.317,0.04175,1.169,26.0,0.0,0.0,26.0,1.0,0.038461538461538464,1.0,0.0070921985815602835,0.0
0.0,5.0,2.0,1.0,0.0,6.0,0.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.11538461538461539,0.038461538461538464,0.07692307692307693,0.0,0.01226923076923077,0.319,-0.03742307692307692,-0.973,0.030230769230769228,0.7859999999999999,0.025192307692307694,0.655,-0.004423076923076924,-0.115,0.027500000000000004,0.7150000000000001,0.03742307692307692,0.973,0.03438461538461539,0.894,0.034576923076923075,0.899,0.004423076923076924,0.115,22.0,1.0,0.0,23.0,2.0,0.08695652173913043,2.0,0.013513513513513514,0.0
0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.10361538461538461,1.347,-0.06684615384615385,-0.869,0.13784615384615384,1.7919999999999998,0.10815384615384617,1.4060000000000001,0.0,0.0,0.10361538461538461,1.347,0.08284615384615385,1.077,0.13784615384615384,1.7919999999999998,0.10815384615384617,1.4060000000000001,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,1.0,0.017241379310344827,0.0
