count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
28.0,1.0,0.03571428571428571,1.0,0.0056179775280898875,0.0
9.0,2.0,0.2222222222222222,2.0,0.0392156862745098,0.0
22.0,3.0,0.13636363636363635,3.0,0.022058823529411766,0.0
41.0,3.0,0.07317073170731707,3.0,0.014705882352941176,0.0
22.0,0.0,0.0,1.0,0.008264462809917356,0.0
5.0,1.0,0.2,1.0,0.02631578947368421,0.0
14.0,3.0,0.21428571428571427,3.0,0.039473684210526314,0.0
6.0,1.0,0.16666666666666666,1.0,0.034482758620689655,0.0
15.0,3.0,0.2,4.0,0.05405405405405406,0.0
16.0,3.0,0.1875,3.0,0.033707865168539325,0.0
52.0,0.0,0.0,0.0,0.0,0.0
44.0,2.0,0.045454545454545456,8.0,0.035398230088495575,0.0
24.0,5.0,0.20833333333333334,5.0,0.03225806451612903,0.0
16.0,4.0,0.25,13.0,0.15476190476190477,0.0
23.0,3.0,0.13043478260869565,3.0,0.023809523809523808,0.0
14.0,0.0,0.0,1.0,0.015873015873015872,0.0
79.0,5.0,0.06329113924050633,6.0,0.01284796573875803,0.0
20.0,1.0,0.05,1.0,0.010416666666666666,0.0
30.0,3.0,0.1,3.0,0.019230769230769232,0.0
9.0,0.0,0.0,1.0,0.02040816326530612,0.0
7.0,3.0,0.42857142857142855,5.0,0.11904761904761904,0.0
43.0,2.0,0.046511627906976744,2.0,0.007722007722007722,0.0
19.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,1.0,0.03225806451612903,0.0
32.0,2.0,0.0625,2.0,0.012658227848101266,0.0
7.0,2.0,0.2857142857142857,2.0,0.0425531914893617,0.0
24.0,1.0,0.041666666666666664,1.0,0.008403361344537815,0.0
26.0,1.0,0.038461538461538464,1.0,0.00684931506849315,0.0
19.0,0.0,0.0,1.0,0.01020408163265306,0.0
17.0,4.0,0.23529411764705882,4.0,0.042105263157894736,0.0
15.0,2.0,0.13333333333333333,2.0,0.029850746268656716,0.0
19.0,2.0,0.10526315789473684,2.0,0.017543859649122806,0.0
9.0,1.0,0.1111111111111111,1.0,0.022222222222222223,0.0
37.0,1.0,0.02702702702702703,1.0,0.005154639175257732,0.0
15.0,4.0,0.26666666666666666,5.0,0.06756756756756757,0.0
5.0,2.0,0.4,2.0,0.07692307692307693,0.0
22.0,2.0,0.09090909090909091,3.0,0.024193548387096774,0.0
14.0,1.0,0.07142857142857142,1.0,0.010638297872340425,0.0
20.0,6.0,0.3,6.0,0.05217391304347826,0.0
13.0,2.0,0.15384615384615385,3.0,0.04918032786885246,0.0
6.0,0.0,0.0,1.0,0.03125,0.0
11.0,2.0,0.18181818181818182,2.0,0.03389830508474576,0.0
13.0,0.0,0.0,1.0,0.013888888888888888,0.0
37.0,5.0,0.13513513513513514,6.0,0.02857142857142857,0.0
16.0,1.0,0.0625,1.0,0.011494252873563218,0.0
3.0,1.0,0.3333333333333333,1.0,0.043478260869565216,0.0
25.0,0.0,0.0,0.0,0.0,0.0
21.0,3.0,0.14285714285714285,3.0,0.023622047244094488,0.0
26.0,7.0,0.2692307692307692,8.0,0.0625,0.0
35.0,3.0,0.08571428571428572,3.0,0.015873015873015872,0.0
9.0,0.0,0.0,1.0,0.016666666666666666,0.0
24.0,1.0,0.041666666666666664,1.0,0.0070921985815602835,0.0
32.0,1.0,0.03125,1.0,0.005847953216374269,0.0
23.0,4.0,0.17391304347826086,5.0,0.040983606557377046,0.0
28.0,1.0,0.03571428571428571,1.0,0.005952380952380952,0.0
13.0,3.0,0.23076923076923078,3.0,0.03296703296703297,0.0
21.0,1.0,0.047619047619047616,1.0,0.008,0.0
13.0,11.0,0.8461538461538461,59.0,0.7763157894736842,0.0
44.0,1.0,0.022727272727272728,2.0,0.00904977375565611,0.0
14.0,3.0,0.21428571428571427,3.0,0.04225352112676056,0.0
10.0,0.0,0.0,1.0,0.01639344262295082,0.0
37.0,1.0,0.02702702702702703,1.0,0.005263157894736842,0.0
10.0,1.0,0.1,1.0,0.019230769230769232,0.0
17.0,1.0,0.058823529411764705,1.0,0.011904761904761904,0.0
20.0,2.0,0.1,2.0,0.020202020202020204,0.0
11.0,1.0,0.09090909090909091,1.0,0.018518518518518517,0.0
29.0,2.0,0.06896551724137931,3.0,0.017241379310344827,0.0
33.0,1.0,0.030303030303030304,2.0,0.011695906432748537,0.0
22.0,1.0,0.045454545454545456,1.0,0.008264462809917356,0.0
17.0,1.0,0.058823529411764705,1.0,0.008403361344537815,0.0
30.0,0.0,0.0,1.0,0.0055248618784530384,0.0
24.0,1.0,0.041666666666666664,1.0,0.007407407407407408,0.0
21.0,3.0,0.14285714285714285,3.0,0.02097902097902098,0.0
34.0,2.0,0.058823529411764705,4.0,0.021052631578947368,0.0
9.0,1.0,0.1111111111111111,1.0,0.01639344262295082,0.0
15.0,3.0,0.2,3.0,0.037037037037037035,0.0
6.0,3.0,0.5,3.0,0.08108108108108109,0.0
12.0,0.0,0.0,1.0,0.022727272727272728,0.0
6.0,1.0,0.16666666666666666,1.0,0.023255813953488372,0.0
77.0,8.0,0.1038961038961039,10.0,0.02364066193853428,0.0
21.0,1.0,0.047619047619047616,1.0,0.008547008547008548,0.0
39.0,3.0,0.07692307692307693,3.0,0.013953488372093023,0.0
6.0,1.0,0.16666666666666666,1.0,0.03125,0.0
13.0,0.0,0.0,0.0,0.0,0.0
8.0,1.0,0.125,1.0,0.023255813953488372,0.0
18.0,2.0,0.1111111111111111,2.0,0.017391304347826087,0.0
31.0,1.0,0.03225806451612903,1.0,0.006578947368421052,0.0
10.0,1.0,0.1,11.0,0.14285714285714285,0.0
26.0,3.0,0.11538461538461539,3.0,0.024,0.0
10.0,1.0,0.1,1.0,0.02,0.0
36.0,1.0,0.027777777777777776,1.0,0.00510204081632653,0.0
10.0,3.0,0.3,3.0,0.05357142857142857,0.0
7.0,1.0,0.14285714285714285,1.0,0.025,0.0
22.0,0.0,0.0,0.0,0.0,0.0
22.0,2.0,0.09090909090909091,2.0,0.015503875968992248,0.0
6.0,1.0,0.16666666666666666,1.0,0.03333333333333333,0.0
12.0,1.0,0.08333333333333333,1.0,0.017241379310344827,0.0
63.0,7.0,0.1111111111111111,7.0,0.0196078431372549,0.0
24.0,2.0,0.08333333333333333,2.0,0.014492753623188406,0.0
18.0,0.0,0.0,1.0,0.011111111111111112,0.0
23.0,3.0,0.13043478260869565,3.0,0.02564102564102564,0.0
9.0,1.0,0.1111111111111111,1.0,0.0196078431372549,0.0
16.0,0.0,0.0,0.0,0.0,0.0
5.0,1.0,0.2,1.0,0.03225806451612903,0.0
21.0,1.0,0.047619047619047616,1.0,0.009174311926605505,0.0
14.0,1.0,0.07142857142857142,1.0,0.012345679012345678,0.0
14.0,1.0,0.07142857142857142,2.0,0.02564102564102564,0.0
21.0,2.0,0.09523809523809523,2.0,0.015267175572519083,0.0
17.0,1.0,0.058823529411764705,1.0,0.010309278350515464,0.0
11.0,2.0,0.18181818181818182,2.0,0.03278688524590164,0.0
13.0,1.0,0.07692307692307693,1.0,0.011627906976744186,0.0
18.0,0.0,0.0,1.0,0.009259259259259259,0.0
15.0,2.0,0.13333333333333333,2.0,0.024096385542168676,0.0
33.0,2.0,0.06060606060606061,2.0,0.011111111111111112,0.0
6.0,1.0,0.16666666666666666,1.0,0.045454545454545456,0.0
15.0,1.0,0.06666666666666667,1.0,0.011494252873563218,0.0
12.0,3.0,0.25,3.0,0.05263157894736842,0.0
69.0,2.0,0.028985507246376812,2.0,0.0053475935828877,0.0
29.0,3.0,0.10344827586206896,3.0,0.01935483870967742,0.0
15.0,1.0,0.06666666666666667,1.0,0.014084507042253521,0.0
7.0,2.0,0.2857142857142857,2.0,0.05128205128205128,0.0
11.0,1.0,0.09090909090909091,1.0,0.015625,0.0
25.0,0.0,0.0,1.0,0.007462686567164179,0.0
22.0,1.0,0.045454545454545456,2.0,0.02040816326530612,0.0
14.0,1.0,0.07142857142857142,1.0,0.011363636363636364,0.0
30.0,1.0,0.03333333333333333,1.0,0.006369426751592357,0.0
138.0,12.0,0.08695652173913043,12.0,0.015544041450777202,0.0
4.0,1.0,0.25,1.0,0.04,0.0
33.0,1.0,0.030303030303030304,2.0,0.009950248756218905,0.0
31.0,3.0,0.0967741935483871,3.0,0.014018691588785047,0.0
13.0,1.0,0.07692307692307693,1.0,0.0136986301369863,0.0
17.0,3.0,0.17647058823529413,3.0,0.03,0.0
13.0,1.0,0.07692307692307693,2.0,0.023529411764705882,0.0
17.0,3.0,0.17647058823529413,3.0,0.027522935779816515,0.0
11.0,1.0,0.09090909090909091,1.0,0.017543859649122806,0.0
13.0,1.0,0.07692307692307693,1.0,0.013333333333333334,0.0
31.0,2.0,0.06451612903225806,2.0,0.010362694300518135,0.0
18.0,0.0,0.0,2.0,0.016129032258064516,0.0
52.0,1.0,0.019230769230769232,2.0,0.006688963210702341,0.0
3.0,3.0,1.0,22.0,0.7333333333333333,0.0
13.0,1.0,0.07692307692307693,1.0,0.015151515151515152,0.0
6.0,1.0,0.16666666666666666,1.0,0.03125,0.0
10.0,2.0,0.2,2.0,0.03508771929824561,0.0
67.0,2.0,0.029850746268656716,3.0,0.008174386920980926,0.0
13.0,1.0,0.07692307692307693,2.0,0.027777777777777776,0.0
13.0,3.0,0.23076923076923078,3.0,0.047619047619047616,0.0
17.0,2.0,0.11764705882352941,2.0,0.020202020202020204,0.0
26.0,2.0,0.07692307692307693,2.0,0.013986013986013986,0.0
5.0,1.0,0.2,1.0,0.029411764705882353,0.0
27.0,1.0,0.037037037037037035,1.0,0.006369426751592357,0.0
12.0,1.0,0.08333333333333333,1.0,0.0125,0.0
15.0,1.0,0.06666666666666667,1.0,0.013333333333333334,0.0
34.0,1.0,0.029411764705882353,2.0,0.010582010582010581,0.0
26.0,2.0,0.07692307692307693,2.0,0.0136986301369863,0.0
52.0,5.0,0.09615384615384616,5.0,0.02092050209205021,0.0
27.0,1.0,0.037037037037037035,2.0,0.016260162601626018,0.0
34.0,1.0,0.029411764705882353,1.0,0.005319148936170213,0.0
5.0,0.0,0.0,0.0,0.0,0.0
12.0,1.0,0.08333333333333333,1.0,0.014492753623188406,0.0
14.0,2.0,0.14285714285714285,3.0,0.03571428571428571,0.0
30.0,4.0,0.13333333333333333,5.0,0.03125,0.0
5.0,1.0,0.2,1.0,0.029411764705882353,0.0
25.0,3.0,0.12,3.0,0.022727272727272728,0.0
19.0,2.0,0.10526315789473684,2.0,0.017543859649122806,0.0
8.0,1.0,0.125,1.0,0.016129032258064516,0.0
27.0,0.0,0.0,1.0,0.007352941176470588,0.0
34.0,3.0,0.08823529411764706,3.0,0.013333333333333334,0.0
16.0,1.0,0.0625,1.0,0.011904761904761904,0.0
8.0,1.0,0.125,1.0,0.021739130434782608,0.0
5.0,1.0,0.2,1.0,0.03125,0.0
11.0,1.0,0.09090909090909091,1.0,0.016666666666666666,0.0
23.0,2.0,0.08695652173913043,6.0,0.04878048780487805,0.0
5.0,1.0,0.2,1.0,0.03333333333333333,0.0
36.0,0.0,0.0,0.0,0.0,0.0
48.0,2.0,0.041666666666666664,2.0,0.006578947368421052,0.0
16.0,1.0,0.0625,1.0,0.013157894736842105,0.0
10.0,1.0,0.1,1.0,0.018518518518518517,0.0
12.0,3.0,0.25,3.0,0.043478260869565216,0.0
28.0,3.0,0.10714285714285714,4.0,0.024539877300613498,0.0
10.0,1.0,0.1,1.0,0.013888888888888888,0.0
21.0,2.0,0.09523809523809523,2.0,0.01694915254237288,0.0
14.0,1.0,0.07142857142857142,1.0,0.014084507042253521,0.0
54.0,6.0,0.1111111111111111,8.0,0.026578073089700997,0.0
71.0,1.0,0.014084507042253521,1.0,0.0026666666666666666,0.0
15.0,1.0,0.06666666666666667,2.0,0.02564102564102564,0.0
14.0,0.0,0.0,1.0,0.014705882352941176,0.0
48.0,6.0,0.125,6.0,0.022813688212927757,0.0
11.0,1.0,0.09090909090909091,1.0,0.014285714285714285,0.0
35.0,2.0,0.05714285714285714,2.0,0.010471204188481676,0.0
12.0,1.0,0.08333333333333333,1.0,0.017857142857142856,0.0
33.0,1.0,0.030303030303030304,1.0,0.0056179775280898875,0.0
14.0,0.0,0.0,1.0,0.011494252873563218,0.0
28.0,1.0,0.03571428571428571,1.0,0.006493506493506494,0.0
36.0,1.0,0.027777777777777776,1.0,0.005076142131979695,0.0
33.0,1.0,0.030303030303030304,1.0,0.005555555555555556,0.0
5.0,1.0,0.2,1.0,0.018518518518518517,0.0
9.0,1.0,0.1111111111111111,1.0,0.02702702702702703,0.0
14.0,0.0,0.0,1.0,0.012195121951219513,0.0
25.0,2.0,0.08,2.0,0.015384615384615385,0.0
41.0,3.0,0.07317073170731707,4.0,0.016260162601626018,0.0
18.0,0.0,0.0,1.0,0.009174311926605505,0.0
7.0,1.0,0.14285714285714285,1.0,0.014285714285714285,0.0
9.0,0.0,0.0,0.0,0.0,0.0
24.0,1.0,0.041666666666666664,1.0,0.007936507936507936,0.0
31.0,3.0,0.0967741935483871,3.0,0.015544041450777202,0.0
9.0,2.0,0.2222222222222222,2.0,0.038461538461538464,0.0
14.0,1.0,0.07142857142857142,1.0,0.012658227848101266,0.0
16.0,1.0,0.0625,1.0,0.01,0.0
50.0,7.0,0.14,8.0,0.027874564459930314,0.0
17.0,1.0,0.058823529411764705,1.0,0.010638297872340425,0.0
15.0,1.0,0.06666666666666667,1.0,0.014285714285714285,0.0
21.0,1.0,0.047619047619047616,1.0,0.008064516129032258,0.0
32.0,0.0,0.0,1.0,0.005319148936170213,0.0
10.0,1.0,0.1,2.0,0.038461538461538464,0.0
36.0,5.0,0.1388888888888889,5.0,0.02617801047120419,0.0
24.0,1.0,0.041666666666666664,1.0,0.007462686567164179,0.0
18.0,1.0,0.05555555555555555,1.0,0.009708737864077669,0.0
10.0,2.0,0.2,2.0,0.03389830508474576,0.0
35.0,8.0,0.22857142857142856,14.0,0.07329842931937172,0.0
31.0,2.0,0.06451612903225806,2.0,0.011904761904761904,0.0
23.0,2.0,0.08695652173913043,4.0,0.027586206896551724,0.0
5.0,1.0,0.2,1.0,0.034482758620689655,0.0
17.0,1.0,0.058823529411764705,1.0,0.011764705882352941,0.0
6.0,1.0,0.16666666666666666,1.0,0.03125,0.0
7.0,1.0,0.14285714285714285,1.0,0.018867924528301886,0.0
20.0,3.0,0.15,3.0,0.02564102564102564,0.0
24.0,1.0,0.041666666666666664,1.0,0.007936507936507936,0.0
18.0,0.0,0.0,1.0,0.009009009009009009,0.0
14.0,1.0,0.07142857142857142,1.0,0.014492753623188406,0.0
11.0,1.0,0.09090909090909091,1.0,0.016666666666666666,0.0
17.0,1.0,0.058823529411764705,1.0,0.00980392156862745,0.0
18.0,3.0,0.16666666666666666,3.0,0.028846153846153848,0.0
11.0,0.0,0.0,1.0,0.016666666666666666,0.0
19.0,2.0,0.10526315789473684,3.0,0.02631578947368421,0.0
27.0,3.0,0.1111111111111111,3.0,0.019230769230769232,0.0
8.0,3.0,0.375,3.0,0.061224489795918366,0.0
5.0,1.0,0.2,1.0,0.045454545454545456,0.0
34.0,3.0,0.08823529411764706,3.0,0.014778325123152709,0.0
14.0,1.0,0.07142857142857142,1.0,0.01282051282051282,0.0
65.0,9.0,0.13846153846153847,10.0,0.027624309392265192,0.0
18.0,1.0,0.05555555555555555,1.0,0.008928571428571428,0.0
33.0,1.0,0.030303030303030304,1.0,0.005434782608695652,0.0
61.0,1.0,0.01639344262295082,1.0,0.003236245954692557,0.0
11.0,1.0,0.09090909090909091,1.0,0.017543859649122806,0.0
13.0,2.0,0.15384615384615385,2.0,0.025974025974025976,0.0
4.0,3.0,0.75,3.0,0.08108108108108109,0.0
13.0,1.0,0.07692307692307693,1.0,0.015384615384615385,0.0
16.0,2.0,0.125,2.0,0.020618556701030927,0.0
21.0,1.0,0.047619047619047616,1.0,0.009345794392523364,0.0
12.0,1.0,0.08333333333333333,1.0,0.016129032258064516,0.0
7.0,2.0,0.2857142857142857,2.0,0.05128205128205128,0.0
42.0,0.0,0.0,1.0,0.004784688995215311,0.0
21.0,2.0,0.09523809523809523,2.0,0.02127659574468085,0.0
11.0,1.0,0.09090909090909091,1.0,0.017241379310344827,0.0
6.0,3.0,0.5,3.0,0.075,0.0
32.0,4.0,0.125,4.0,0.02666666666666667,0.0
15.0,0.0,0.0,1.0,0.014925373134328358,0.0
26.0,1.0,0.038461538461538464,1.0,0.007633587786259542,0.0
48.0,2.0,0.041666666666666664,3.0,0.0125,0.0
16.0,3.0,0.1875,13.0,0.14606741573033707,0.0
18.0,12.0,0.6666666666666666,51.0,0.5666666666666667,0.0
23.0,1.0,0.043478260869565216,1.0,0.009345794392523364,0.0
6.0,1.0,0.16666666666666666,1.0,0.023255813953488372,0.0
90.0,5.0,0.05555555555555555,7.0,0.0170316301703163,0.0
27.0,3.0,0.1111111111111111,3.0,0.017341040462427744,0.0
8.0,1.0,0.125,1.0,0.025,0.0
6.0,1.0,0.16666666666666666,1.0,0.02127659574468085,0.0
35.0,3.0,0.08571428571428572,3.0,0.014778325123152709,0.0
33.0,2.0,0.06060606060606061,3.0,0.015957446808510637,0.0
11.0,1.0,0.09090909090909091,1.0,0.01818181818181818,0.0
15.0,1.0,0.06666666666666667,2.0,0.020618556701030927,0.0
16.0,2.0,0.125,3.0,0.03896103896103896,0.0
11.0,1.0,0.09090909090909091,1.0,0.0136986301369863,0.0
4.0,1.0,0.25,1.0,0.03125,0.0
25.0,3.0,0.12,3.0,0.022556390977443608,0.0
27.0,0.0,0.0,1.0,0.006622516556291391,0.0
50.0,2.0,0.04,2.0,0.006944444444444444,0.0
25.0,2.0,0.08,2.0,0.015384615384615385,0.0
9.0,1.0,0.1111111111111111,1.0,0.015873015873015872,0.0
25.0,11.0,0.44,12.0,0.07058823529411765,0.0
27.0,1.0,0.037037037037037035,1.0,0.006535947712418301,0.0
15.0,1.0,0.06666666666666667,1.0,0.0125,0.0
8.0,1.0,0.125,1.0,0.014925373134328358,0.0
19.0,0.0,0.0,1.0,0.010101010101010102,0.0
43.0,2.0,0.046511627906976744,2.0,0.008888888888888889,0.0
55.0,2.0,0.03636363636363636,2.0,0.0061162079510703364,0.0
8.0,0.0,0.0,0.0,0.0,0.0
10.0,2.0,0.2,3.0,0.057692307692307696,0.0
5.0,1.0,0.2,1.0,0.02857142857142857,0.0
28.0,1.0,0.03571428571428571,1.0,0.006024096385542169,0.0
14.0,1.0,0.07142857142857142,1.0,0.012658227848101266,0.0
19.0,2.0,0.10526315789473684,3.0,0.0234375,0.0
23.0,1.0,0.043478260869565216,1.0,0.009615384615384616,0.0
19.0,3.0,0.15789473684210525,3.0,0.02564102564102564,0.0
15.0,3.0,0.2,3.0,0.03333333333333333,0.0
44.0,2.0,0.045454545454545456,2.0,0.00819672131147541,0.0
19.0,1.0,0.05263157894736842,1.0,0.009523809523809525,0.0
18.0,1.0,0.05555555555555555,1.0,0.009708737864077669,0.0
17.0,1.0,0.058823529411764705,1.0,0.009433962264150943,0.0
20.0,1.0,0.05,1.0,0.009523809523809525,0.0
