pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,rule1,rule2,rule3,rule4,rule5,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,count_dictionary_words,count_named_entities,count_number_date_time,count_url,count_elongated,count_mentions,emoji_polarity_score,emoticon_polarity_score,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
2.0,1.0,5.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.15,0.1,0.1,0.0,0.005200000000000011,0.10400000000000022,-0.09725,-1.945,-0.02614999999999999,-0.5229999999999998,0.0248,0.496,0.00205,0.041,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.05555555555555555,1.0,0.00980392156862745,0.0
2.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.125,0.0,0.125,0.0,0.029687500000000006,0.4750000000000001,-0.019000000000000003,-0.30400000000000005,-0.013437499999999998,-0.21499999999999997,0.0225,0.36,-0.0030000000000000005,-0.04800000000000001,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.13333333333333333,2.0,0.02127659574468085,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,-0.10379999999999998,-0.5189999999999999,0.0438,0.219,-0.1908,-0.954,-0.08359999999999998,-0.4179999999999999,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,1.0,0.03571428571428571,0.0
0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.17647058823529413,0.17647058823529413,0.0,0.0,0.09241176470588233,1.5709999999999997,0.008882352941176475,0.15100000000000008,0.03470588235294118,0.59,0.076,1.292,-0.003941176470588235,-0.067,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0625,1.0,0.011764705882352941,0.0
0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.15816666666666668,0.9490000000000001,-0.12466666666666666,-0.748,0.1495,0.897,0.16233333333333333,0.974,-0.020666666666666667,-0.124,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.045454545454545456,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.136,1.768,-0.19384615384615383,-2.52,0.19899999999999998,2.5869999999999997,0.1716923076923077,2.232,-0.013846153846153845,-0.18,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.08333333333333333,1.0,0.015384615384615385,0.0
1.0,4.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.14578260869565218,3.353,-0.19,-4.37,0.19808695652173913,4.556,0.18986956521739132,4.367,-0.012869565217391306,-0.29600000000000004,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.047619047619047616,1.0,0.00909090909090909,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,2.0,2.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.049107142857142856,1.375,-0.062214285714285715,-1.742,0.029035714285714286,0.8130000000000001,0.046035714285714284,1.289,-0.0021785714285714286,-0.061,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.2,5.0,0.03164556962025317,0.0
1.0,3.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04238888888888889,0.763,-0.04933333333333333,-0.888,0.051055555555555555,0.919,0.050777777777777776,0.9139999999999999,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.010638297872340425,0.0
1.0,3.0,0.0,1.0,1.0,8.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10075,2.418,-0.07537500000000001,-1.8090000000000002,0.14279166666666668,3.427,0.13466666666666668,3.232,-0.0075,-0.18,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.09090909090909091,2.0,0.015748031496062992,0.0
1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,-0.06688888888888889,-0.602,0.015333333333333334,0.138,-0.06255555555555554,-0.563,-0.06266666666666668,-0.5640000000000001,0.04877777777777778,0.43900000000000006,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.0,-0.08226315789473684,-1.563,0.04568421052631579,0.8680000000000001,-0.1853157894736842,-3.521,-0.09668421052631578,-1.8369999999999997,0.07557894736842105,1.436,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.058823529411764705,1.0,0.008849557522123894,0.0
0.0,3.0,1.0,1.0,4.0,4.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.0,0.055461538461538465,1.4420000000000002,0.04042307692307692,1.051,0.10926923076923076,2.8409999999999997,0.08019230769230769,2.085,0.03126923076923077,0.8130000000000001,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.08333333333333333,2.0,0.017857142857142856,0.0
2.0,2.0,3.0,2.0,3.0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.11428571428571428,0.11428571428571428,0.0,0.02857142857142857,0.03045714285714286,1.066,-0.06411428571428571,-2.2439999999999998,0.032428571428571425,1.1349999999999998,0.03951428571428572,1.383,0.012885714285714287,0.45100000000000007,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.03225806451612903,1.0,0.0064516129032258064,0.0
0.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08011764705882353,1.362,-0.0006470588235294124,-0.01100000000000001,0.10782352941176471,1.833,0.10058823529411764,1.71,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.06666666666666667,1.0,0.014705882352941176,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16529999999999997,1.6529999999999998,-0.0901,-0.901,0.0963,0.963,0.11950000000000001,1.195,-0.0078,-0.078,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,6.0,0.6,6.0,0.07692307692307693,0.0
1.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.15,0.05,0.1,0.0,0.007449999999999998,0.14899999999999997,-0.02175,-0.43499999999999994,0.060050000000000006,1.201,0.028700000000000003,0.5740000000000001,0.04045,0.8089999999999999,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,1.0,0.0,0.0,4.0,0.0,6.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.0,0.031041666666666665,0.745,0.00033333333333333365,0.008000000000000007,0.034999999999999996,0.84,0.036083333333333335,0.8660000000000001,-0.03929166666666666,-0.943,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.045454545454545456,1.0,0.009615384615384616,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018857142857142857,0.132,0.0,0.0,-0.02514285714285715,-0.17600000000000005,-0.0019999999999999857,-0.013999999999999901,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.3333333333333333,2.0,0.05,0.0
0.0,6.0,1.0,0.0,1.0,5.0,0.0,8.0,0.0,4.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.030303030303030304,0.0,0.030303030303030304,0.0,-0.014121212121212118,-0.46599999999999986,-0.08845454545454545,-2.919,-0.008818181818181826,-0.29100000000000026,0.015030303030303033,0.4960000000000001,0.020606060606060607,0.68,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0625,2.0,0.012121212121212121,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.36363636363636365,4.0,0.06779661016949153,0.0
0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.038533333333333336,0.5780000000000001,-0.109,-1.635,0.026000000000000002,0.39,0.05686666666666667,0.8530000000000001,-0.003,-0.045,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.23076923076923078,3.0,0.04054054054054054,0.0
0.0,3.0,2.0,0.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0679090909090909,1.494,0.0017727272727272743,0.039000000000000035,0.03818181818181818,0.84,0.06436363636363636,1.416,-0.003227272727272727,-0.071,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.05263157894736842,1.0,0.008928571428571428,0.0
3.0,1.0,4.0,2.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.0,0.032499999999999994,0.9099999999999999,-0.06699999999999999,-1.876,0.09,2.52,0.07410714285714286,2.075,-0.04175,-1.169,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.038461538461538464,1.0,0.0070921985815602835,0.0
0.0,5.0,2.0,1.0,0.0,6.0,0.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.11538461538461539,0.038461538461538464,0.07692307692307693,0.0,0.01226923076923077,0.319,-0.03742307692307692,-0.973,0.030230769230769228,0.7859999999999999,0.025192307692307694,0.655,-0.004423076923076924,-0.115,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.08695652173913043,2.0,0.013513513513513514,0.0
0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.10361538461538461,1.347,-0.06684615384615385,-0.869,0.13784615384615384,1.7919999999999998,0.10815384615384617,1.4060000000000001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.017241379310344827,0.0
2.0,5.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.0,0.04052173913043478,0.932,-0.09747826086956522,-2.242,0.11691304347826087,2.689,0.10452173913043478,2.404,0.021130434782608697,0.486,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.19047619047619047,5.0,0.04504504504504504,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16899999999999998,0.845,0.1924,0.962,0.1986,0.993,0.18660000000000002,0.933,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,1.0,0.043478260869565216,0.0
1.0,5.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.0,0.20569565217391303,4.731,-0.1462608695652174,-3.364,0.13930434782608697,3.204,0.1702608695652174,3.9160000000000004,0.0035652173913043473,0.08199999999999999,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.008403361344537815,0.0
5.0,4.0,5.0,3.0,4.0,4.0,1.0,6.0,0.0,5.0,3.0,11.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,7.0,2.0,0.0,0.16363636363636364,0.12727272727272726,0.03636363636363636,0.0,0.06432727272727272,3.538,-0.024436363636363638,-1.344,0.05956363636363636,3.276,0.06034545454545454,3.319,0.011345454545454546,0.624,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,5.0,0.10638297872340426,5.0,0.021551724137931036,0.0
1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08804347826086956,2.025,-0.06186956521739131,-1.423,0.03978260869565217,0.9149999999999999,0.06939130434782609,1.596,-0.008391304347826088,-0.193,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.047619047619047616,1.0,0.008547008547008548,0.0
3.0,8.0,1.0,0.0,1.0,7.0,0.0,12.0,0.0,2.0,0.0,7.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,0.09090909090909091,0.06818181818181818,0.045454545454545456,0.0,0.12422727272727273,5.466,-0.04961363636363635,-2.1829999999999994,0.15572727272727271,6.851999999999999,0.14024999999999999,6.170999999999999,-0.010636363636363637,-0.46799999999999997,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1.0,0.0040650406504065045,0.0
1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.125,0.0,0.125,0.0,-0.082,-0.656,0.01225,0.098,-0.017625,-0.141,-0.05675,-0.454,0.08275,0.662,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.14285714285714285,1.0,0.03333333333333333,0.0
0.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.03338461538461539,0.43400000000000005,-0.126,-1.638,0.055615384615384615,0.723,0.04838461538461539,0.629,0.07007692307692308,0.911,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.09090909090909091,2.0,0.03773584905660377,0.0
