pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,rule1,rule2,rule3,rule4,rule5,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,count_url,count_elongated,count_mentions,emoji_polarity_score,emoticon_polarity_score,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
1.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.007294117647058823,0.124,0.005294117647058823,0.09,0.002411764705882353,0.041,0.004823529411764706,0.082,0.0005882352941176471,0.01,0.007294117647058823,0.124,0.005294117647058823,0.09,0.002411764705882353,0.041,0.004823529411764706,0.082,0.0005882352941176471,0.01,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.06666666666666667,1.0,0.013157894736842105,1.0
3.0,3.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.03805882352941176,0.647,0.0013529411764705895,0.02300000000000002,0.07264705882352941,1.235,0.05711764705882353,0.971,-0.014235294117647058,-0.242,0.05276470588235294,0.897,0.07605882352941178,1.2930000000000001,0.08147058823529411,1.385,0.06535294117647059,1.111,0.015294117647058824,0.26,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.14285714285714285,2.0,0.023255813953488372,1.0
4.0,3.0,2.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,0.2,0.2,0.2,0.2,0.05176000000000002,1.2940000000000005,0.001880000000000005,0.047000000000000125,0.083,2.075,0.0868,2.17,0.013000000000000003,0.32500000000000007,0.23135999999999995,5.783999999999999,0.201,5.025,0.25676,6.419,0.23399999999999999,5.85,0.07548,1.8870000000000002,1.0,0.0,0.0,0.0,0.0,22.0,2.0,0.09090909090909091,2.0,0.012738853503184714,1.0
7.0,16.0,9.0,2.0,4.0,6.0,0.0,18.0,0.0,3.0,0.0,14.0,1.0,0.0,10.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,8.0,8.0,8.0,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.052811111111111114,4.753,-0.010077777777777781,-0.9070000000000003,0.06687777777777776,6.018999999999998,0.06152222222222222,5.537,-0.028955555555555554,-2.606,0.09921111111111111,8.929,0.10683333333333332,9.614999999999998,0.10796666666666667,9.717,0.11387777777777779,10.249,0.04193333333333333,3.7739999999999996,4.0,0.0,0.0,0.0,0.0,76.0,6.0,0.07894736842105263,7.0,0.01580135440180587,1.0
5.0,5.0,3.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.09375,0.09375,0.09375,0.09375,0.0454375,1.454,-0.05746875,-1.839,0.09971875,3.191,0.08196875,2.623,-0.010125,-0.324,0.05325,1.704,0.11153125,3.569,0.10440624999999999,3.3409999999999997,0.08634375,2.763,0.0106875,0.342,0.0,0.0,0.0,0.0,0.0,26.0,3.0,0.11538461538461539,3.0,0.020134228187919462,1.0
3.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.125,0.125,0.125,0.125,0.026875000000000003,0.43000000000000005,-0.002312499999999995,-0.03699999999999992,0.0244375,0.391,0.050125,0.802,-0.023125,-0.37,0.11549999999999999,1.8479999999999999,0.12206249999999999,1.9529999999999998,0.1583125,2.533,0.1255,2.008,0.023125,0.37,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.07142857142857142,1.0,0.012987012987012988,0.0
0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.125,0.125,0.125,0.125,-0.0833125,-1.333,0.0284375,0.455,-0.048999999999999995,-0.7839999999999999,-0.0621875,-0.995,0.05543750000000001,0.8870000000000001,0.1086875,1.739,0.0284375,0.455,0.09875,1.58,0.0970625,1.553,0.08281250000000001,1.3250000000000002,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.06666666666666667,1.0,0.011627906976744186,1.0
3.0,4.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02732,0.683,0.01792,0.44799999999999995,0.0038,0.095,0.01224,0.306,-0.0124,-0.31,0.02732,0.683,0.01792,0.44799999999999995,0.0038,0.095,0.01224,0.306,0.0124,0.31,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.09090909090909091,2.0,0.016,1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.0,0.0,0.007000000000000001,0.07,0.0064,0.064,0.0045,0.045,0.0,0.0,0.0,0.0,0.007000000000000001,0.07,0.0064,0.064,0.0045,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.2222222222222222,2.0,0.03773584905660377,0.0
0.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0016363636363636352,0.017999999999999988,0.01636363636363636,0.18,-0.012818181818181819,-0.14100000000000001,0.0014545454545454534,0.015999999999999986,0.0008181818181818182,0.009,0.024363636363636365,0.268,0.01636363636363636,0.18,0.012818181818181819,0.14100000000000001,0.014181818181818183,0.156,0.0008181818181818182,0.009,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.023255813953488372,1.0
1.0,8.0,3.0,1.0,0.0,2.0,0.0,10.0,0.0,3.0,2.0,5.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.058295454545454546,2.565,-0.03754545454545454,-1.6519999999999997,0.03781818181818182,1.6640000000000001,0.055681818181818186,2.45,0.00925,0.407,0.10534090909090908,4.635,0.09754545454545452,4.291999999999999,0.06722727272727273,2.958,0.09254545454545457,4.072000000000001,0.026659090909090907,1.1729999999999998,1.0,0.0,0.0,0.0,0.0,40.0,4.0,0.1,4.0,0.016129032258064516,1.0
4.0,1.0,4.0,2.0,1.0,3.0,0.0,5.0,0.0,6.0,0.0,5.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.05,0.05,0.05,0.05,0.11945000000000001,4.7780000000000005,-0.05267500000000001,-2.107,0.05125,2.05,0.069125,2.765,-0.05437499999999999,-2.175,0.11945000000000001,4.7780000000000005,0.092475,3.6990000000000003,0.13625,5.45,0.129025,5.161,0.055775,2.231,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.02857142857142857,1.0,0.00510204081632653,1.0
2.0,3.0,3.0,3.0,0.0,3.0,0.0,6.0,0.0,1.0,1.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,-0.007878787878787872,-0.2599999999999998,-0.08745454545454545,-2.886,0.002909090909090905,0.09599999999999986,0.011818181818181825,0.39000000000000024,0.0533030303030303,1.759,0.18624242424242424,6.146,0.10133333333333333,3.344,0.18981818181818183,6.264,0.17781818181818182,5.868,0.061,2.013,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.03571428571428571,1.0,0.006535947712418301,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04872727272727273,-0.536,0.021272727272727273,0.234,-0.0930909090909091,-1.024,-0.043909090909090905,-0.48299999999999993,-0.011272727272727273,-0.124,0.08018181818181817,0.8819999999999999,0.021272727272727273,0.234,0.0930909090909091,1.024,0.059000000000000004,0.649,0.011272727272727273,0.124,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.1,3.0,0.058823529411764705,1.0
2.0,6.0,4.0,3.0,2.0,4.0,0.0,11.0,0.0,0.0,2.0,6.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.05413636363636364,2.382,-0.008545454545454545,-0.376,0.04000000000000001,1.7600000000000002,0.045727272727272734,2.0120000000000005,-0.02554545454545455,-1.124,0.0655,2.882,0.0694090909090909,3.054,0.07890909090909091,3.4720000000000004,0.07786363636363634,3.4259999999999993,0.026363636363636356,1.1599999999999997,2.0,0.0,0.0,0.0,0.0,38.0,2.0,0.05263157894736842,5.0,0.025252525252525252,1.0
10.0,6.0,2.0,3.0,2.0,4.0,0.0,13.0,1.0,1.0,2.0,12.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,-0.01978333333333333,-1.1869999999999998,-0.029666666666666664,-1.7799999999999998,-0.024616666666666665,-1.4769999999999999,-0.01291666666666666,-0.7749999999999996,0.011783333333333335,0.7070000000000001,0.08741666666666667,5.245,0.060000000000000005,3.6,0.10908333333333335,6.545000000000001,0.09985000000000001,5.9910000000000005,0.05441666666666667,3.265,1.0,0.0,0.0,0.0,0.0,48.0,6.0,0.125,8.0,0.028268551236749116,1.0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07366666666666667,0.663,0.09922222222222223,0.893,-0.08677777777777777,-0.7809999999999999,-0.008555555555555545,-0.0769999999999999,-0.10966666666666666,-0.987,0.10144444444444445,0.913,0.09922222222222223,0.893,0.08677777777777777,0.7809999999999999,0.133,1.197,0.11166666666666665,1.005,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.125,1.0,0.023255813953488372,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,-0.11816666666666666,-0.709,0.0,0.0,-0.165,-0.99,-0.09433333333333332,-0.566,0.0,0.0,0.11816666666666666,0.709,0.0,0.0,0.165,0.99,0.09433333333333332,0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,1.0,0.041666666666666664,0.0
0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03936363636363636,-0.43299999999999994,-0.08845454545454545,-0.973,0.006727272727272723,0.07399999999999995,0.018636363636363642,0.20500000000000007,0.0,0.0,0.13336363636363638,1.467,0.08845454545454545,0.973,0.146,1.6059999999999999,0.12263636363636364,1.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.1,1.0,0.018867924528301886,1.0
3.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.037153846153846155,0.483,-0.13315384615384615,-1.7309999999999999,0.06553846153846155,0.8520000000000001,0.06446153846153846,0.838,0.04253846153846154,0.553,0.1553076923076923,2.019,0.13315384615384615,1.7309999999999999,0.15646153846153846,2.034,0.16246153846153844,2.1119999999999997,0.04253846153846154,0.553,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.017241379310344827,0.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064625,0.517,-0.121625,-0.973,0.105,0.84,0.097125,0.777,0.0,0.0,0.064625,0.517,0.121625,0.973,0.105,0.84,0.097125,0.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.14285714285714285,1.0,0.02702702702702703,0.0
0.0,2.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.00713636363636364,0.15700000000000008,-0.011909090909090909,-0.262,0.0006818181818181824,0.015000000000000013,0.014863636363636367,0.32700000000000007,-0.009545454545454544,-0.21,0.08295454545454545,1.825,0.047181818181818186,1.038,0.0975,2.145,0.07268181818181817,1.5989999999999998,0.010363636363636365,0.228,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.008695652173913044,1.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,1.0,0.041666666666666664,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.23249999999999998,0.9299999999999999,0.29675,1.187,0.29275,1.171,0.267,1.068,-0.0205,-0.082,0.23249999999999998,0.9299999999999999,0.29675,1.187,0.29275,1.171,0.267,1.068,0.0205,0.082,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,1.0,0.05263157894736842,0.0
0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05433333333333333,-0.489,0.015555555555555557,0.14,-0.09,-0.8099999999999999,-0.043333333333333335,-0.39,0.0011111111111111111,0.01,0.10877777777777778,0.979,0.015555555555555557,0.14,0.09955555555555556,0.896,0.07422222222222223,0.668,0.0011111111111111111,0.01,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.125,1.0,0.022727272727272728,1.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,-0.38749999999999996,-2.3249999999999997,0.023000000000000003,0.138,-0.43566666666666665,-2.614,-0.3578333333333333,-2.147,0.23549999999999996,1.4129999999999998,0.44283333333333336,2.657,0.023000000000000003,0.138,0.445,2.67,0.3821666666666666,2.2929999999999997,0.2735,1.641,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,1.0,0.023255813953488372,0.0
1.0,6.0,2.0,3.0,2.0,4.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,-0.025225806451612903,-0.782,0.03306451612903225,1.025,-0.021483870967741934,-0.6659999999999999,-0.025741935483870968,-0.798,-0.0006451612903225812,-0.020000000000000018,0.025225806451612903,0.782,0.03306451612903225,1.025,0.07283870967741936,2.258,0.06490322580645161,2.012,0.06361290322580646,1.972,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.03333333333333333,1.0,0.006896551724137931,1.0
3.0,8.0,3.0,1.0,1.0,8.0,0.0,16.0,0.0,2.0,5.0,6.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,0.06557377049180328,0.06557377049180328,0.06557377049180328,0.06557377049180328,0.016967213114754107,1.0350000000000006,0.00177049180327869,0.1080000000000001,0.0002622950819672206,0.01600000000000046,0.024442622950819677,1.4910000000000003,0.005573770491803279,0.34,0.1432950819672131,8.741,0.07573770491803278,4.619999999999999,0.15960655737704912,9.735999999999997,0.12703278688524589,7.748999999999999,0.019704918032786886,1.202,1.0,0.0,0.0,0.0,0.0,52.0,6.0,0.11538461538461539,6.0,0.0189873417721519,1.0
2.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050916666666666666,0.611,-0.08241666666666667,-0.989,0.07391666666666667,0.887,0.06908333333333333,0.829,0.0,0.0,0.050916666666666666,0.611,0.08241666666666667,0.989,0.07391666666666667,0.887,0.06908333333333333,0.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.1,1.0,0.015151515151515152,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,0.788,-0.14500000000000002,-0.5800000000000001,0.1915,0.766,0.1895,0.758,0.0,0.0,0.197,0.788,0.18,0.72,0.1915,0.766,0.1895,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,1.0,0.058823529411764705,0.0
1.0,1.0,1.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053312500000000006,0.8530000000000001,-0.0403125,-0.645,0.04606249999999999,0.7369999999999999,0.056187499999999994,0.8989999999999999,-0.006999999999999999,-0.11199999999999999,0.0621875,0.995,0.0840625,1.345,0.058937500000000004,0.9430000000000001,0.0619375,0.991,0.015,0.24,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.07142857142857142,1.0,0.012987012987012988,1.0
