sentence,count_capitalized,count_dictionary_words,count_elongated,count_expressions,count_mentions,count_url,emoji_polarity_score,emoticon_polarity_score,negation,proportion_capitalized,subjectivity
A capa contém tons acinzentados com a imagem de Dante e possui dois gráficos.,0.0,0.0,0.0,0.0,0.0259740259740259,12.0,0.0,0.0,0.0,0.0,0.0
"O livro foi adaptado para o cinema, mas com alterações, como sempre.",0.0,0.0,0.0,0.0,0.0147058823529411,11.0,0.0,0.0,0.0,0.0,0.0
"O conto se passa no interior de Minas, existindo farta nomeação de lugares e regiões.",0.0,0.0,0.0,0.0,0.0235294117647058,14.0,0.0,0.0,0.0,0.0,0.0
"Apesar dos neologismos, que podem tornar a leitura um complexa, ele busca a alma dos sertanejos e dos moradores das regiões rurais.",0.0,0.0,0.0,0.0,0.0076335877862595,21.0,0.0,0.0,0.0,0.0,0.0
"O Partido utiliza das seguintes ferramentas para controlar a população: a teletela, uma fusão de televisão, câmera e escuta para espionagem.",0.0,0.0,0.0,0.0,0.0142857142857142,18.0,0.0,0.0,0.0,0.0,0.0
"Ler 1984 é um ato de legítima defesa, onde a cada página aprendemos como as engrenagens realmente funcionam na história política da humanidade.",0.0,0.0,0.0,0.0,0.0069930069930069,20.0,0.0,0.0,0.0,0.0,0.0
"Vivendo em uma sociedade distópica, Winston, o herói da história, vive uma vida de medo e sofrimento.",0.0,0.0,0.0,0.0,0.0198019801980198,14.0,0.0,0.0,0.0,0.0,0.0
"Tudo é controlado minuciosamente pelo partido e tudo é vigiado pelo grande irmão, que é o único salvador e pessoa chave da ideologia.",0.0,0.0,0.0,0.0,0.0075187969924812,21.0,0.0,0.0,0.0,0.0,0.0
"Eles enfrentaram os mistérios mais sinistros dos últimos sessenta anos, sempre em busca da verdade.",0.0,0.0,0.0,0.0,0.0101010101010101,14.0,0.0,0.0,0.0,0.0,0.0
"Levanta algumas questões filosóficas mas não se aprofunda muito, deixa pra o leitor refletir depois.",0.0,0.0,0.0,0.0,0.01,14.0,0.0,0.0,0.0,1.0,0.0
Após uma guerra nuclear poucos seres humanos permaneceram na Terra.,0.0,0.0,0.0,0.0,0.0298507462686567,9.0,0.0,0.0,0.0,0.0,0.0
Boa parte da população agora vive em Marte junto a androides contruídos para trabalhar em grandes explorações espaciais.,0.0,0.0,0.0,0.0,0.0166666666666666,15.0,0.0,0.0,0.0,0.0,0.0
Para suprir necessidades de afeto foram criadas versões mecânicas dos bichinhos de estimação.,0.0,0.0,0.0,0.0,0.010752688172043,13.0,0.0,0.0,0.0,0.0,0.0
"Deckard, entretanto, não tem condições financeiras para isso e por isso continua preso à Terra e se torna um caçador de androides.",0.0,0.0,0.0,0.0,0.0153846153846153,20.0,0.0,0.0,0.0,1.0,0.0
"Ao mesmo tempo pode-se perceber toda a crueldade que a Segunda Guerra Mundial espalhava, dividindo as pessoas entre o medo, a submissão e a sede de justiça.",0.0,0.0,0.0,0.0,0.0256410256410256,24.0,0.0,0.0,0.0,0.0,0.0
Bruno não suspeita que esse menino é judeu e está trancado naquele terreno com seu povo.,0.0,0.0,0.0,0.0,0.0113636363636363,16.0,0.0,0.0,0.0,1.0,0.0
"Bruno não conta sobre o novo amigo para sua família e, à medida que os dias passam, a amizade secreta entre os dois cresce.",0.0,0.0,0.0,0.0,0.008130081300813,24.0,0.0,0.0,0.0,1.0,0.0
"Bruno observa por dias a cerca, e muitas perguntas se formam, ele não entende porque todos usam pijama listrado.",0.0,0.0,0.0,0.0,0.0089285714285714,19.0,0.0,0.0,0.0,1.0,0.0
"Por conta do novo cargo do pai, a família acaba tendo que se mudar.",0.0,0.0,0.0,0.0,0.0149253731343283,13.0,0.0,0.0,0.0,0.0,0.0
"A nova casa não agrada o menino; fica longe de Berlim e é um local muito isolado, repleto de soldados trabalhando.",0.0,0.0,0.0,0.0,0.0175438596491228,20.0,0.0,0.0,0.0,1.0,0.0
"A narrativa é feita em terceira pessoa, porém pelos olhos de Bruno, por isso toda a simplicidade e inocência.",0.0,0.0,0.0,0.0,0.018348623853211,18.0,0.0,0.0,0.0,0.0,0.0
Ele confunde o nome do local de sua nova residência e entende de maneira errônea o título de Führer.,0.0,0.0,0.0,0.0,0.02,17.0,0.0,0.0,0.0,0.0,0.0
"E essa inocência expõe ainda mais tudo aquilo que os nazistas fizeram de ruim, deixa tudo mais evidente.",0.0,0.0,0.0,0.0,0.0096153846153846,17.0,0.0,0.0,0.0,0.0,0.0
"Norman é o racional, é quem limpa a sujeira e os protege das consequências dos atos da mãe.",0.0,0.0,0.0,0.0,0.0109890109890109,18.0,0.0,0.0,0.0,0.0,0.0
"Quando ela está no meio da estrada a noite, começa um temporal e sua única opção é parar no motel mais próximo.",0.0,0.0,0.0,0.0,0.009009009009009,21.0,0.0,0.0,0.0,0.0,0.0
"Mas chegando lá, ela não está e ele também não tem nenhuma notícia.",0.0,0.0,0.0,0.0,0.0149253731343283,12.0,0.0,0.0,0.0,1.0,0.0
Então Lily e Sam se juntam com um detetive particular e vão em busca de Mary.,0.0,0.0,0.0,0.0,0.0519480519480519,13.0,0.0,0.0,0.0,0.0,0.0
"Norman Bates vive sozinho, tomando conta do Motel Bates numa estrada agora abandonada num local isolado.",0.0,0.0,0.0,0.0,0.0384615384615384,13.0,0.0,0.0,0.0,0.0,0.0
"Dado o sumiço de Mary, o roubo é notado e muitas pessoas estão interessadas em encontrá-la.",0.0,0.0,0.0,0.0,0.0219780219780219,14.0,0.0,0.0,0.0,0.0,0.0
"Um dia, Mary é encarregada pelo chefe de fazer um depósito no banco de uma grande quantidade de dinheiro.",0.0,0.0,0.0,0.0,0.019047619047619,18.0,0.0,0.0,0.0,0.0,0.0
Mas ela tem uma atitude impulsiva e foge com o dinheiro.,0.0,0.0,0.0,0.0,0.0178571428571428,10.0,0.0,0.0,0.0,0.0,0.0
"Bates se dedica apenas a cuidar do motel da família, onde sofreu uma grande queda de clientes desde que uma nova rodovia foi criada.",0.0,0.0,0.0,0.0,0.0075757575757575,23.0,0.0,0.0,0.0,0.0,0.0
O livro conta a história de cinco homens que estão numa taverna bebendo e contando histórias.,0.0,0.0,0.0,0.0,0.010752688172043,15.0,0.0,0.0,0.0,0.0,0.0
"As cinco histórias possuem traços em comum, assim como os seus narradores.",0.0,0.0,0.0,0.0,0.0135135135135135,11.0,0.0,0.0,0.0,0.0,0.0
"Ele se apaixona por uma espanhola chamada Ângela, que mata o próprio marido e a própria filha para ficar com Bertram.",0.0,0.0,0.0,0.0,0.017094017094017,19.0,0.0,0.0,0.0,0.0,0.0
"Os dois ficam juntos, mas depois de um tempo ela parte e ele vai para a Itália, viver aventuras no mar.",0.0,0.0,0.0,0.0,0.0194174757281553,20.0,0.0,0.0,0.0,0.0,0.0
Ele conta que era aprendiz de um pintor.,0.0,0.0,0.0,0.0,0.025,7.0,0.0,0.0,0.0,0.0,0.0
"A edição que li, tem 96 páginas e tem uma linguagem carregada do rebuscamento do período.",0.0,0.0,0.0,0.0,0.0112359550561797,13.0,0.0,0.0,0.0,0.0,0.0
"Na narrativa é possível identificar a comparação entre campo e cidade, comum nas histórias do autor, assim como a relação entre a elite e a classe trabalhadora.",0.0,0.0,0.0,0.0,0.00625,26.0,0.0,0.0,0.0,0.0,0.0
"É uma importante obra que marca a terceira fase de Queirós, mais pós-realista.",0.0,0.0,0.0,0.0,0.0128205128205128,10.0,0.0,0.0,0.0,0.0,0.0
"Mas o núcleo da ação se desenvolve no final do século, sendo, portanto, contemporânea à publicação da obra.",0.0,0.0,0.0,0.0,0.0093457943925233,17.0,0.0,0.0,0.0,0.0,0.0
"Ambos os personagens principais passam por muitas mudanças ao longo do enredo e tem suas ideologias/opiniões postas à prova e, por vezes, modificadas.",0.0,0.0,0.0,0.0,0.0066666666666666,23.0,0.0,0.0,0.0,0.0,0.0
"O texto reforça que uma das maiores capacidades do ser humano, é a de poder estar errado, de errar, e depois, a de poder corrigir ou permanecer errado.",0.0,0.0,0.0,0.0,0.0066225165562913,27.0,0.0,0.0,0.0,0.0,0.0
"Os leitores encontrarão muitos pontos em comum com religiões ou filosofias, especialmente orientais, se já tiverem tido contato.",0.0,0.0,0.0,0.0,0.0078125,16.0,0.0,0.0,0.0,0.0,0.0
"Tem capa dura, as laterias das folhas em vermelho, folhas amareladas, notas sobre as fontes, curiosidades e muitas imagens.",0.0,0.0,0.0,0.0,0.008130081300813,17.0,0.0,0.0,0.0,0.0,0.0
"Um livro com muitas curiosidades sobre a morte, e como ela ""vira pó"" para aquele que são cremados.",0.0,0.0,0.0,0.0,0.010204081632653,16.0,0.0,0.0,0.0,0.0,0.0
"Os pitiguaras, que vivem na costa cearense, são inimigos naturais dos tabajaras, que vivem mais para o interior.",0.0,0.0,0.0,0.0,0.0089285714285714,15.0,0.0,0.0,0.0,0.0,0.0
O livro trata da relação entre as novidades e modas das grandes cidades (no livro representadas por Paris) e os prazeres simples da vida no campo (as serras de Portugal).,0.0,0.0,0.0,0.0,0.0176470588235294,29.0,0.0,0.0,0.0,0.0,0.0
"O conto de Aia foi escrito pela canadense Margaret Atwood em 1985, mas voltou a ser um dos mais vendidos devido a série The Handmaid's Tale, que foi baseada no livro.",0.0,0.0,0.0,0.0,0.0421686746987951,23.0,0.0,0.0,0.0,0.0,0.0
"As mudanças são bruscas e as mulheres são as mais prejudicadas pois perderam os direitos de trabalhar, de serem alfabetizadas, de votar e praticamente de serem livres.",0.0,0.0,0.0,0.0,0.0059880239520958,25.0,0.0,0.0,0.0,0.0,0.0
"E a última casta é a das Aias, que são mulheres de vermelho, em idade fértil, usadas exclusivamente para procriar.",0.0,0.0,0.0,0.0,0.0175438596491228,18.0,0.0,0.0,0.0,0.0,0.0
"Isso porque devido a questões desconhecidas, muitas pessoas se tornaram inférteis.",0.0,0.0,0.0,0.0,0.0121951219512195,9.0,0.0,0.0,0.0,0.0,0.0
"E as mulheres que têm mais chances de engravidar são obrigadas a terem relações sexuais com os comandantes e quando dão a luz, são obrigadas a deixarem seus filhos.",0.0,0.0,0.0,0.0,0.0060975609756097,28.0,0.0,0.0,0.0,0.0,0.0
"A história é narrada através de uma Aia, que conta desde sua vida antes do golpe, quando ainda vivia com seu marido e filha, sobre o tempo que passou no Centro Vermelho, onde foi treinada para a vida de Aia.",0.0,0.0,0.0,0.0,0.0241545893719806,36.0,0.0,0.0,0.0,0.0,0.0
Até o seu cotidiano na casa do Comandante onde começa a descobrir que nem tudo é como se imagina.,0.0,0.0,0.0,0.0,0.0206185567010309,17.0,0.0,0.0,0.0,1.0,0.0
"Se trata de uma distopia, um futuro não muito distante, onde tudo muda da noite pro dia e as mulheres são as principais vítimas.",0.0,0.0,0.0,0.0,0.0078125,23.0,0.0,0.0,0.0,1.0,0.0
"Offred um dia foi casada com Luke, com quem teve uma filha, Hanna – os quais ela não faz ideia se estão vivos ou não.",0.0,0.0,0.0,0.0,0.0256410256410256,21.0,0.0,0.0,0.0,1.0,0.0
A região de Gilead é tomada por uma ditadura patriarcal fortemente fomentada por um aparato cristão distorcido,0.0,0.0,0.0,0.0,0.0181818181818181,14.0,0.0,0.0,0.0,0.0,0.0
"Regida por versões exageradas e distorcidas do Velho Testamento, a sociedade está agora dividia em castas masculinas e femininas.",0.0,0.0,0.0,0.0,0.0232558139534883,15.0,0.0,0.0,0.0,0.0,0.0
"Em 1985 o autor apresenta a vida ""atual"" dos antigos amigos do grupo de Bill Denbrough, chamado Clube dos Otários.",0.0,0.0,0.0,0.0,0.043859649122807,14.0,0.0,0.0,0.0,0.0,0.0
Zobrist um gênio cientista a frente do seu tempo cria um vírus que promete acabar com a superpopulação da Terra que em breve irá entrar em colapso.,0.0,0.0,0.0,0.0,0.0136054421768707,26.0,0.0,0.0,0.0,0.0,0.0
A leitura era realizada nos intervalos do trabalho e atividades diárias fora de casa.,0.0,0.0,0.0,0.0,0.0117647058823529,13.0,0.0,0.0,0.0,0.0,0.0
Mais uma vez Robert Langdon se viu na iminência de ter que resolver enigmas e mensagens para ajudar a encontrar algo que poderia afetar toda a humanidade.,0.0,0.0,0.0,0.0,0.0194805194805194,24.0,0.0,0.0,0.0,0.0,0.0
"A história começa com o renomado professor universitário de simbologia da Harvard, Robert Langdon acordando dentro do hospital, um pouco desorientado e com um ferimento na cabeça causado por um tiro de raspão na parte de trás da nuca.",0.0,0.0,0.0,0.0,0.017094017094017,36.0,0.0,0.0,0.0,0.0,0.0
"Ao sentar na cama e observar pela janela do quarto, Robert percebeu que não estava em Massachusetts e sim, em Florença.",0.0,0.0,0.0,0.0,0.0336134453781512,18.0,0.0,0.0,0.0,1.0,0.0
"Não lembrança de nada das últimas trinta e seis horas, não tem a menor idéia de como saiu dos Estados Unidos e chegou até a Itália e porque estava numa cama de hospital.",0.0,0.0,0.0,0.0,0.0236686390532544,33.0,0.0,0.0,0.0,1.0,0.0
Ferido e sem saber o que fazer Robert consegue fugir do hospital com ajuda da Dra. Brooks.,0.0,0.0,0.0,0.0,0.0444444444444444,13.0,0.0,0.0,0.0,0.0,0.0
Esse objeto era tão importante que associava Robert ao trabalho de um cientista brilhante que afirmava que a humanidade estava em risco devido ao crescimento celerado da população.,0.0,0.0,0.0,0.0,0.0111111111111111,26.0,0.0,0.0,0.0,0.0,0.0
"A teoria do cientista é extremamente radical, condenando a Organização Mundial da Saúde e os governantes mundiais, por estarem ignorando o alerta que a natureza está mostrando e a super população mundial consumindo mais do que o normal.",0.0,0.0,0.0,0.0,0.0169491525423728,35.0,0.0,0.0,0.0,0.0,0.0
A hora e vez de Augusto Matraga aponta para a tendência criada por Guimarães Rosa do regionalismo universalizante.,0.0,0.0,0.0,0.0,0.043859649122807,14.0,0.0,0.0,0.0,0.0,0.0
"O tempo da narrativa está mais voltado ao psicológico, ou seja, indeterminado.",0.0,0.0,0.0,0.0,0.0128205128205128,11.0,0.0,0.0,0.0,0.0,0.0
"O espaço Minas Gerais, mais especificamente o Norte de Minas, destacando-se nomes de vilarejos e lugares do sertão.",0.0,0.0,0.0,0.0,0.0434782608695652,16.0,0.0,0.0,0.0,0.0,0.0
"Fugindo da seca, vivem da exploração da terra e da exploração do patrão.",0.0,0.0,0.0,0.0,0.0138888888888888,12.0,0.0,0.0,0.0,0.0,0.0
"Diante das dificuldades da vida, o simples fato de não saber ler e nem contar, impõem o jugo da impotência.",0.0,0.0,0.0,0.0,0.0093457943925233,19.0,0.0,0.0,0.0,1.0,0.0
"Os personagens como Sinha Vitória(mãe), Fabiano(pai), Menino mais velho, Menino mais novo (filhos) e a Baleia (cachorra) são uma família que vivem na seca do Nordeste",0.0,0.0,0.0,0.0,0.0481927710843373,19.0,0.0,0.0,0.0,0.0,0.0
"É uma obra com grande significado sociológico, pois mostra a coisificação das pessoas. Vidas Secas é uma denúncia social.",0.0,0.0,0.0,0.0,0.0165289256198347,16.0,0.0,0.0,0.0,0.0,0.0
Foi uma obra muito importante para a segunda fase do modernismo por ser uma literatura regionalista com grande teor político e psicológico.,0.0,0.0,0.0,0.0,0.0071942446043165,21.0,0.0,0.0,0.0,0.0,0.0
"Em Vidas Secas, o autor mostra a família de Fabiano migrando pela necessidade de sobrevivência, saindo de sua casa antes do dia amanhecer, fugindo das dívidas, da seca e da miséria.",0.0,0.0,0.0,0.0,0.0220994475138121,27.0,0.0,0.0,0.0,0.0,0.0
A falta de instrução das pessoas e a dificuldade que enfrentam ao se relacionar até mesmo uns com os outros pela falta de vocabulário faz o livro ter diálogos curtos e simples.,0.0,0.0,0.0,0.0,0.0056818181818181,31.0,0.0,0.0,0.0,0.0,0.0
"1984 apresenta uma distopia onde o mundo fora dividido em 3 grandes estados: a Oceania, a Lestasia e a Eurasia.",0.0,0.0,0.0,0.0,0.027027027027027,16.0,0.0,0.0,0.0,0.0,0.0
"O Partido é o governo de Oceania e partilha dos seguintes lemas: ""Guerra é paz, Liberdade é escravidão e Ignorância é forca"".",0.0,0.0,0.0,0.0,0.048,18.0,0.0,0.0,0.0,0.0,0.0
"Naquele verão, eles enfrentaram pela primeira vez a Coisa, um ser sobrenatural e maligno que deixou terríveis marcas de sangue em Derry.",0.0,0.0,0.0,0.0,0.0220588235294117,19.0,0.0,0.0,0.0,0.0,0.0
"O Duplipensamento, um método responsável pelo autoconvencimento de que seu raciocínio esta errado e o que vale é a diretriz imposta pelo partido.",0.0,0.0,0.0,0.0,0.0137931034482758,20.0,0.0,0.0,0.0,0.0,0.0
"Apesar de ter pré-adolescentes como protagonistas, It é um livro de TERROR para adultos, e como tal, vai se virar contra seus personagens sem piedade.",1.0,0.0,0.0,0.0,0.0533333333333333,21.0,0.0,0.0,0.0,0.0,0.0
"Guerra constante, falta de liberdade, onde pensar é crime, controle da mente, alteração do passado, incitação ao ódio etc.",0.0,0.0,0.0,0.0,0.0081967213114754,18.0,0.0,0.0,0.0,0.0,0.0
"Em “1984” o passado é alterado e destruído constantemente, todos os meios de registros como: livros, quadros, estátuas, ruas, edifícios, músicas, fotografias e invenções",0.0,0.0,0.0,0.0,0.0059171597633136,22.0,0.0,0.0,0.0,0.0,0.0
"Os escritores românticos, tanto da prosa quanto da poesia, assimilaram os ideais nacionalistas do romantismo europeu e os adaptaram as condições peculiares de nossa realidade.",0.0,0.0,0.0,0.0,0.0057142857142857,24.0,0.0,0.0,0.0,0.0,0.0
Ela produz uma bebida alucinógena que é dada aos guerreiros em rituais específicos.,0.0,0.0,0.0,0.0,0.0120481927710843,11.0,0.0,0.0,0.0,0.0,0.0
Martim é um guerreiro português que vive entre a tribo Pitiguara e tem a missão de fiscalizar a costa cearense contra as invasões estrangeiras.,0.0,0.0,0.0,0.0,0.0139860139860139,22.0,0.0,0.0,0.0,0.0,0.0
"O tema político é o centro da narrativa, que não é exposto de forma maniqueísta.",0.0,0.0,0.0,0.0,0.0125,14.0,0.0,0.0,0.0,1.0,0.0
Nele não tem nenhum mistério a ser solucionado ou algo a ser descoberto como ponto central.,0.0,0.0,0.0,0.0,0.0109890109890109,15.0,0.0,0.0,0.0,1.0,0.0
"Barry cai morto no chão, e sua morte é diagnosticada por aneurisma cerebral.",0.0,0.0,0.0,0.0,0.0131578947368421,11.0,0.0,0.0,0.0,0.0,0.0
"Isso desencadeia uma série de problemas para o vilarejo de Pagford, pois com a morte de Barry, há uma vaga de conselheiro em aberto.",0.0,0.0,0.0,0.0,0.0227272727272727,21.0,0.0,0.0,0.0,0.0,0.0
"É realmente uma estória sobre como são os seres humanos, como eles vivem em sociedade, e com suas famílias.",0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
"O livro aborta muitos assuntos, dentre eles tem traição, violência, estupro, uso de drogas, depressão entre outros.",0.0,0.0,0.0,0.0,0.008695652173913,16.0,0.0,0.0,0.0,0.0,0.0
"É uma história adulta, contém palavrões, traição, drogas, estupro, violência doméstica além do cunho político que permeia a trama.",0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
"No natal minha mãe me deu o livro em português, mas ainda estava lendo outro, assim que acabei eu peguei pra ler.",0.0,0.0,0.0,0.0,0.0088495575221238,21.0,0.0,0.0,0.0,0.0,0.0
São três Marias que se conhecem no internato e vivem a transição da adolescência para fase adulta juntas.,0.0,0.0,0.0,0.0,0.019047619047619,17.0,0.0,0.0,0.0,0.0,0.0
"A beatitude de Maria José é resultado de uma vida difícil ao lado da mãe e irmãos, uma família destroçada pela inconsequência do pai e pela presença de uma amante.",0.0,0.0,0.0,0.0,0.0184049079754601,29.0,0.0,0.0,0.0,0.0,0.0
"Maria da Glória é fruto da ausência familiar em decorrência da morte. Sem pai e mãe, procurou um casamento para formar sua família.",0.0,0.0,0.0,0.0,0.0229007633587786,23.0,0.0,0.0,0.0,0.0,0.0
"Raquel Queiroz foi a primeira mulher a ocupar uma cadeira na Academia Brasileira de Letras, apenas em 1977",0.0,0.0,0.0,0.0,0.0471698113207547,15.0,0.0,0.0,0.0,0.0,0.0
"A história de As Três Marias se passa, em grande parte, na cidade de Fortaleza, no Ceará, terra natal da escritora Rachel de Queiroz.",0.0,0.0,0.0,0.0,0.0601503759398496,19.0,0.0,0.0,0.0,0.0,0.0
"Apesar de personalidades distintas, as três possuem figuras paternas ausentes. Esse motivo favorece seus estudos num colégio interno feminino e religioso.",0.0,0.0,0.0,0.0,0.0129870129870129,19.0,0.0,0.0,0.0,0.0,0.0
O primeiro contato que tive com Rachel foi com a leitura de O Memorial de Maria Moura (há mais de quinze anos).,0.0,0.0,0.0,0.0,0.054054054054054,17.0,0.0,0.0,0.0,0.0,0.0
"Rachel de Queiroz foi a primeira mulher a ganhar o Prêmio Camões, em suas obras ela busca retratar a realidade social do povo nordestino, dando sempre ênfase as papel da mulher na sociedade.",0.0,0.0,0.0,0.0,0.0210526315789473,30.0,0.0,0.0,0.0,0.0,0.0
"O tempo passa, o período no internato acaba e cada uma segue seu rumo, mas sempre próximas.",0.0,0.0,0.0,0.0,0.0109890109890109,16.0,0.0,0.0,0.0,0.0,0.0
"Glória se casa e tem um filho, Maria José vai morar com a mãe e com os irmãos, leva uma vida mais regrada, voltada para a religião e se torna professora.",0.0,0.0,0.0,0.0,0.0196078431372549,30.0,0.0,0.0,0.0,0.0,0.0
"Triste com os acontecimentos recentes, Guta passa as férias no Rio de Janeiro, conhece Isaac e se envolve com ele, tendo sua primeira noite de amor.",0.0,0.0,0.0,0.0,0.0337837837837837,24.0,0.0,0.0,0.0,0.0,0.0
"Pouco tempo depois aborta e, após sucessivas desilusões, resolve voltar ao interior para viver com a família",0.0,0.0,0.0,0.0,0.0092592592592592,16.0,0.0,0.0,0.0,0.0,0.0
"O início do livro traz um texto do Fábio Fernandes (tradutor) explicando ao leitor os motivos de terem usado determinados termos na tradução, e tentando deixar claro quão complexo as gírias são. ",0.0,0.0,0.0,0.0,0.0153846153846153,31.0,0.0,0.0,0.0,0.0,0.0
"Quando Anthony Burgess escreveu essa obra, junto confeccionou um vasto vocabulário de gírias a serem usados pelos jovens na sua história.",0.0,0.0,0.0,0.0,0.0218978102189781,19.0,0.0,0.0,0.0,0.0,0.0
"Kubrick, ao dirigir a obra para o cinema, baseou-se na edição norte-americana.",0.0,0.0,0.0,0.0,0.0128205128205128,9.0,0.0,0.0,0.0,0.0,0.0
"O livro aborda diversos temas sociais, porém o racismo é o foco principal.",0.0,0.0,0.0,0.0,0.0135135135135135,12.0,0.0,0.0,0.0,0.0,0.0
"Harper Lee aborda temas muito polêmicos, como o racismo e o Bullying, pelos olhos inocentes de uma criança de 7 anos. ",0.0,0.0,0.0,0.0,0.0254237288135593,17.0,0.0,0.0,0.0,0.0,0.0
"O livro é contado pela voz de Jean Louise (Scout), alterando com um segundo narrador.",0.0,0.0,0.0,0.0,0.0470588235294117,13.0,0.0,0.0,0.0,0.0,0.0
"A história criada por Harper Lee se passa em 1935, pouco após a Grande Depressão, uma época em que a discriminação racial era vista como algo perfeitamente normal.",0.0,0.0,0.0,0.0,0.0306748466257668,23.0,0.0,0.0,0.0,0.0,0.0
O livro narra inicialmente a saga de João Romão rumo ao enriquecimento,0.0,0.0,0.0,0.0,0.0428571428571428,10.0,0.0,0.0,0.0,0.0,0.0
" Para acumular capital, ele explora os empregados e se utiliza até do furto para conseguir atingir seus objetivos.",0.0,0.0,0.0,0.0,0.0087719298245614,18.0,0.0,0.0,0.0,0.0,0.0
"Opera-se uma transformação no português trabalhador, que muda todos os seus hábitos",0.0,0.0,0.0,0.0,0.0120481927710843,11.0,0.0,0.0,0.0,0.0,0.0
