,count_words,count_capitalized,count_elongated,count_mentions,count_url,proportion_capitalized,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,count_named_entities,count_number_date_time,future_tense,rule1,rule2,rule3,rule4,rule5,count_dictionary_words,count_expressions,emoji_polarity_score,emoticon_polarity_score,negation,subjectivity,sentence
10,20.0,0.0,0.0,0.0,1.0,0.0517241379310344,0.1308181818181818,2.878,0.1620909090909091,3.566,0.2020909090909091,4.446000000000001,0.165,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,Pense em qualidade ao comprar um notebook! Pense em Dell! ;) Compre com 5% de desconto à vista http://bit.ly/1K9xC32
11,20.0,0.0,0.0,0.0,1.0,0.0625,0.1543181818181818,3.395,0.2005909090909091,4.413,0.2375454545454545,5.226,0.1992727272727273,4.384,0.0052727272727272,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,Comece a semana com a qualidade de um Notebook Dell Inspiron e desconto de 5% à vista: http://bit.ly/1MmyNlw  =D
12,23.0,1.0,0.0,1.0,0.0,0.0223880597014925,0.10124,2.531,0.0546399999999999,1.366,0.1071199999999999,2.678,0.09468,2.367,0.03252,0.8130000000000001,3.0,3.0,3.0,3.0,0.12,0.12,0.12,0.12,0.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,1.0,"@pontofrio quero mandar de volta e cancelar a compra, não gostei desse notebook prefiro muito mais um Dell depois dessa HP nunca mais."
13,12.0,1.0,1.0,0.0,1.0,0.040650406504065,0.0659090909090909,0.725,0.0805454545454545,0.886,0.0,0.0,0.0488181818181818,0.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Análise: notebook Dell XPS 13 [vídeo] http://www.tecmundo.com.br/dell-xps-13/83034-analise-notebook-dell-xps-13-video.htm …
14,14.0,0.0,0.0,0.0,1.0,0.0759493670886076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,9.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"*Notebook Dell Latitude E6410 Core i5 2.6, 8gb ram, hd 250gb.. R$1100 parcelo.."
15,17.0,0.0,0.0,1.0,0.0,0.0352941176470588,0.1196315789473684,2.273,0.0589473684210526,1.12,0.1759473684210526,3.343,0.1389473684210526,2.64,0.0845263157894736,1.606,1.0,1.0,1.0,1.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,3.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,@tmnobre Por nada! Eu tenho um notebook Dell e já passei muita dor de cabeça com ele.
16,14.0,3.0,0.0,2.0,1.0,0.29,0.134076923076923,1.743,0.1496923076923076,1.946,0.2053846153846154,2.67,0.1630769230769231,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Gostei de um vídeo @YouTube de @eloisasemh http://youtu.be/2gZjHq0pQQY?a  UNBOXING NOTEBOOK DELL A40
17,15.0,0.0,0.0,1.0,0.0,0.0297029702970297,0.0566842105263157,1.077,0.0097368421052631,0.185,0.0428421052631578,0.814,0.0347894736842105,0.661,0.005,0.095,1.0,1.0,1.0,1.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,1.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,"@Irma_Zuleide notebook gosto da marca dell. Sites: o próprio site da dell, americanas, magazine luiza"
18,15.0,2.0,0.0,0.0,0.0,0.1714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC
19,14.0,14.0,0.0,0.0,0.0,0.8266666666666667,0.1135,1.589,0.0781428571428571,1.094,0.1052857142857142,1.474,0.1209285714285714,1.693,0.0657142857142857,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VOLTA PRA MIM NOTEBOOK DA DELL SEU LINDO SINTO FALTA DE APERTAR SUAS TECLAS
20,20.0,12.0,0.0,0.0,1.0,0.5808823529411765,0.05136,1.284,0.1187599999999999,2.969,0.0979999999999999,2.45,0.08812,2.2030000000000003,0.00388,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"VCM II ESCANER DE DIAGNOSTICO ORIGINAL FORD, MERCURY, LINCOLN U$ 550. *OPCIONAL NOTEBOOK DELL U$ 180. Plazo de... http://fb.me/6OUN7fMqB"
21,21.0,0.0,1.0,4.0,1.0,0.0572687224669603,0.0975238095238095,2.048,0.0574761904761904,1.207,0.0846190476190476,1.777,0.1062857142857142,2.232,0.0883809523809523,1.856,1.0,1.0,1.0,1.0,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,1.0,0.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,Comprar memória pro notebook? Impossível! O jeito é reclamar da Dell no @ReclameAQUI: http://www.reclameaqui.com.br/14509101/dell-computadores-do-brasil/impossivel-adicionar-memoria-ao-notebook/ … @DellnoBrasil @Dell @Dellajuda
22,10.0,0.0,0.0,0.0,0.0,0.0,0.0702499999999999,0.843,0.015,0.18,0.10125,1.215,0.0626666666666666,0.752,0.0105,0.126,2.0,2.0,2.0,2.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,"ninguém ai quer comprar um notebook da dell, i5 não?"
23,17.0,0.0,0.0,1.0,1.0,0.1370967741935483,0.1162,1.743,0.1297333333333333,1.946,0.178,2.67,0.1413333333333333,2.12,0.0,0.0,1.0,1.0,1.0,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,Gostei de um vídeo @YouTube http://youtu.be/wvAH8s5UQHs?aNVIDIA … Offboard-Como ativar placa de video dedicada notebook Dell
24,18.0,2.0,0.0,0.0,0.0,0.1333333333333333,0.1063499999999999,2.127,0.0015,0.03,0.1519,3.0380000000000003,0.0865499999999999,1.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,Tinha um notebook Dell com falantes JBL e era um show. Troquei por um HP com Beats... FUÉN
25,16.0,0.0,0.0,0.0,0.0,0.0116279069767441,0.1815555555555555,3.268,0.1021111111111111,1.838,0.1531111111111111,2.756,0.1413888888888889,2.5450000000000004,0.014,0.252,1.0,1.0,1.0,1.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0,2.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,Alguém tem um carregador de notebook da dell disponível ai pra doação? o meu já era...
26,9.0,0.0,0.0,0.0,0.0,0.0185185185185185,0.1688888888888889,1.52,0.1833333333333333,1.65,0.1804444444444444,1.624,0.1775555555555555,1.598,0.0,0.0,2.0,2.0,2.0,2.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Dell formatou meu notebook de graça via suporte remoto
27,8.0,0.0,0.0,0.0,0.0,0.05,0.148625,1.189,0.253375,2.027,0.2615,2.092,0.218875,1.751,0.051875,0.415,2.0,2.0,2.0,2.0,0.25,0.25,0.25,0.25,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,Que merda de notebook esse Dell de bosta
28,9.0,0.0,0.0,0.0,0.0,0.0535714285714285,0.1847,1.847,0.1767,1.767,0.0751,0.751,0.1372,1.372,0.015,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Fonte carregadora notebook Dell - Alguém tem pra vender?
29,28.0,0.0,0.0,0.0,0.0,0.0202702702702702,0.1115454545454545,3.681,0.0356363636363636,1.1760000000000002,0.0967272727272727,3.192,0.1007272727272727,3.324,0.0691818181818181,2.283,2.0,2.0,2.0,2.0,0.0606060606060606,0.0606060606060606,0.0606060606060606,0.0606060606060606,3.0,0.0,3.0,2.0,1.0,3.0,0.0,4.0,1.0,0.0,2.0,8.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,1.0,"Vou te trocar, notebook. Foi muito bom esses 5 anos q passamos juntos, love u mas n da p ser assim #dell #2011 Link permanente da imagem incorporada"
30,18.0,0.0,0.0,2.0,0.0,0.0289855072463768,0.0111578947368421,0.212,0.009,0.171,0.0024736842105263,0.047,0.0056842105263157,0.108,0.0056315789473684,0.107,2.0,2.0,2.0,2.0,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,3.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,"Estou extremamente insatisfeita com meu notebook Dell novo, pois a placa wireless Intel 7260 conectividade ruim @dellnoBrasil @intelbrasil"
31,16.0,1.0,0.0,1.0,1.0,0.1351351351351351,0.1084117647058823,1.843,0.1051764705882352,1.7879999999999998,0.1598823529411764,2.718,0.1244705882352941,2.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Gostei de um vídeo @YouTube http://youtu.be/88yjAQgkn4k?a[REVIEW …] Notebook Dell Inspiron 14 Série 5000 (5447)
32,31.0,0.0,0.0,0.0,0.0,0.0518518518518518,0.0454999999999999,1.7289999999999996,0.0543947368421052,2.067,0.0813157894736842,3.09,0.0592368421052631,2.251,0.0066052631578947,0.251,2.0,2.0,2.0,2.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,2.0,3.0,2.0,1.0,1.0,5.0,0.0,7.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,1.0,1.0,"A Dell viu meu nome e me vendeu o notebook com defeito, né possível! Um i5, 6GB de memória, q não rende o q uns i3 2GB rendem por ai ><"
33,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,shauhsauhs comprei meu notebook deus e pai dell grilado
34,24.0,1.0,0.0,1.0,0.0,0.0514705882352941,0.073074074074074,1.973,0.036037037037037,0.973,0.0677777777777777,1.83,0.069074074074074,1.865,0.0302962962962962,0.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,3.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,@hey_mika Acredite a Dell é uma das poucas marcas  de notebook que ainda prestam. Tinha um notebook da HP que obsensor Wi Fi derretia...
35,26.0,0.0,0.0,1.0,0.0,0.0074626865671641,0.0390384615384615,1.015,0.0136538461538461,0.355,0.0416923076923076,1.084,0.0288076923076923,0.7489999999999999,0.0052692307692307,0.137,2.0,2.0,2.0,2.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,1.0,0.0,0.0,3.0,4.0,0.0,5.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0,"@hey_mika e comprar um adaptador usb, a Dell falou pra mandar o notebook pra garantia, mas ela não garantia o conserto e etc ¯\_(ツ)_/¯"
36,22.0,4.0,0.0,0.0,0.0,0.1842105263157894,0.0021538461538461,0.056,0.0033461538461538,0.087,0.001576923076923,0.041,0.0023461538461538,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,"Meu notebook atual veio com antivírus McAfee. MEU DEUS COMO É RUIM! Por que a Dell trocou a Norton por eles, hein?"
37,16.0,0.0,0.0,0.0,1.0,0.1525423728813559,0.02585,0.517,0.0905499999999999,1.811,0.08565,1.713,0.06735,1.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Notebook Ultrafino Dell Vostro V14T-5470-A20 com Intel Core i5 4GB (2GB de Memória Dedicada)... http://fb.me/7xxI5q6DT
38,17.0,0.0,0.0,1.0,1.0,0.1370967741935483,0.1162,1.743,0.1297333333333333,1.946,0.178,2.67,0.1413333333333333,2.12,0.0,0.0,1.0,1.0,1.0,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,Gostei de um vídeo @YouTube http://youtu.be/wvAH8s5UQHs?aNVIDIA … Offboard-Como ativar placa de video dedicada notebook Dell
39,12.0,0.0,0.0,0.0,2.0,0.0956521739130434,0.048875,0.782,0.0514375,0.823,0.0,0.0,0.0334375,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"Dell Latitude E6510 Notebook Computer, Intel ... http://twib.in/l/9jjyGrBLrGE  #laptop #corei7 , https://twibble.io"
40,22.0,0.0,0.0,1.0,0.0,0.05,0.0716538461538461,1.863,0.0593461538461538,1.543,0.0741923076923077,1.929,0.0637692307692307,1.658,0.0113846153846153,0.296,2.0,2.0,2.0,2.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,2.0,1.0,2.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,"@DellnoBrasil Olá,comprei uma bateria nova para meu notebook Dell inspiron N4050. Gostaria de saber qual o tempo da primeira carga.Obrigado!"
41,19.0,0.0,0.0,1.0,1.0,0.0873015873015873,0.0417058823529411,0.709,0.0,0.0,0.058235294117647,0.99,0.0332941176470588,0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Adicionei um vídeo a uma playlist @YouTube http://youtu.be/qwQ37Rmumxc?aPeixe … Dicas - Unboxing Notebook Dell Vostro 5470 a60
