count_words,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,subjectivity
23,0,4,0,2,0,2,0,4,0,0,1,3,4,0,0,3,0,0
5,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
17,1,2,1,0,0,1,0,1,0,0,3,0,3,0,0,3,0,0
6,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
7,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
20,2,1,2,1,2,2,0,2,0,0,2,2,4,2,0,2,0,0
24,1,4,1,1,1,5,0,6,0,0,0,0,1,0,0,3,0,0
18,0,4,0,0,0,3,0,4,0,0,2,0,4,1,0,4,0,0
14,1,2,1,0,1,2,0,2,0,0,2,0,2,1,0,3,0,0
11,2,1,2,1,0,2,0,2,0,0,0,1,3,0,0,0,0,0
17,0,2,0,0,0,3,0,2,0,0,1,0,2,1,0,4,0,0
18,0,3,0,1,0,3,0,2,0,0,0,3,2,2,0,2,0,0
11,1,2,1,0,0,4,0,3,0,0,0,0,2,0,0,0,0,0
19,0,5,0,0,0,3,0,4,1,0,0,2,6,0,0,1,0,0
27,2,4,2,1,1,4,0,5,0,0,1,2,2,0,0,4,0,0
8,1,0,1,2,0,1,0,1,0,0,0,2,2,0,0,0,0,0
5,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
34,2,6,2,0,2,6,0,9,0,0,1,2,4,1,0,4,0,0
14,1,1,1,1,0,3,0,3,0,0,1,0,2,1,0,2,0,0
65,3,12,3,1,2,10,0,13,0,0,1,10,7,0,0,11,0,0
18,2,3,2,0,0,1,0,3,0,0,3,0,3,0,0,5,0,0
33,2,4,2,1,0,5,0,9,0,0,2,0,6,2,0,5,0,0
61,2,9,2,2,2,8,0,11,0,0,10,0,3,3,0,10,0,0
11,1,2,1,0,0,2,0,1,0,0,1,0,2,1,0,2,0,0
13,0,1,0,0,1,2,0,3,0,0,2,1,2,0,0,2,0,0
4,0,0,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0
13,0,1,0,1,0,2,0,1,1,0,2,0,5,0,0,2,0,0
16,0,3,0,0,1,4,0,5,0,0,0,1,1,0,0,2,0,0
21,0,5,0,0,1,7,0,6,0,0,1,0,3,0,0,1,0,0
12,0,0,0,0,1,1,0,2,0,0,4,0,3,1,0,3,0,0
7,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,2,0,0
42,2,6,2,1,1,13,0,11,0,0,4,1,3,0,0,3,0,0
21,2,4,2,3,0,4,0,3,0,0,2,0,4,1,0,0,0,0
11,1,2,1,0,1,2,0,4,0,0,0,0,1,0,0,1,0,0
6,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0
32,1,6,1,1,1,5,0,8,0,0,3,3,3,1,0,3,0,0
15,1,3,1,1,1,2,0,5,0,0,1,0,3,0,0,1,0,0
26,0,3,0,0,1,3,0,3,0,0,4,0,3,3,0,6,0,0
48,0,8,0,1,1,10,0,10,0,0,3,2,7,2,0,6,0,0
16,0,1,0,0,0,4,0,3,0,0,0,4,5,1,0,1,0,0
18,0,3,0,1,0,2,0,1,0,0,2,7,2,0,0,1,0,0
23,0,3,0,2,0,2,0,2,0,0,6,0,2,1,0,6,0,0
6,2,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0
90,1,19,1,0,0,23,0,25,0,0,2,6,12,0,0,4,0,0
27,1,2,1,2,0,3,0,2,0,0,3,2,2,3,0,5,0,0
8,0,0,0,0,0,1,0,2,1,0,1,1,1,0,0,1,0,0
6,0,0,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0
35,2,5,2,3,0,5,0,6,0,0,2,2,3,3,0,5,0,0
33,1,3,1,1,0,5,0,7,0,0,4,1,6,3,0,7,0,0
11,0,2,0,0,1,2,0,3,0,0,0,1,1,0,0,2,0,0
15,0,3,0,1,1,2,0,4,0,0,0,1,4,0,0,2,0,0
16,0,4,0,0,0,3,0,5,1,0,0,1,3,0,0,0,0,0
11,1,1,1,0,0,1,0,2,0,0,3,0,1,0,0,2,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0
25,2,4,2,1,1,5,0,5,0,0,0,2,3,1,0,3,0,0
27,2,2,2,2,1,4,0,5,0,0,4,0,2,1,0,4,0,0
50,7,7,7,1,2,7,0,9,0,0,3,1,9,1,0,6,0,0
25,0,3,0,0,2,4,0,3,0,0,4,2,3,1,0,5,0,0
9,0,0,0,0,0,2,0,2,0,0,1,0,2,0,0,3,0,0
25,1,3,1,0,1,5,0,4,0,0,1,9,7,0,0,1,0,0
27,4,3,4,1,0,4,0,5,0,0,5,0,3,1,0,4,0,0
15,0,4,0,0,2,2,0,6,0,0,0,0,4,0,0,1,0,0
8,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0
19,1,3,1,1,1,5,0,3,2,0,1,0,2,1,0,1,0,0
43,2,4,2,0,3,12,0,9,0,0,2,2,8,0,0,4,0,0
55,4,7,4,1,0,7,0,12,1,0,1,0,12,4,0,7,0,0
8,0,2,0,1,0,2,0,2,0,0,0,0,2,0,0,0,0,0
10,0,1,0,0,0,3,0,2,0,0,1,0,3,1,0,1,0,0
5,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
28,1,4,1,1,2,2,0,5,1,0,3,0,4,2,0,6,0,0
14,0,0,0,0,1,3,0,2,0,0,2,0,1,1,0,5,0,0
19,0,2,0,0,0,3,0,5,0,0,3,1,2,1,0,4,0,0
23,0,5,0,0,0,4,0,4,0,0,6,0,1,0,0,2,0,0
19,0,2,0,0,1,4,0,3,0,0,0,3,4,0,0,4,0,0
15,0,2,0,0,1,2,0,3,2,0,0,1,2,0,0,3,0,0
44,2,6,2,2,1,4,0,6,0,0,3,0,9,4,0,8,0,0
19,1,1,1,0,0,3,0,3,0,0,3,0,1,1,0,4,0,0
18,0,3,0,0,0,5,0,3,1,0,2,0,2,1,0,2,0,0
17,2,3,2,0,1,3,0,5,0,0,0,0,1,0,0,2,0,0
20,1,2,1,0,1,3,0,4,0,0,1,1,3,1,0,4,0,0
26,1,4,1,0,2,3,0,5,0,0,0,6,6,1,0,2,0,0
12,1,1,1,1,0,3,0,1,1,0,2,0,1,0,0,1,0,0
16,0,3,0,0,1,3,0,4,0,0,1,0,2,1,0,3,0,0
7,0,0,0,0,0,1,0,2,0,0,1,1,2,0,0,1,0,0
13,0,0,0,0,1,2,0,3,0,0,3,0,3,0,0,4,0,0
26,0,4,0,0,1,3,0,4,2,0,3,0,3,2,0,4,0,0
38,5,8,5,2,0,3,0,8,0,0,5,0,2,1,0,3,0,0
12,1,0,1,0,0,3,0,1,0,0,3,2,1,0,0,2,0,0
23,1,4,1,0,1,5,0,6,0,0,2,0,3,1,0,3,0,0
40,4,3,4,4,3,9,0,11,0,0,2,2,8,0,0,2,0,0
6,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,3,0,0
28,3,5,3,1,0,2,0,4,0,0,2,4,4,0,0,3,0,0
7,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
22,0,5,0,0,0,4,0,5,0,0,0,3,4,0,0,2,0,0
10,0,2,0,0,0,3,0,3,1,0,0,0,1,0,0,1,0,0
28,4,5,4,0,1,7,0,7,0,0,1,0,2,0,0,1,0,0
12,1,3,1,0,0,3,0,4,0,0,1,0,1,0,0,0,0,0
42,3,6,3,1,1,8,0,9,0,0,1,1,2,5,0,5,0,0
19,0,1,0,1,2,2,0,2,0,0,1,0,3,2,0,6,0,0
18,1,4,1,0,0,4,0,4,0,0,0,3,3,0,0,2,0,0
15,0,2,0,0,2,4,0,4,0,0,0,0,3,0,0,1,0,0
30,4,3,4,1,1,4,0,5,0,0,3,0,3,1,0,6,0,0
52,2,8,2,0,2,11,0,9,1,0,2,3,6,2,0,6,0,0
7,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,2,0,0
19,0,3,0,0,1,4,0,5,0,0,1,3,2,0,0,1,0,0
7,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,0
65,5,8,5,2,3,9,0,12,2,0,3,5,15,1,0,6,0,0
8,0,1,0,1,0,2,0,1,1,0,0,0,2,0,0,0,0,0
17,1,3,1,1,2,2,0,2,0,0,0,3,4,0,0,1,0,0
18,1,1,1,2,3,1,0,1,0,0,2,0,4,2,0,3,0,0
8,0,1,0,1,0,1,0,3,0,0,1,0,1,0,0,1,0,0
21,2,3,2,0,1,6,0,6,0,0,1,0,1,0,0,2,0,0
18,1,3,1,1,1,2,0,3,0,0,3,0,2,0,0,2,0,0
8,0,1,0,0,0,2,0,1,0,0,1,0,1,1,0,2,0,0
12,0,2,0,1,1,2,0,2,0,0,0,0,1,1,0,2,0,0
10,1,2,1,0,0,0,0,1,0,0,1,3,2,0,0,2,0,0
46,2,7,2,2,2,8,0,8,0,0,5,0,5,1,0,9,0,0
27,2,4,2,1,2,4,0,5,0,0,0,3,1,0,0,4,0,0
4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
45,4,4,4,2,1,9,0,8,2,0,5,0,9,1,0,4,0,0
21,1,2,1,2,1,3,0,4,0,0,3,0,4,0,0,4,0,0
13,0,1,0,1,0,3,0,4,0,0,0,2,3,1,0,1,0,0
18,2,4,2,1,1,1,0,3,0,0,2,1,2,0,0,3,0,0
3,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
7,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0
12,3,1,3,0,1,1,0,2,0,0,1,0,1,0,0,1,0,0
26,1,3,1,0,0,7,0,8,0,0,1,0,3,0,0,5,0,0
39,5,7,5,0,5,4,0,6,0,0,3,0,3,1,0,5,0,0
30,4,6,4,0,0,8,0,7,0,0,1,0,9,1,0,2,0,0
31,0,2,0,0,4,2,0,8,0,0,5,0,10,2,0,4,0,0
27,3,3,3,0,0,3,0,12,0,0,2,2,13,0,0,4,0,0
19,0,3,0,0,1,4,0,6,0,0,1,2,1,0,0,2,0,0
58,5,9,5,1,3,10,0,13,0,0,7,1,6,1,0,5,0,0
35,4,3,4,2,1,5,0,6,1,0,5,0,7,0,0,4,0,0
17,1,2,1,0,0,3,0,3,0,0,1,1,2,1,0,3,0,0
24,0,1,0,0,1,3,0,4,0,0,2,0,2,4,0,6,0,0
6,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0
32,2,5,2,1,1,5,0,6,0,0,2,1,1,1,0,6,0,0
15,1,3,1,1,0,2,0,2,0,0,2,0,5,1,0,0,0,0
4,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0
14,1,1,1,1,1,0,0,0,0,0,2,0,3,2,0,3,0,0
7,1,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0
19,1,4,1,1,0,3,0,7,2,0,0,0,7,0,0,1,0,0
7,0,0,0,0,1,2,0,1,0,0,0,1,1,0,0,1,0,0
13,0,2,0,0,1,3,0,2,0,0,1,0,1,1,0,3,0,0
86,6,6,6,4,1,14,0,18,1,0,4,1,23,8,0,5,0,0
25,3,2,3,1,1,3,0,4,0,0,1,0,3,2,0,3,0,0
12,0,2,0,0,1,2,0,2,0,0,1,0,1,0,0,4,0,0
6,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0
26,1,3,1,0,1,7,0,4,0,0,1,2,5,1,0,3,0,0
11,1,1,1,0,0,1,0,3,0,0,0,1,4,0,0,1,0,0
8,1,1,1,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0
23,1,3,1,1,1,4,0,6,1,0,1,1,3,1,0,2,0,0
31,3,6,3,0,0,6,0,5,0,0,1,4,3,0,0,3,0,0
13,0,3,0,0,0,3,0,4,0,0,0,2,1,0,0,1,0,0
10,0,1,0,0,0,2,0,2,0,0,2,0,1,1,0,2,0,0
17,4,2,4,2,2,2,0,1,0,0,0,0,1,1,0,1,0,0
10,1,0,1,0,0,2,0,2,0,0,0,2,2,1,0,1,0,0
41,0,5,0,1,2,6,0,10,0,0,5,1,1,3,0,6,0,0
17,1,3,1,0,0,4,0,2,0,0,1,3,3,0,0,1,0,0
14,0,1,0,1,1,1,0,2,0,0,0,1,2,1,0,5,0,0
20,0,3,0,0,1,6,0,4,0,0,1,1,2,0,0,3,0,0
27,1,4,1,0,1,2,0,4,0,0,6,0,3,2,0,7,0,0
4,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
8,0,1,0,1,0,1,0,0,0,0,0,3,3,0,0,0,0,0
18,2,0,2,1,1,0,0,0,0,0,2,0,3,1,0,5,0,0
31,4,6,4,0,2,5,0,7,0,0,3,1,2,0,0,3,0,0
52,4,2,4,1,3,4,0,6,0,0,7,0,6,5,0,16,0,0
28,0,4,0,1,1,3,0,5,0,0,5,2,3,1,0,5,0,0
17,2,2,2,1,1,3,0,2,0,0,4,0,1,0,0,2,0,0
26,1,1,1,2,3,4,0,3,2,0,1,0,2,1,0,5,0,0
24,0,4,0,1,0,4,0,4,0,0,1,6,6,1,0,2,0,0
24,1,4,1,1,1,5,0,6,0,0,1,2,2,0,0,1,0,0
45,2,4,2,0,3,11,0,10,1,0,3,1,3,1,0,4,0,0
18,1,2,1,1,0,4,0,4,0,0,0,0,2,0,0,2,0,0
15,0,3,0,0,0,2,0,3,0,0,1,2,2,0,0,2,0,0
8,1,1,1,0,0,3,0,1,0,0,0,0,2,0,0,1,0,0
32,0,3,0,1,1,6,0,5,0,0,4,1,10,0,0,5,0,0
9,0,1,0,0,0,2,0,3,0,0,0,0,2,0,0,1,0,0
22,1,2,1,2,1,3,0,5,0,0,1,0,4,3,0,4,0,0
6,1,1,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0
8,1,1,1,0,0,2,0,2,0,0,0,0,1,0,0,2,0,0
5,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0
31,1,7,1,2,1,5,0,8,0,0,0,5,5,0,0,0,0,0
7,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,2,0,0
12,0,1,0,0,1,2,0,2,0,0,2,0,2,1,0,2,0,0
8,0,1,0,0,0,2,0,2,0,0,1,0,2,0,0,2,0,0
11,0,0,0,0,0,2,0,3,0,0,1,0,2,0,0,2,0,0
42,2,8,2,1,3,6,0,11,0,0,1,2,6,0,0,4,0,0
29,0,3,0,1,1,5,0,7,0,0,0,2,3,2,0,5,0,0
5,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0
15,1,2,1,1,1,2,0,3,0,0,0,0,2,1,0,3,0,0
22,3,2,3,1,2,1,0,5,0,0,2,0,4,0,0,4,0,0
16,0,0,0,3,0,0,0,0,5,0,3,0,2,1,0,1,0,0
9,1,0,1,1,0,0,0,0,0,0,3,0,3,0,0,1,0,0
22,0,4,0,0,0,5,0,4,0,0,4,0,2,1,0,3,0,0
14,0,2,0,0,1,0,0,2,0,0,2,0,3,1,0,6,0,0
12,0,2,0,0,1,1,0,2,0,0,1,0,2,0,0,2,0,0
18,0,1,0,1,2,4,0,6,0,0,0,2,5,0,0,0,0,0
12,0,2,0,1,0,2,0,3,0,0,0,1,3,1,0,1,0,0
32,0,9,0,0,0,5,0,9,2,0,0,0,7,0,0,3,0,0
4,1,0,1,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0
12,1,2,1,0,0,1,0,2,0,0,3,0,2,0,0,2,0,0
23,1,1,1,3,2,2,0,2,0,0,1,2,4,1,0,3,0,0
6,0,1,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0
20,3,2,3,0,0,4,0,3,0,0,1,1,2,1,0,2,0,0
22,3,1,3,2,0,1,0,3,1,0,1,8,5,0,0,2,0,0
13,3,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,8,0
15,1,0,1,1,0,2,0,2,0,0,3,0,2,2,0,4,0,0
3,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0
16,3,2,3,0,1,1,0,1,0,0,0,1,1,2,0,3,0,0
21,1,2,1,2,0,4,0,4,0,0,2,1,2,2,0,3,0,0
46,6,9,6,0,3,10,0,11,0,0,0,0,5,2,0,5,0,0
24,4,3,4,1,0,5,0,5,0,0,1,0,1,1,0,1,0,0
3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
43,0,5,0,1,1,9,0,8,0,0,0,3,7,3,0,7,0,0
29,3,4,3,2,0,5,0,6,0,0,3,1,3,1,0,2,0,0
19,0,1,0,3,2,3,0,3,0,0,2,0,2,1,0,3,0,0
35,2,5,2,2,1,7,0,5,1,0,1,1,2,3,0,6,0,0
18,0,2,0,0,0,4,0,3,0,0,1,1,4,1,0,3,0,0
139,8,18,8,4,5,27,0,27,2,0,10,2,20,4,0,17,0,0
22,4,2,4,2,2,2,0,4,0,0,1,0,3,2,0,1,0,0
15,0,1,0,1,1,3,0,4,0,0,0,0,5,0,0,1,0,0
10,0,2,0,0,1,0,0,1,0,0,1,0,1,1,0,3,0,0
23,0,3,0,0,1,5,0,6,0,0,1,0,4,2,0,5,0,0
22,0,1,0,0,0,4,0,3,0,0,2,1,2,3,0,5,0,0
13,1,2,1,1,0,2,0,1,0,0,0,5,1,0,0,1,0,0
26,2,3,2,3,1,2,0,2,1,0,3,0,3,3,0,2,0,0
32,1,4,1,1,0,8,0,8,0,0,3,1,3,2,0,4,0,0
56,1,8,1,4,2,11,0,10,0,0,5,4,4,1,0,7,0,0
7,0,2,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0
20,0,2,0,1,0,4,0,5,2,0,1,2,1,0,0,2,0,0
11,0,2,0,1,1,0,0,3,0,0,1,1,1,1,0,1,0,0
13,1,1,1,0,1,2,0,3,1,0,1,0,1,0,0,3,0,0
3,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0
15,1,0,1,1,1,3,0,3,0,0,4,0,2,0,0,1,0,0
22,1,2,1,0,1,1,0,3,0,0,2,5,6,0,0,3,0,0
10,0,0,0,1,1,0,0,1,0,0,0,1,2,2,0,3,0,0
10,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,4,0,0
30,0,6,0,0,0,6,0,7,0,0,2,2,2,1,0,3,0,0
7,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0
7,0,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0
11,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,4,0,0
21,0,2,0,1,1,3,0,3,1,0,0,6,5,0,0,2,0,0
26,1,2,1,2,1,3,0,4,0,0,2,2,3,1,0,2,0,0
23,2,4,2,2,1,3,0,3,0,0,1,2,2,0,0,2,0,0
6,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1,0,0
24,2,3,2,1,2,2,0,3,0,0,0,0,4,4,0,5,0,0
8,1,1,1,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0
15,1,2,1,0,1,2,0,2,0,0,0,2,1,1,0,4,0,0
17,3,2,3,1,2,3,0,1,0,0,1,0,0,0,0,4,0,0
16,2,1,2,1,2,4,0,4,0,0,0,0,2,0,0,1,0,0
6,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
36,2,6,2,2,1,5,0,8,0,0,2,0,4,3,0,6,0,0
31,2,4,2,0,3,6,0,7,0,0,0,3,1,0,0,4,0,0
31,2,5,2,0,1,5,0,3,0,0,3,1,7,1,0,4,0,0
12,0,2,0,1,1,3,0,3,0,0,0,0,3,0,0,2,0,0
5,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,0
18,0,1,0,0,1,3,0,3,0,0,3,0,3,1,0,4,0,0
18,0,4,0,0,1,2,0,3,0,0,3,0,2,0,0,2,0,0
14,2,1,2,2,0,3,0,1,0,0,3,1,1,0,0,0,0,0
15,1,1,1,1,0,3,0,4,0,0,1,1,4,1,0,1,0,0
22,2,2,2,1,0,3,0,3,0,0,3,2,3,1,0,2,0,0
26,3,3,3,1,2,2,0,4,0,0,3,0,3,1,0,4,0,0
19,0,3,0,0,0,5,0,5,0,0,2,0,1,1,0,3,0,0
3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8,1,1,1,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0
4,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0
76,9,10,9,2,3,16,0,16,0,0,5,0,11,3,0,7,0,0
26,0,3,0,0,0,3,0,4,2,0,2,2,4,2,0,5,0,0
31,1,2,1,1,1,9,0,7,0,0,2,1,8,1,0,1,0,0
10,0,1,0,1,1,1,0,2,0,0,2,0,2,0,0,2,0,0
9,0,1,0,0,1,1,0,1,0,0,2,0,3,0,0,0,0,0
69,3,9,3,2,1,15,0,19,0,0,7,0,11,1,0,6,0,0
4,1,0,1,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
26,3,3,3,3,1,4,0,4,0,0,3,0,3,0,0,2,0,0
23,0,3,0,0,2,2,0,5,0,0,1,3,2,1,0,5,0,0
25,2,4,2,1,1,4,0,5,1,0,2,3,3,0,0,1,0,0
30,2,5,2,1,0,7,0,8,0,0,1,0,3,1,0,2,0,0
20,0,2,0,2,1,1,0,1,0,0,6,0,2,0,0,2,0,0
39,3,9,3,0,1,9,0,8,0,0,1,2,1,3,0,3,0,0
23,3,2,3,0,1,4,0,3,0,0,1,0,2,2,0,5,0,0
12,0,3,0,1,0,2,0,2,1,0,2,0,1,0,0,0,0,0
6,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0
31,0,5,0,2,1,7,0,7,2,0,0,1,4,2,0,4,0,0
9,0,2,0,0,0,1,0,1,0,0,2,2,1,0,0,1,0,0
11,0,3,0,0,0,2,0,5,0,0,0,0,1,0,0,2,0,0
15,2,1,2,0,1,2,0,3,0,0,2,1,3,1,0,2,0,0
7,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0
10,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,4,0,0
4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,2,3,2,1,0,2,0,4,0,0,2,0,1,0,0,1,0,0
22,0,0,0,1,0,2,0,2,0,0,0,14,3,0,0,2,1,0
35,3,3,3,0,1,7,0,7,0,0,3,1,3,2,0,6,0,0
15,1,2,1,1,0,4,0,4,0,0,0,0,2,0,0,2,0,0
29,2,4,2,0,2,8,0,4,0,0,1,4,2,0,0,4,0,0
25,2,4,2,2,0,6,0,5,0,0,1,3,3,0,0,1,0,0
17,2,3,2,1,1,4,0,3,0,0,0,3,1,0,0,0,0,0
12,2,1,2,0,0,2,0,2,0,0,0,0,3,1,0,2,0,0
48,3,7,3,3,2,10,0,9,2,0,0,0,3,3,0,8,0,0
34,2,4,2,1,0,4,0,5,0,0,4,2,5,3,0,6,0,0
26,1,3,1,2,1,5,0,5,0,0,1,0,4,1,0,6,0,0
17,0,3,0,1,0,3,0,2,2,0,2,0,2,1,0,1,0,0
9,0,1,0,1,0,3,0,2,1,0,0,0,1,0,0,1,0,0
16,0,2,0,0,1,2,0,2,0,0,2,1,2,1,0,3,0,0
15,0,2,0,0,2,4,0,4,0,0,1,0,1,0,0,2,0,0
6,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0
5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
21,2,2,2,1,2,3,0,5,0,0,1,0,1,0,0,4,0,0
9,0,2,0,0,0,3,0,3,0,0,0,0,1,0,0,1,0,0
17,2,3,2,0,0,0,0,2,0,0,3,0,2,0,0,4,0,0
13,0,1,0,0,0,2,0,2,0,0,3,0,2,1,0,2,0,0
11,0,2,0,1,1,3,0,2,0,0,1,0,1,0,0,1,0,0
12,1,4,1,0,1,1,0,1,0,0,1,2,1,0,0,1,0,0
51,5,8,5,1,1,10,0,12,0,0,4,0,4,2,0,5,0,0
28,1,5,1,3,2,5,0,6,0,0,2,1,6,0,0,2,0,0
21,1,4,1,0,0,4,0,3,0,0,3,0,2,1,0,4,0,0
7,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0
9,0,0,0,1,0,2,0,1,0,0,3,0,1,0,0,1,0,0
48,1,8,1,1,1,12,0,12,1,0,0,0,8,2,0,4,0,0
10,1,0,1,2,1,0,0,1,0,0,0,0,2,1,0,2,0,0
18,2,1,2,2,1,3,0,1,0,0,1,3,2,1,0,1,0,0
17,0,2,0,1,0,4,0,3,1,0,2,1,3,0,0,1,0,0
7,1,2,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
16,1,2,1,1,1,2,1,1,0,0,1,3,4,0,0,1,0,0
51,3,12,3,0,1,10,0,12,0,0,0,2,5,3,0,5,0,0
6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0
33,2,4,2,0,0,5,0,7,1,0,1,2,3,4,0,5,0,0
26,2,3,2,1,2,5,0,6,0,0,2,0,2,1,0,2,0,0
38,0,4,0,3,4,6,0,5,1,0,2,0,7,2,0,8,0,0
5,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
7,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0
20,1,2,1,1,0,3,0,4,0,0,1,0,2,2,0,3,0,0
11,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,4,0,0
26,1,3,1,2,0,4,0,4,0,0,2,2,4,1,0,3,0,0
31,0,3,0,1,3,4,0,4,1,0,2,0,7,1,0,7,0,0
38,0,5,0,0,2,7,0,5,0,0,2,4,5,2,0,4,0,0
13,0,3,0,0,1,4,0,4,0,0,0,0,5,0,0,0,0,0
11,2,1,2,1,1,1,0,2,0,0,1,0,3,0,0,1,0,0
7,0,1,0,1,0,1,0,2,1,0,0,0,1,0,0,1,0,0
7,1,0,1,1,1,0,0,0,1,0,2,0,2,0,1,0,0,0
28,0,5,0,1,3,3,0,8,0,0,1,0,3,1,0,4,0,0
10,0,1,0,0,0,2,0,3,0,0,1,1,2,0,0,1,0,0
23,1,6,1,0,1,4,0,7,0,0,2,0,4,0,0,2,0,0
29,0,4,0,1,1,4,0,7,0,0,4,0,3,1,0,5,0,0
26,2,4,2,0,2,3,0,7,0,0,2,0,8,1,0,2,0,0
14,1,3,1,0,0,3,0,3,0,0,0,0,1,1,0,2,0,0
25,1,1,1,0,1,3,0,3,0,0,3,1,3,3,0,8,0,0
8,1,2,1,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0
19,0,2,0,1,0,3,0,3,0,0,5,0,1,1,0,4,0,0
19,1,2,1,0,0,4,0,4,0,0,1,0,2,1,0,5,0,0
25,2,2,2,2,2,3,0,5,0,0,2,0,4,0,0,5,0,0
29,1,6,1,2,1,6,0,8,0,0,2,0,4,0,0,3,0,0
14,1,0,1,2,1,0,0,2,0,0,4,0,2,1,0,2,0,0
31,2,5,2,4,1,3,0,5,0,0,4,4,5,1,0,2,0,0
25,4,0,4,1,2,5,0,6,0,0,0,0,5,1,0,2,0,0
24,1,4,1,0,0,6,0,5,0,0,1,2,1,0,0,3,0,0
3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
42,5,6,5,0,2,7,0,9,0,0,4,2,5,0,0,6,0,0
17,0,1,0,1,1,2,0,1,0,0,2,2,9,0,0,1,0,0
47,5,8,5,1,3,10,0,10,0,0,4,0,3,0,0,4,0,0
6,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0
10,0,0,0,0,1,1,0,1,0,0,2,0,5,0,0,2,0,0
4,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
27,3,5,3,2,0,4,0,5,0,0,2,0,5,2,0,3,0,0
