pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,rule1,rule2,rule3,rule4,rule5,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,count_dictionary_words,count_named_entities,count_number_date_time,future_tense,count_url,count_elongated,count_mentions,emoji_polarity_score,emoticon_polarity_score,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
1.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06636363636363636,1.46,-0.0769090909090909,-1.6919999999999997,0.11209090909090907,2.4659999999999997,0.11354545454545456,2.498,0.0,0.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,5.0,0.25,6.0,0.05172413793103448,0.0
0.0,4.0,0.0,0.0,1.0,3.0,0.0,5.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08986363636363638,1.9770000000000003,-0.11540909090909092,-2.539,0.14754545454545454,3.2459999999999996,0.1442727272727273,3.1740000000000004,-0.005272727272727273,-0.116,13.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,5.0,0.25,7.0,0.0625,0.0
1.0,3.0,6.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.12,0.12,0.12,0.12,-0.026999999999999996,-0.6749999999999999,-0.0232,-0.58,-0.03704,-0.9259999999999999,-0.013959999999999998,-0.349,0.011720000000000001,0.29300000000000004,20.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,0.08695652173913043,3.0,0.022388059701492536,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0659090909090909,0.725,0.08054545454545455,0.886,0.0,0.0,0.04881818181818182,0.537,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,3.0,0.25,5.0,0.04065040650406504,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,5.0,0.35714285714285715,6.0,0.0759493670886076,0.0
0.0,4.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,-0.0584736842105263,-1.1109999999999998,-0.04347368421052631,-0.826,-0.0875263157894737,-1.6630000000000003,-0.057157894736842095,-1.0859999999999999,0.018736842105263156,0.356,15.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3.0,0.17647058823529413,3.0,0.03529411764705882,1.0
0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000005,0.32500000000000007,-0.14969230769230768,-1.946,0.05307692307692307,0.69,0.07600000000000001,0.9880000000000001,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,14.0,7.0,0.5,29.0,0.29,0.0
2.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05668421052631579,1.077,-0.009736842105263158,-0.185,0.04284210526315789,0.814,0.03478947368421053,0.661,-0.005,-0.095,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2.0,0.13333333333333333,3.0,0.0297029702970297,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,0.9333333333333333,18.0,0.17142857142857143,0.0
1.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006928571428571427,-0.09699999999999998,-0.06085714285714285,-0.852,0.02771428571428571,0.3879999999999999,0.011071428571428574,0.15500000000000003,0.06571428571428571,0.92,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1.0,62.0,0.8266666666666667,1.0
0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,11.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05136,1.284,-0.10124000000000001,-2.531,0.09799999999999999,2.4499999999999997,0.08812000000000002,2.2030000000000003,-0.00388,-0.097,5.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,14.0,0.7,79.0,0.5808823529411765,0.0
1.0,3.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,-0.07142857142857142,-1.5,0.045476190476190476,0.955,0.007666666666666668,0.16100000000000003,-0.03152380952380952,-0.662,0.0028571428571428545,0.05999999999999994,12.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,21.0,7.0,0.3333333333333333,13.0,0.05726872246696035,1.0
0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,-0.07024999999999999,-0.843,-0.015,-0.18,-0.09125,-1.095,-0.05233333333333332,-0.6279999999999999,-0.0105,-0.126,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.02166666666666667,0.32500000000000007,-0.12973333333333334,-1.946,0.046,0.69,0.06586666666666667,0.9880000000000001,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,7.0,0.4117647058823529,17.0,0.13709677419354838,0.0
1.0,3.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10634999999999999,-2.127,-0.0015,-0.03,-0.1451,-2.902,-0.08325,-1.665,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,0.3888888888888889,12.0,0.13333333333333333,1.0
1.0,3.0,2.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.08788888888888889,1.582,-0.08422222222222223,-1.516,0.01822222222222222,0.32799999999999996,0.06472222222222222,1.165,-0.014,-0.252,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0625,1.0,0.011627906976744186,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1688888888888889,1.52,-0.18333333333333332,-1.65,0.18044444444444446,1.624,0.17755555555555558,1.598,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.1111111111111111,1.0,0.018518518518518517,0.0
0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.25,0.25,0.25,0.25,0.148625,1.189,-0.233125,-1.865,0.1585,1.268,0.16962500000000003,1.3570000000000002,-0.051875,-0.415,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.25,2.0,0.05,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1847,1.847,0.0467,0.46699999999999997,0.0653,0.6529999999999999,0.13720000000000002,1.372,-0.015,-0.15,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.3333333333333333,3.0,0.05357142857142857,0.0
3.0,2.0,2.0,3.0,2.0,1.0,1.0,6.0,2.0,2.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,-0.027181818181818185,-0.8970000000000001,-0.018909090909090914,-0.6240000000000001,-0.03527272727272727,-1.164,-0.032,-1.056,0.058272727272727275,1.923,24.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,0.10714285714285714,3.0,0.02027027027027027,1.0
3.0,2.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.011157894736842104,0.212,0.009000000000000001,0.171,0.002473684210526316,0.047,0.005684210526315789,0.108,-0.005631578947368421,-0.107,12.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,4.0,0.2222222222222222,4.0,0.028985507246376812,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.42500000000000004,-0.10517647058823529,-1.7879999999999998,0.04341176470588235,0.738,0.057882352941176475,0.9840000000000001,0.0,0.0,6.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,8.0,0.5,15.0,0.13513513513513514,0.0
1.0,3.0,1.0,0.0,1.0,6.0,0.0,8.0,2.0,4.0,1.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,-0.006078947368421052,-0.23099999999999998,-0.0017105263157894738,-0.065,0.008842105263157894,0.33599999999999997,0.016868421052631578,0.641,-0.005236842105263158,-0.199,25.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,0.12903225806451613,7.0,0.05185185185185185,1.0
2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,1.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,5.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.034777777777777776,-0.939,-0.036037037037037034,-0.973,-0.005555555555555557,-0.15000000000000002,-0.011518518518518516,-0.31099999999999994,-0.030296296296296293,-0.818,19.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,6.0,0.25,7.0,0.051470588235294115,1.0
0.0,1.0,2.0,0.0,3.0,4.0,0.0,5.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,-0.015500000000000002,-0.403,-0.0012692307692307692,-0.033,-0.03707692307692308,-0.964,-0.014730769230769231,-0.383,-0.0012692307692307695,-0.03300000000000001,20.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,1.0,0.038461538461538464,1.0,0.007462686567164179,0.0
2.0,4.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021538461538461538,0.056,-0.003346153846153846,-0.087,0.0015769230769230769,0.041,0.002346153846153846,0.061,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,0.4090909090909091,21.0,0.18421052631578946,1.0
3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02585,0.517,-0.006750000000000001,-0.135,0.08565,1.713,0.06735,1.347,0.0,0.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,13.0,0.8125,18.0,0.15254237288135594,0.0
0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.02166666666666667,0.32500000000000007,-0.12973333333333334,-1.946,0.046,0.69,0.06586666666666667,0.9880000000000001,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,7.0,0.4117647058823529,17.0,0.13709677419354838,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048875,0.782,0.0514375,0.823,0.0,0.0,0.0334375,0.535,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,7.0,0.5833333333333334,11.0,0.09565217391304348,0.0
2.0,2.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,3.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.06911538461538463,1.7970000000000004,-0.022576923076923074,-0.587,0.0741923076923077,1.929,0.06376923076923077,1.6580000000000001,-0.004692307692307692,-0.122,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,6.0,0.2727272727272727,7.0,0.05,0.0
0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041705882352941176,-0.709,0.0,0.0,-0.05823529411764706,-0.99,-0.03329411764705882,-0.566,0.0,0.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,19.0,9.0,0.47368421052631576,11.0,0.0873015873015873,0.0
3.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05500000000000001,1.2650000000000001,-0.018130434782608694,-0.417,-0.01991304347826087,-0.458,0.021782608695652173,0.501,-0.02321739130434783,-0.534,4.0,6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,15.0,0.6521739130434783,66.0,0.24812030075187969,0.0
1.0,4.0,0.0,0.0,0.0,5.0,0.0,7.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.018541666666666675,0.4450000000000002,-0.10791666666666666,-2.59,0.026458333333333334,0.635,0.05429166666666668,1.3030000000000004,-0.004458333333333333,-0.107,14.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,4.0,0.16666666666666666,6.0,0.043795620437956206,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,8.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026161290322580646,-0.811,0.030322580645161287,0.94,-0.018451612903225806,-0.572,-0.021870967741935483,-0.6779999999999999,0.051290322580645156,1.5899999999999999,4.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,11.0,0.4583333333333333,21.0,0.15555555555555556,0.0
2.0,2.0,0.0,2.0,1.0,5.0,0.0,5.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.04,0.04,0.04,0.04,0.04891999999999999,1.2229999999999999,-0.042960000000000005,-1.074,0.07168,1.7919999999999998,0.054560000000000004,1.364,0.0,0.0,19.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,2.0,0.08333333333333333,6.0,0.043478260869565216,0.0
1.0,3.0,0.0,1.0,2.0,4.0,0.0,7.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.11365384615384616,2.955,-0.028153846153846154,-0.732,0.12319230769230768,3.203,0.10888461538461539,2.831,-0.006884615384615384,-0.179,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,0.125,7.0,0.06422018348623854,1.0
3.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,5.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,-0.0202962962962963,-0.548,-0.0029999999999999996,-0.08099999999999999,-0.033777777777777775,-0.9119999999999999,-0.01525925925925926,-0.41200000000000003,-0.0074444444444444445,-0.201,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.18181818181818182,7.0,0.0603448275862069,1.0
2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06376190476190476,-1.339,0.008238095238095237,0.173,-0.07447619047619047,-1.564,-0.06952380952380952,-1.46,0.06914285714285714,1.452,9.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,22.0,7.0,0.3181818181818182,8.0,0.03755868544600939,0.0
